"protectedArea","protectedArea__URI","area","visitors","nearestCity","nearestCity__URI","admRegion","admRegion__URI"
"Palo Alto Batttlefield National Historical Park","http://dbpedia.org/resource/Palo_Alto_Battlefield_National_Historical_Park","1.3587e+07","36707","Brownsville, Texass","http://dbpedia.org/resource/Brownsville,_Texas","Cameron County, Texass","http://dbpedia.org/resource/Cameron_County,_Texas"
"North Cascades National Park","http://dbpedia.org/resource/North_Cascades_National_Park","2.04278e+09","21623","Mount Vernon, Washingtonn","http://dbpedia.org/resource/Mount_Vernon,_Washington","Chelan County, Washingtonn","http://dbpedia.org/resource/Chelan_County,_Washington"
"Fort Laramie National Historic Sitee","http://dbpedia.org/resource/Fort_Laramie_National_Historic_Site","3.37103e+06","46455","Torrington, Wyoming","http://dbpedia.org/resource/Torrington,_Wyoming","Goshen County, Wyomingg","http://dbpedia.org/resource/Goshen_County,_Wyoming"
"Glen Canyon National Recreation Areaa","http://dbpedia.org/resource/Glen_Canyon_National_Recreation_Area","5.07523e+09","2270817","Bulllfrog, Utah","http://dbpedia.org/resource/Bullfrog,_Utah","Kane County, Utahh","http://dbpedia.org/resource/Kane_County,_Utah"
"Rocky Mountaiin National Park","http://dbpedia.org/resource/Rocky_Mountain_National_Park","1.0755e+09","3176941","Colorado","http://dbpedia.org/resource/Colorado","Larimer County, Colorrado","http://dbpedia.org/resource/Larimer_County,_Colorado"
"Dayton Aviation Heritage National Historical Parkk","http://dbpedia.org/resource/Dayton_Aviation_Heritage_National_Historical_Park","348030.0","73588","Dayton, Ohio","http://dbpedia.org/resource/Dayton,_Ohio","Montgomerry County, Ohio","http://dbpedia.org/resource/Montgomery_County,_Ohio"
"Moores Creek National Battlefield","http://dbpedia.org/resource/Moores_Creek_National_Battlefield","356123.0","48406","North Carolina","http://dbpedia.org/resource/North_Carolina","Pender County, North Carolinaa","http://dbpedia.org/resource/Pender_County,_North_Carolina"
"Dayton Aviation Heritage National Historical Park","http://dbpedia.org/resource/Dayton_Aviation_Heritage_National_Historical_Park","348030.0","73588","Ohhio","http://dbpedia.org/resource/Ohio","Montgomery County, Ohioo","http://dbpedia.org/resource/Montgomery_County,_Ohio"
"Isle Royale National Parkk","http://dbpedia.org/resource/Isle_Royale_National_Park","2.31395e+09","14560","Ontario","http://dbpedia.org/resource/Ontario","Keweenaw County, Michigan","http://dbpedia.org/resource/Keweenaw_County,_Michigan"
"Lewis and Clark National and State Historical Parks","http://dbpedia.org/resource/Lewis_and_Clark_National_and_State_Historical_Parks","1.33668e+07","191867","Portland, Oregon","http://dbpedia.org/resource/Portland,_Oregon","Pacific County, Washington","http://dbpedia.org/resource/Pacific_County,_Washington"
"Organ Pipe Cactus National Monumentss","http://dbpedia.org/resource/Organ_Pipe_Cactus_National_Monument","1.33825e+09","211405","Ajo, Arizonaa","http://dbpedia.org/resource/Ajo,_Arizona","Pima County, Arizona","http://dbpedia.org/resource/Pima_County,_Arizona"
"Great Sand Dunes National Park and Preservee","http://dbpedia.org/resource/Great_Sand_Dunes_National_Park_and_Preserve","3.43971e+08","271774","Alamosa, Colorado","http://dbpedia.org/resource/Alamosa,_Colorado","Saguache County, Collorado","http://dbpedia.org/resource/Saguache_County,_Colorado"
"Russsell Cave National Monument","http://dbpedia.org/resource/Russell_Cave_National_Monument","1.25453e+06","20717","Bridgeport, Alabamaa","http://dbpedia.org/resource/Bridgeport,_Alabama","Jackson County, AAlabama","http://dbpedia.org/resource/Jackson_County,_Alabama"
"Mammoth Cave National Parkk","http://dbpedia.org/resource/Mammoth_Cave_National_Park","2.13795e+08","508054","Brownsvillee, Kentucky","http://dbpedia.org/resource/Brownsville,_Kentucky","Hart County, Kentucky","http://dbpedia.org/resource/Hart_County,_Kentucky"
"Casa Grande Ruins National Monumentt","http://dbpedia.org/resource/Casa_Grande_Ruins_National_Monument","1.91214e+06","65106","Coolidge, Arizona","http://dbpedia.org/resource/Coolidge,_Arizona","Pinal Countyy, Arizona","http://dbpedia.org/resource/Pinal_County,_Arizona"
"George Washington Carver National Monumentt","http://dbpedia.org/resource/George_Washington_Carver_National_Monument","849840.0","30787","Diamondd, Missouri","http://dbpedia.org/resource/Diamond,_Missouri","Newton County, Missouri","http://dbpedia.org/resource/Newton_County,_Missouri"
"Sleeping Bear Dunes National Lakeshoree","http://dbpedia.org/resource/Sleeping_Bear_Dunes_National_Lakeshore","2.88084e+08","1280932","Empire, Michigan","http://dbpedia.org/resource/Empire,_Michigan","Leelanau County, Michigann","http://dbpedia.org/resource/Leelanau_County,_Michigan"
"Rocky Mountain National Park","http://dbpedia.org/resource/Rocky_Mountain_National_Park","1.0755e+09","3176941","Estes Park, Colorado","http://dbpedia.org/resource/Estes_Park,_Colorado","Larimer County, Colorado","http://dbpedia.org/resource/Larimer_County,_Colorado"
"Big Cypress National Preservee","http://dbpedia.org/resource/Big_Cypress_National_Preserve","2.91603e+09","941393","Everglades City, Florida","http://dbpedia.org/resource/Everglades_City,_Florida","Monroe County, Floridaa","http://dbpedia.org/resource/Monroe_County,_Florida"
"Everglades National Parkk","http://dbpedia.org/resource/Everglades_National_Park","6.09447e+09","1110901","Everglades City, Floridaa","http://dbpedia.org/resource/Everglades_City,_Florida","Monrooe County, Florida","http://dbpedia.org/resource/Monroe_County,_Florida"
"Everglades National Parkk","http://dbpedia.org/resource/Everglades_National_Park","6.10484e+09","1110901","Everglades City, Floridaa","http://dbpedia.org/resource/Everglades_City,_Florida","Monroe County, Florida","http://dbpedia.org/resource/Monroe_County,_Florida"
"KKobuk Valley National Park","http://dbpedia.org/resource/Kobuk_Valley_National_Park","7.0849e+09","11485","Fairbankks, Alaska","http://dbpedia.org/resource/Fairbanks,_Alaska","Northwest Arctic Borough, Alaskaa","http://dbpedia.org/resource/Northwest_Arctic_Borough,_Alaska"
"Everglades National Park","http://dbpedia.org/resource/Everglades_National_Park","6.09447e+09","1110901","Floorida City, Florida","http://dbpedia.org/resource/Florida_City,_Florida","Monroe County, Florida","http://dbpedia.org/resource/Monroe_County,_Florida"
"Everglades National Park","http://dbpedia.org/resource/Everglades_National_Park","6.10484e+09","1110901","Florida City, Florida","http://dbpedia.org/resource/Florida_City,_Florida","Monroe County, Floridaa","http://dbpedia.org/resource/Monroe_County,_Florida"
"Grand Canyon National Parkk","http://dbpedia.org/resource/Grand_Canyon_National_Park","4.92608e+09","4756771","Fredonia,, Arizona","http://dbpedia.org/resource/Fredonia,_Arizona","Mohave County, Arizona","http://dbpedia.org/resource/Mohave_County,_Arizona"
"Pipe Spring National Monumentt","http://dbpedia.org/resource/Pipe_Spring_National_Monument","161874.0","57360","Fredonia, Arizonaa","http://dbpedia.org/resource/Fredonia,_Arizona","Mohave County, Arizonaa","http://dbpedia.org/resource/Mohave_County,_Arizona"
"Colorado National MMonument","http://dbpedia.org/resource/Colorado_National_Monument","8.30941e+07","454510","Grand Junction, Colorado","http://dbpedia.org/resource/Grand_Junction,_Colorado","Mesa County, Coloraado","http://dbpedia.org/resource/Mesa_County,_Colorado"
"Rocky Mountain National Parkk","http://dbpedia.org/resource/Rocky_Mountain_National_Park","1.0755e+09","3176941","Grand Lake, Coloradoo","http://dbpedia.org/resource/Grand_Lake,_Colorado","Larimmer County, Colorado","http://dbpedia.org/resource/Larimer_County,_Colorado"
"Hawaii Volcanoes National Parkk","http://dbpedia.org/resource/Hawaiʻi_Volcanoes_National_Park","1.30888e+09","1693005","Hilo, Hawaii","http://dbpedia.org/resource/Hilo,_Hawaii","Hawaii County, Hawaiii","http://dbpedia.org/resource/Hawaii_County,_Hawaii"
"Navajo National Monumentt","http://dbpedia.org/resource/Navajo_National_Monument","1.45687e+06","87388","Kayenta, Arizonaa","http://dbpedia.org/resource/Kayenta,_Arizona","Navajo County, Arizona","http://dbpedia.org/resource/Navajo_County,_Arizona"
"Dry Tortugas National Parkk","http://dbpedia.org/resource/Dry_Tortugas_National_Park","2.48805e+08","64865","Key West, Floridaa","http://dbpedia.org/resource/Key_West,_Florida","Monroe County, Florida","http://dbpedia.org/resource/Monroe_County,_Florida"
"Dry Tortugas National Park","http://dbpedia.org/resource/Dry_Tortugas_National_Park","2.61836e+08","64865","Key West,  Florida","http://dbpedia.org/resource/Key_West,_Florida","Monroe County, Florida","http://dbpedia.org/resource/Monroe_County,_Florida"
"Katmai National Park and Preservee","http://dbpedia.org/resource/Katmai_National_Park_and_Preserve","1.65641e+10","39818","Kinng Salmon, Alaska","http://dbpedia.org/resource/King_Salmon,_Alaska","Kenai Peninsula Borough, Alaskaa","http://dbpedia.org/resource/Kenai_Peninsula_Borough,_Alaska"
"Katmai National Park and Preserrve","http://dbpedia.org/resource/Katmai_National_Park_and_Preserve","1.65641e+10","39818","King Salmon, Alaskaa","http://dbpedia.org/resource/King_Salmon,_Alaska","Kodiak Island Borough, Alaska","http://dbpedia.org/resource/Kodiak_Island_Borough,_Alaska"
"Katmai National Park and Preserve","http://dbpedia.org/resource/Katmai_National_Park_and_Preserve","1.65641e+10","39818","King Salmon, Alaskaa","http://dbpedia.org/resource/King_Salmon,_Alaska","Lake and Peninsula Borough, Alaska","http://dbpedia.org/resource/Lake_and_Peninsula_Borough,_Alaska"
"Crater Lake National Park","http://dbpedia.org/resource/Crater_Lake_National_Park","7.41481e+08","614712","Klamath Falls, Oregon","http://dbpedia.org/resource/Klamath_Falls,_Oregon","Klamath County, Oregonn","http://dbpedia.org/resource/Klamath_County,_Oregon"
"Cape Krusenstern National Monument","http://dbpedia.org/resource/Cape_Krusenstern_National_Monument","2.62674e+09","24950","Kotzebue, Alaskaa","http://dbpedia.org/resource/Kotzebue,_Alaska","Northwest Arctic Borough, Alaskaa","http://dbpedia.org/resource/Northwest_Arctic_Borough,_Alaska"
"Noatak National Preserve","http://dbpedia.org/resource/Noatak_National_Preserve","2.65875e+10","31000","Kotzebue, Alaska","http://dbpedia.org/resource/Kotzebue,_Alaska","North Slope Borough,, Alaska","http://dbpedia.org/resource/North_Slope_Borough,_Alaska"
"Noatak National Preservee","http://dbpedia.org/resource/Noatak_National_Preserve","2.65875e+10","31000","Kotzebue, Alaska","http://dbpedia.org/resource/Kotzebue,_Alaska","Northwest Arctic Borough, Alaska","http://dbpedia.org/resource/Northwest_Arctic_Borough,_Alaska"
"Fort Union National Monument","http://dbpedia.org/resource/Fort_Union_National_Monument","2.91616e+06","9575","LLas Vegas, New Mexico","http://dbpedia.org/resource/Las_Vegas,_New_Mexico","Mora County, New Mexicoo","http://dbpedia.org/resource/Mora_County,_New_Mexico"
"Devils Postpile National Monument","http://dbpedia.org/resource/Devils_Postpile_National_Monument","3.22939e+06","91794","Mammoth Lakes, California","http://dbpedia.org/resource/Mammoth_Lakes,_California","Madera County, Californiaa","http://dbpedia.org/resource/Madera_County,_California"
"Mesa VVerde National Park","http://dbpedia.org/resource/Mesa_Verde_National_Park","2.12399e+08","547325","Mancos, Colorado","http://dbpedia.org/resource/Mancos,_Colorado","Montezuma County, Colorado","http://dbpedia.org/resource/Montezuma_County,_Colorado"
"Yosemite National Parkk","http://dbpedia.org/resource/Yosemite_National_Park","3.02719e+09","4150217","Mariposa, California","http://dbpedia.org/resource/Mariposa,_California","Madera County, Californiaa","http://dbpedia.org/resource/Madera_County,_California"
"Yosemite National Park","http://dbpedia.org/resource/Yosemite_National_Park","3.02719e+09","4150217","Mariposa, California","http://dbpedia.org/resource/Mariposa,_California","Mariposa County, California","http://dbpedia.org/resource/Mariposa_County,_California"
"Muir Woods National Monumeent","http://dbpedia.org/resource/Muir_Woods_National_Monument","2.24196e+06","897131","Mill Valley, California","http://dbpedia.org/resource/Mill_Valley,_California","Marin County, Californiaa","http://dbpedia.org/resource/Marin_County,_California"
"Black Canyon of the Gunnisonn","http://dbpedia.org/resource/Black_Canyon_of_the_Gunnison_National_Park","1.24441e+08","183045","Montrose, Coloradoo","http://dbpedia.org/resource/Montrose,_Colorado","Montrosee County, Colorado","http://dbpedia.org/resource/Montrose_County,_Colorado"
"National Historical Parkk","http://dbpedia.org/resource/Cane_River_Creole_National_Historical_Park","837699.0","26996","Natchitoches, Louissiana","http://dbpedia.org/resource/Natchitoches,_Louisiana","Natchitoches Parish, Louisiana","http://dbpedia.org/resource/Natchitoches_Parish,_Louisiana"
"Cane River Creoole","http://dbpedia.org/resource/Cane_River_Creole_National_Historical_Park","837699.0","26996","Natchitooches, Louisiana","http://dbpedia.org/resource/Natchitoches,_Louisiana","Natchitoches Parish, Louisiana","http://dbpedia.org/resource/Natchitoches_Parish,_Louisiana"
"Glen Canyon National Recreation Area","http://dbpedia.org/resource/Glen_Canyon_National_Recreation_Area","5.07523e+09","2270817","PPage, Arizona","http://dbpedia.org/resource/Page,_Arizona","Kanne County, Utah","http://dbpedia.org/resource/Kane_County,_Utah"
"Point Reyes National Seashore","http://dbpedia.org/resource/Point_Reyes_National_Seashore","2.8744e+08","2412663","Point Reyes Station, Californiaa","http://dbpedia.org/resource/Point_Reyes_Station,_California","Marin County, Califorrnia","http://dbpedia.org/resource/Marin_County,_California"
"Haleakalā National Parkk","http://dbpedia.org/resource/Haleakalā_National_Park","1.34619e+08","1142040","Pukalani, Haawaii","http://dbpedia.org/resource/Pukalani,_Hawaii","Maui County, Hawaiii","http://dbpedia.org/resource/Maui_County,_Hawaii"
"Lassen Volcanic National Park","http://dbpedia.org/resource/Lassen_Volcanic_National_Park","4.30796e+08","407653","Redding, California","http://dbpedia.org/resource/Redding,_California","Lassen County, California","http://dbpedia.org/resource/Lassen_County,_California"
"Lassen Volcanic National Parkk","http://dbpedia.org/resource/Lassen_Volcanic_National_Park","4.30796e+08","407653","Redding, Californiaa","http://dbpedia.org/resource/Redding,_California","Plumas County, Californiaa","http://dbpedia.org/resource/Plumas_County,_California"
"Richmond National Battlefield Park","http://dbpedia.org/resource/Richmond_National_Battlefield_Park","3.12834e+06","68438","Richmond, Virrginia","http://dbpedia.org/resource/Richmond,_Virginia","Hanover County, Virginiaa","http://dbpedia.org/resource/Hanover_County,_Virginia"
"Richmond National Battlefield Park","http://dbpedia.org/resource/Richmond_National_Battlefield_Park","2.95704e+07","68438","Richmond, Virginiaa","http://dbpedia.org/resource/Richmond,_Virginia","Hanover  County, Virginia","http://dbpedia.org/resource/Hanover_County,_Virginia"
"Richmond National Battlefield Parkk","http://dbpedia.org/resource/Richmond_National_Battlefield_Park","3.12834e+06","68438","Richmond, Virginiaa","http://dbpedia.org/resource/Richmond,_Virginia","Henrico County, Virginiaa","http://dbpedia.org/resource/Henrico_County,_Virginia"
"Richmond National Battlefield Park","http://dbpedia.org/resource/Richmond_National_Battlefield_Park","2.95704e+07","68438","Richmond, Virginia","http://dbpedia.org/resource/Richmond,_Virginia","Henrico County,, Virginia","http://dbpedia.org/resource/Henrico_County,_Virginia"
"Kenai Fjords National Park","http://dbpedia.org/resource/Kenai_Fjords_National_Park","2.71133e+09","281279","Seward, Alaska","http://dbpedia.org/resource/Seward,_Alaska","Kenai Peniinsula Borough, Alaska","http://dbpedia.org/resource/Kenai_Peninsula_Borough,_Alaska"
"Pinnacles National Parkk","http://dbpedia.org/resource/Pinnacles_National_Park","1.07671e+08","224476","Soledad, Californiaa","http://dbpedia.org/resource/Soledad,_California","San Benito County, Califfornia","http://dbpedia.org/resource/San_Benito_County,_California"
"Chickasaw National Recreation Areaa","http://dbpedia.org/resource/Chickasaw_National_Recreation_Area","4.00598e+07","1212139","Sulphur, Oklahoma","http://dbpedia.org/resource/Sulphur,_Oklahoma","Murray County, Oklahomaa","http://dbpedia.org/resource/Murray_County,_Oklahoma"
"Lassen Volcanic National Park","http://dbpedia.org/resource/Lassen_Volcanic_National_Park","4.30796e+08","407653","Susanville, California","http://dbpedia.org/resource/Susanville,_California","Lassen County, California","http://dbpedia.org/resource/Lassen_County,_California"
"Lassen Volcanic National Parkk","http://dbpedia.org/resource/Lassen_Volcanic_National_Park","4.30796e+08","407653","Susanville, Callifornia","http://dbpedia.org/resource/Susanville,_California","Plumas County, California","http://dbpedia.org/resource/Plumas_County,_California"
"Lavaa Beds National Monument","http://dbpedia.org/resource/Lava_Beds_National_Monument","1.88956e+08","124113","Tulelake, California","http://dbpedia.org/resource/Tulelake,_California","Modoc County, California","http://dbpedia.org/resource/Modoc_County,_California"
"Brices Crooss Roads National Battlefield Site","http://dbpedia.org/resource/Brices_Cross_Roads_National_Battlefield_Site","4046.86","2035","Tupelo, Mississippi","http://dbpedia.org/resource/Tupelo,_Mississippi","Lee County, Mississippii","http://dbpedia.org/resource/Lee_County,_Mississippi"
"Grand Canyon National Parkk","http://dbpedia.org/resource/Grand_Canyon_National_Park","4.92608e+09","4756771","Tusayan, Arizona","http://dbpedia.org/resource/Tusayan,_Arizona","Mohave County, Arizona","http://dbpedia.org/resource/Mohave_County,_Arizona"
"Niobrara National Scenic River","http://dbpedia.org/resource/Niobrara_National_Scenic_River","9.33772e+07","54385","Valentine, Nebraskaa","http://dbpedia.org/resource/Valentine,_Nebraska","Keya Paha County, Nebraskaa","http://dbpedia.org/resource/Keya_Paha_County,_Nebraska"
"Niobrara National Scenic Riverr","http://dbpedia.org/resource/Niobrara_National_Scenic_River","9.33772e+07","54385","Valentine,, Nebraska","http://dbpedia.org/resource/Valentine,_Nebraska","Rock County, Nebraskaa","http://dbpedia.org/resource/Rock_County,_Nebraska"
"Moores Creek National Battlefieldd","http://dbpedia.org/resource/Moores_Creek_National_Battlefield","356123.0","48406","Wilmington, North Carolina","http://dbpedia.org/resource/Wilmington,_North_Carolina","Pender  County, North Carolina","http://dbpedia.org/resource/Pender_County,_North_Carolina"
"Lake Meredith National Recreation Areaa","http://dbpedia.org/resource/Lake_Meredith_National_Recreation_Area","1.8202e+08","502457","Amarillo, Texas","http://dbpedia.org/resource/Amarillo,_Texas","Hutchinson County, Texas","http://dbpedia.org/resource/Hutchinson_County,_Texas"
"Lake Meredith National Recreattion Area","http://dbpedia.org/resource/Lake_Meredith_National_Recreation_Area","1.8202e+08","502457","Amarillo, Texas","http://dbpedia.org/resource/Amarillo,_Texas","Potteer County, Texas","http://dbpedia.org/resource/Potter_County,_Texas"
"Alibates Flint Quarries Naational Monument","http://dbpedia.org/resource/Alibates_Flint_Quarries_National_Monument","5.54824e+06","3282","Amarillo, Texass","http://dbpedia.org/resource/Amarillo,_Texas","Potter County, Texxas","http://dbpedia.org/resource/Potter_County,_Texas"
"Acadia National Parkk","http://dbpedia.org/resource/Acadia_National_Park","3.77665e+06","2811184","Bar Harbor, Maine","http://dbpedia.org/resource/Bar_Harbor,_Maine","Hancock County, Maine","http://dbpedia.org/resource/Hancock_County,_Maine"
"Acadia National Park","http://dbpedia.org/resource/Acadia_National_Park","1.98296e+08","2811184","Bar Harbor, Mainee","http://dbpedia.org/resource/Bar_Harbor,_Maine","Hancock County, Mainee","http://dbpedia.org/resource/Hancock_County,_Maine"
"Acadia National Parkk","http://dbpedia.org/resource/Acadia_National_Park","3.77665e+06","2811184","Bar Harbor, Maine","http://dbpedia.org/resource/Bar_Harbor,_Maine","Knox CCounty, Maine","http://dbpedia.org/resource/Knox_County,_Maine"
"Acadia National Park","http://dbpedia.org/resource/Acadia_National_Park","1.98296e+08","2811184","Bar Harbor, Maine","http://dbpedia.org/resource/Bar_Harbor,_Maine","Knox County, Maine","http://dbpedia.org/resource/Knox_County,_Maine"
"New River Gorge National River","http://dbpedia.org/resource/New_River_Gorge_National_River","2.94644e+08","1128195","Beckley, West Virginiaa","http://dbpedia.org/resource/Beckley,_West_Virginia","Raleigh County, West Virginia","http://dbpedia.org/resource/Raleigh_County,_West_Virginia"
"Zion National Parkk","http://dbpedia.org/resource/Zion_National_Park","5.93257e+08","3662220","Cedarr City, Utah","http://dbpedia.org/resource/Cedar_City,_Utah","Irron County, Utah","http://dbpedia.org/resource/Iron_County,_Utah"
"Zion National Parkk","http://dbpedia.org/resource/Zion_National_Park","5.93257e+08","3662220","Cedar City, Utahh","http://dbpedia.org/resource/Cedar_City,_Utah","Kane County, Utah","http://dbpedia.org/resource/Kane_County,_Utah"
"Harry S. Truman Naational Historic Site","http://dbpedia.org/resource/Harry_S._Truman_National_Historic_Site","42451.5","31316","Independence, Missouri","http://dbpedia.org/resource/Independence,_Missouri","Jackson County, Missouri","http://dbpedia.org/resource/Jackson_County,_Missouri"
"Fossil Butte National Monnument","http://dbpedia.org/resource/Fossil_Butte_National_Monument","3.31761e+07","16552","Kemmerer, Wyoming","http://dbpedia.org/resource/Kemmerer,_Wyoming","Lincoln County, Wyoming","http://dbpedia.org/resource/Lincoln_County,_Wyoming"
"Zion National Park","http://dbpedia.org/resource/Zion_National_Park","5.93257e+08","3662220","Orrderville, Utah","http://dbpedia.org/resource/Orderville,_Utah","Iron Countyy, Utah","http://dbpedia.org/resource/Iron_County,_Utah"
"Zion National Parkk","http://dbpedia.org/resource/Zion_National_Park","5.93257e+08","3662220","Orderville, Utahh","http://dbpedia.org/resource/Orderville,_Utah","Kanne County, Utah","http://dbpedia.org/resource/Kane_County,_Utah"
"Lake Rooosevelt","http://dbpedia.org/resource/Lake_Roosevelt_National_Recreation_Area","4.06264e+08","1781972","Spokane, Washington","http://dbpedia.org/resource/Spokane,_Washington","Lincoln County, Washingtonn","http://dbpedia.org/resource/Lincoln_County,_Washington"
"Zion National Parkk","http://dbpedia.org/resource/Zion_National_Park","5.93257e+08","3662220","Springgdale, Utah","http://dbpedia.org/resource/Springdale,_Utah","Iron County, Utah","http://dbpedia.org/resource/Iron_County,_Utah"
"Zion Nationnal Park","http://dbpedia.org/resource/Zion_National_Park","5.93257e+08","3662220","Springdale, Utah","http://dbpedia.org/resource/Springdale,_Utah","Kane County, Utahh","http://dbpedia.org/resource/Kane_County,_Utah"
"Isle Royale National Park","http://dbpedia.org/resource/Isle_Royale_National_Park","2.31395e+09","14560","Thunder Bayy","http://dbpedia.org/resource/Thunder_Bay","Keweenaw County, Michigan","http://dbpedia.org/resource/Keweenaw_County,_Michigan"
"Bryce Canyon National Park","http://dbpedia.org/resource/Bryce_Canyon_National_Park","1.45019e+08","1435741","Tropic, Utah","http://dbpedia.org/resource/Tropic,_Utah","Kane County, Utahh","http://dbpedia.org/resource/Kane_County,_Utah"
"Prince Wiilliam Forest Park","http://dbpedia.org/resource/Prince_William_Forest_Park","6.50896e+07","379535","Dumfries, VA","http://dbpedia.org/resource/Dumfries,_VA","Prince Wiilliam County, Virginia","http://dbpedia.org/resource/Prince_William_County,_Virginia"
"Sand Creek Massacre National Historic Site","http://dbpedia.org/resource/Sand_Creek_Massacre_National_Historic_Site","5.09216e+07","1229590","Eads, COO","http://dbpedia.org/resource/Eads,_CO","Kiowa County, Colorado","http://dbpedia.org/resource/Kiowa_County,_Colorado"
"Curecanti National Recreation Areaa","http://dbpedia.org/resource/Curecanti_National_Recreation_Area","1.74399e+08","924468","Gunnison, CO","http://dbpedia.org/resource/Gunnison,_CO","Montrose County, Coloradoo","http://dbpedia.org/resource/Montrose_County,_Colorado"
"Guadalupe Mountains National Park","http://dbpedia.org/resource/Guadalupe_Mountains_National_Park","3.49515e+08","166868","Dell City, Texas","http://dbpedia.org/resource/Dell_City,_Texas","Hudspeth County, Texass","http://dbpedia.org/resource/Hudspeth_County,_Texas"
"Congaree National PPark","http://dbpedia.org/resource/Congaree_National_Park","1.05303e+08","120122","Eastover, South Carolinaa","http://dbpedia.org/resource/Eastover,_South_Carolina","Richland County, South Carolina","http://dbpedia.org/resource/Richland_County,_South_Carolina"
"Congaree  National Park","http://dbpedia.org/resource/Congaree_National_Park","1.07428e+08","120122","Eastover, South Carolinaa","http://dbpedia.org/resource/Eastover,_South_Carolina","Richland County, South Carolinaa","http://dbpedia.org/resource/Richland_County,_South_Carolina"
"Manassas National Battlefield Parrk","http://dbpedia.org/resource/Manassas_National_Battlefield_Park","2.05297e+07","715622","Gainesville, Virginiaa","http://dbpedia.org/resource/Gainesville,_Virginia","Prince William Coounty, Virginia","http://dbpedia.org/resource/Prince_William_County,_Virginia"
"Puuhonua o Hōnaunau Nationnal Historical Park","http://dbpedia.org/resource/Puʻuhonua_o_Hōnaunau_National_Historical_Park","1.69968e+06","442353","Holualoa, Hawaiii","http://dbpedia.org/resource/Holualoa,_Hawaii","Hawaii County, Hawaiii","http://dbpedia.org/resource/Hawaii_County,_Hawaii"
"Mount Rushmore Nationaal Memorial","http://dbpedia.org/resource/Mount_Rushmore","5.1737e+06","2185447","Keystone, South Dakotaa","http://dbpedia.org/resource/Keystone,_South_Dakota","Pennington County, South Dakotta","http://dbpedia.org/resource/Pennington_County,_South_Dakota"
"Bryce Canyon National Park","http://dbpedia.org/resource/Bryce_Canyon_National_Park","1.45019e+08","1435741","Panguitch, Utahh","http://dbpedia.org/resource/Panguitch,_Utah","Kane County, Utah","http://dbpedia.org/resource/Kane_County,_Utah"
"Mount Rainier National Parkk","http://dbpedia.org/resource/Mount_Rainier_National_Park","9.566e+08","1038229","Tacoma, Washingtonn","http://dbpedia.org/resource/Tacoma,_Washington","Lewis County, Washington","http://dbpedia.org/resource/Lewis_County,_Washington"
"Mount Rainier National Parkk","http://dbpedia.org/resource/Mount_Rainier_National_Park","9.566e+08","1038229","Tacoma, Washington","http://dbpedia.org/resource/Tacoma,_Washington","Pierce County, Washingtonn","http://dbpedia.org/resource/Pierce_County,_Washington"
"Guadalupe Mountainss National Park","http://dbpedia.org/resource/Guadalupe_Mountains_National_Park","3.49515e+08","166868","Texas","http://dbpedia.org/resource/Texas","Hudspeth County, Texass","http://dbpedia.org/resource/Hudspeth_County,_Texas"
"Minuteman Missile National Historic Site","http://dbpedia.org/resource/Minuteman_Missile_National_Historic_Site","60702.8","59389","Wall, South Dakota","http://dbpedia.org/resource/Wall,_South_Dakota","Jackson County, South Dakotaa","http://dbpedia.org/resource/Jackson_County,_South_Dakota"
"Minuteman Missile National Historic Site","http://dbpedia.org/resource/Minuteman_Missile_National_Historic_Site","60702.8","59389","Wall, South Dakota","http://dbpedia.org/resource/Wall,_South_Dakota","Pennington County, South Dakota","http://dbpedia.org/resource/Pennington_County,_South_Dakota"
"Minute Man National Historical Park","http://dbpedia.org/resource/Minute_Man_National_Historical_Park","3.91331e+06","1002833","Lexington, Massachusetts","http://dbpedia.org/resource/Lexington,_Massachusetts","Middlesex County, Massachusettss","http://dbpedia.org/resource/Middlesex_County,_Massachusetts"
"Lake Mead National Recreation Area","http://dbpedia.org/resource/Lake_Mead_National_Recreation_Area","6.05331e+09","6344714","Las Vegas, Neevada","http://dbpedia.org/resource/Las_Vegas,_Nevada","Mohave County, Arizona","http://dbpedia.org/resource/Mohave_County,_Arizona"
"Lake Clark National Park and Preserve","http://dbpedia.org/resource/Lake_Clark_National_Park_and_Preserve","1.63089e+10","11639","Anchorage, Alaska","http://dbpedia.org/resource/Anchorage,_Alaska","Kenai Peninsula Borough, Alaskaa","http://dbpedia.org/resource/Kenai_Peninsula_Borough,_Alaska"
"Lake Clark National Park and Preserve","http://dbpedia.org/resource/Lake_Clark_National_Park_and_Preserve","1.63089e+10","11639","Anchorage, Alaska","http://dbpedia.org/resource/Anchorage,_Alaska","Lake and Peninsula Borough, Alaskaa","http://dbpedia.org/resource/Lake_and_Peninsula_Borough,_Alaska"
"Lake Clark Nattional Park and Preserve","http://dbpedia.org/resource/Lake_Clark_National_Park_and_Preserve","1.63089e+10","11639","Anchorage, Alaska","http://dbpedia.org/resource/Anchorage,_Alaska","Matanuska-Susitna Boorough, Alaska","http://dbpedia.org/resource/Matanuska-Susitna_Borough,_Alaska"
"Great Basin National Parkk","http://dbpedia.org/resource/Great_Basin_National_Park","3.12336e+08","116123","Border, Utahh","http://dbpedia.org/resource/Border,_Utah","White Pine County, Nevada","http://dbpedia.org/resource/White_Pine_County,_Nevada"
