"primeMinister","primeMinister__URI","party","party__URI","country","country__URI"
"Joseph Muscat","http://dbpedia.org/resource/Joseph_Muscat","Labour Party (Malta)","http://dbpedia.org/resource/Labour_Party_(Malta)","Malta","http://dbpedia.org/resource/Malta"
"Alfred Sant","http://dbpedia.org/resource/Alfred_Sant","Labour Party (Malta)","http://dbpedia.org/resource/Labour_Party_(Malta)","Malta","http://dbpedia.org/resource/Malta"
"Ugo Pasquale Mifsud","http://dbpedia.org/resource/Ugo_Pasquale_Mifsud","Nationalist Party (Malta)","http://dbpedia.org/resource/Nationalist_Party_(Malta)","Malta","http://dbpedia.org/resource/Malta"
"Ugo Mifsud","http://dbpedia.org/resource/Ugo_Pasquale_Mifsud","Nationalist Party (Malta)","http://dbpedia.org/resource/Nationalist_Party_(Malta)","Maltaa","http://dbpedia.org/resource/Malta"
"Paul Boffa","http://dbpedia.org/resource/Paul_Boffa","Labour Party (Malta)","http://dbpedia.org/resource/Labour_Party_(Malta)","MMalta","http://dbpedia.org/resource/Malta"
"Paul (Pawlu) Boffa","http://dbpedia.org/resource/Paul_Boffa","Labour Party (Malta)","http://dbpedia.org/resource/Labour_Party_(Malta)","Maltaa","http://dbpedia.org/resource/Malta"
"Enrico Mizzi","http://dbpedia.org/resource/Enrico_Mizzi","Nationalist Party (Malta)","http://dbpedia.org/resource/Nationalist_Party_(Malta)","Malta","http://dbpedia.org/resource/Malta"
"Vlad Filat","http://dbpedia.org/resource/Vlad_Filat","Liberal Democratic Party of Moldova","http://dbpedia.org/resource/Liberal_Democratic_Party_of_Moldova","Moldova","http://dbpedia.org/resource/Moldova"
"Iurie Leancă","http://dbpedia.org/resource/Iurie_Leancă","Liberal Democratic Party of Moldova","http://dbpedia.org/resource/Liberal_Democratic_Party_of_Moldova","Moldovaa","http://dbpedia.org/resource/Moldova"
"Iurie Leancă","http://dbpedia.org/resource/Iurie_Leancă","European People's Party of Moldova","http://dbpedia.org/resource/European_People's_Party_of_Moldova","Moldovaa","http://dbpedia.org/resource/Moldova"
"Vasile Tarlev","http://dbpedia.org/resource/Vasile_Tarlev","Party of Communists of the Republic of Moldova","http://dbpedia.org/resource/Party_of_Communists_of_the_Republic_of_Moldova","Moldova","http://dbpedia.org/resource/Moldova"
"Vasile Petru Tarlev","http://dbpedia.org/resource/Vasile_Tarlev","Party of Communists of the Republic of Moldova","http://dbpedia.org/resource/Party_of_Communists_of_the_Republic_of_Moldova","Moldovaa","http://dbpedia.org/resource/Moldova"
"Ion Ustian","http://dbpedia.org/resource/Ion_Ustian","Communist Party of Moldova","http://dbpedia.org/resource/Communist_Party_of_Moldova","Moldovaa","http://dbpedia.org/resource/Moldova"
"Nicolae Coval","http://dbpedia.org/resource/Nicolae_Coval","Communist Party of Moldova","http://dbpedia.org/resource/Communist_Party_of_Moldova","Moldovaa","http://dbpedia.org/resource/Moldova"
"Petru Pascari","http://dbpedia.org/resource/Petru_Pascari","Communist Party of Moldova","http://dbpedia.org/resource/Communist_Party_of_Moldova","Moldova","http://dbpedia.org/resource/Moldova"
"Tihon Konstantinov","http://dbpedia.org/resource/Tihon_Konstantinov","Communist Party of Moldova","http://dbpedia.org/resource/Communist_Party_of_Moldova","Moldova","http://dbpedia.org/resource/Moldova"
"Chiril Gaburici","http://dbpedia.org/resource/Chiril_Gaburici","Liberal Democratic Party of Moldova","http://dbpedia.org/resource/Liberal_Democratic_Party_of_Moldova","Moldovaa","http://dbpedia.org/resource/Moldova"
"Serafim Urechean","http://dbpedia.org/resource/Serafim_Urechean","Liberal Democratic Party of Moldova","http://dbpedia.org/resource/Liberal_Democratic_Party_of_Moldova","Moldova","http://dbpedia.org/resource/Moldova"
"Vitalie Pîrlog","http://dbpedia.org/resource/Vitalie_Pîrlog","Party of Communists of the Republic of Moldova","http://dbpedia.org/resource/Party_of_Communists_of_the_Republic_of_Moldova","Moldovaa","http://dbpedia.org/resource/Moldova"
"Natalia Gherman","http://dbpedia.org/resource/Natalia_Gherman","Liberal Democratic Party of Moldova","http://dbpedia.org/resource/Liberal_Democratic_Party_of_Moldova","Moldova","http://dbpedia.org/resource/Moldova"
"Valeriu Streleț","http://dbpedia.org/resource/Valeriu_Streleț","Liberal Democratic Party of Moldova","http://dbpedia.org/resource/Liberal_Democratic_Party_of_Moldova","Moldovaa","http://dbpedia.org/resource/Moldova"
"Gherasim Rudi","http://dbpedia.org/resource/Gherasim_Rudi","Communist Party of Moldova","http://dbpedia.org/resource/Communist_Party_of_Moldova","Moldova","http://dbpedia.org/resource/Moldova"
"Zinaida Greceanîi","http://dbpedia.org/resource/Zinaida_Greceanîi","Party of Socialists of the Republic of Moldova","http://dbpedia.org/resource/Party_of_Socialists_of_the_Republic_of_Moldova","Moldoova","http://dbpedia.org/resource/Moldova"
"Zinaida Greceanîi","http://dbpedia.org/resource/Zinaida_Greceanîi","Party of Communists of the Republic of Moldova","http://dbpedia.org/resource/Party_of_Communists_of_the_Republic_of_Moldova","Moldova","http://dbpedia.org/resource/Moldova"
"Semion Grossu","http://dbpedia.org/resource/Semion_Grossu","Communist Party of Moldova","http://dbpedia.org/resource/Communist_Party_of_Moldova","Moldovaa","http://dbpedia.org/resource/Moldova"
"Alexandru Diordiță","http://dbpedia.org/resource/Alexandru_Diordiță","Communist Party of Moldova","http://dbpedia.org/resource/Communist_Party_of_Moldova","Moldova","http://dbpedia.org/resource/Moldova"
"Ivan Calin","http://dbpedia.org/resource/Ivan_Calin","Communist Party of Moldova","http://dbpedia.org/resource/Communist_Party_of_Moldova","Moldova","http://dbpedia.org/resource/Moldova"
"Nikita Salogor","http://dbpedia.org/resource/Nikita_Salogor","Communist Party of Moldova","http://dbpedia.org/resource/Communist_Party_of_Moldova","Moldova","http://dbpedia.org/resource/Moldova"
"Zinovie Serdiuk","http://dbpedia.org/resource/Zinovie_Serdiuk","Communist Party of Moldova","http://dbpedia.org/resource/Communist_Party_of_Moldova","Moldova","http://dbpedia.org/resource/Moldova"
"Ilie Ilașcu","http://dbpedia.org/resource/Ilie_Ilașcu","Christian-Democratic People's Party (Moldova)","http://dbpedia.org/resource/Christian-Democratic_People's_Party_(Moldova)","Moldova","http://dbpedia.org/resource/Moldova"
"Piotr Borodin","http://dbpedia.org/resource/Piotr_Borodin","Communist Party of Moldova","http://dbpedia.org/resource/Communist_Party_of_Moldova","Moldovaa","http://dbpedia.org/resource/Moldova"
"Grigore Eremei","http://dbpedia.org/resource/Grigore_Eremei","Communist Party of Moldova","http://dbpedia.org/resource/Communist_Party_of_Moldova","Moldovaa","http://dbpedia.org/resource/Moldova"
"Dumitru Braghiș","http://dbpedia.org/resource/Dumitru_Braghiș","Social Democratic Party (Moldova)","http://dbpedia.org/resource/Social_Democratic_Party_(Moldova)","Moldova","http://dbpedia.org/resource/Moldova"
"Milo Đukanović","http://dbpedia.org/resource/Milo_Đukanović","Democratic Party of Socialists of Montenegro","http://dbpedia.org/resource/Democratic_Party_of_Socialists_of_Montenegro","Montenegro","http://dbpedia.org/resource/Montenegro"
"Zoran Žižić","http://dbpedia.org/resource/Zoran_Žižić","Democratic Party of Unity","http://dbpedia.org/resource/Democratic_Party_of_Unity","Montenegroo","http://dbpedia.org/resource/Montenegro"
"Зоран Жижић","http://dbpedia.org/resource/Zoran_Žižić","Democratic Party of Unity","http://dbpedia.org/resource/Democratic_Party_of_Unity","Montenegroo","http://dbpedia.org/resource/Montenegro"
"Драгиша Пешић","http://dbpedia.org/resource/Dragiša_Pešić","Democratic Party of Socialists of Montenegro","http://dbpedia.org/resource/Democratic_Party_of_Socialists_of_Montenegro","Montenegrro","http://dbpedia.org/resource/Montenegro"
"Dragiša Pešić","http://dbpedia.org/resource/Dragiša_Pešić","Democratic Party of Socialists of Montenegro","http://dbpedia.org/resource/Democratic_Party_of_Socialists_of_Montenegro","Montenegroo","http://dbpedia.org/resource/Montenegro"
"Dragiša Pešić","http://dbpedia.org/resource/Dragiša_Pešić","Socialist People's Party of Montenegro","http://dbpedia.org/resource/Socialist_People's_Party_of_Montenegro","Monttenegro","http://dbpedia.org/resource/Montenegro"
"Драгиша Пешић","http://dbpedia.org/resource/Dragiša_Pešić","Socialist People's Party of Montenegro","http://dbpedia.org/resource/Socialist_People's_Party_of_Montenegro","Montenegro","http://dbpedia.org/resource/Montenegro"
"Filip Vujanović","http://dbpedia.org/resource/Filip_Vujanović","Democratic Party of Socialists of Montenegro","http://dbpedia.org/resource/Democratic_Party_of_Socialists_of_Montenegro","Montenegro","http://dbpedia.org/resource/Montenegro"
"Momir Bulatović","http://dbpedia.org/resource/Momir_Bulatović","Democratic Party of Socialists of Montenegro","http://dbpedia.org/resource/Democratic_Party_of_Socialists_of_Montenegro","Montenegro","http://dbpedia.org/resource/Montenegro"
"Момир Булатовић","http://dbpedia.org/resource/Momir_Bulatović","Democratic Party of Socialists of Montenegro","http://dbpedia.org/resource/Democratic_Party_of_Socialists_of_Montenegro","Montenegroo","http://dbpedia.org/resource/Montenegro"
"Radoje Kontić","http://dbpedia.org/resource/Radoje_Kontić","Democratic Party of Socialists of Montenegro","http://dbpedia.org/resource/Democratic_Party_of_Socialists_of_Montenegro","Montenegro","http://dbpedia.org/resource/Montenegro"
"Радоје Контић","http://dbpedia.org/resource/Radoje_Kontić","Democratic Party of Socialists of Montenegro","http://dbpedia.org/resource/Democratic_Party_of_Socialists_of_Montenegro","Montenegro","http://dbpedia.org/resource/Montenegro"
"Momir Bulatović","http://dbpedia.org/resource/Momir_Bulatović","Socialist People's Party of Montenegro","http://dbpedia.org/resource/Socialist_People's_Party_of_Montenegro","Montenegro","http://dbpedia.org/resource/Montenegro"
"Момир Булатовић","http://dbpedia.org/resource/Momir_Bulatović","Socialist People's Party of Montenegro","http://dbpedia.org/resource/Socialist_People's_Party_of_Montenegro","Montenegro","http://dbpedia.org/resource/Montenegro"
"Željko Šturanović","http://dbpedia.org/resource/Željko_Šturanović","Democratic Party of Socialists of Montenegro","http://dbpedia.org/resource/Democratic_Party_of_Socialists_of_Montenegro","Monteneggro","http://dbpedia.org/resource/Montenegro"
"Жељко Штурановић","http://dbpedia.org/resource/Željko_Šturanović","Democratic Party of Socialists of Montenegro","http://dbpedia.org/resource/Democratic_Party_of_Socialists_of_Montenegro","Montenegro","http://dbpedia.org/resource/Montenegro"
"Igor Lukšić","http://dbpedia.org/resource/Igor_Lukšić","Democratic Party of Socialists of Montenegro","http://dbpedia.org/resource/Democratic_Party_of_Socialists_of_Montenegro","Montenegro","http://dbpedia.org/resource/Montenegro"
"Vidkun Quisling","http://dbpedia.org/resource/Vidkun_Quisling","Nasjonal Samling","http://dbpedia.org/resource/Nasjonal_Samling","Norway","http://dbpedia.org/resource/Norway"
"Kjell Magne Bondevik","http://dbpedia.org/resource/Kjell_Magne_Bondevik","Christian Democratic Party (Norway)","http://dbpedia.org/resource/Christian_Democratic_Party_(Norway)","Norwayy","http://dbpedia.org/resource/Norway"
"Christian Michelsen","http://dbpedia.org/resource/Christian_Michelsen","Liberal Party (Norway)","http://dbpedia.org/resource/Liberal_Party_(Norway)","Norway","http://dbpedia.org/resource/Norway"
"Johan Ludwig Mowinckel","http://dbpedia.org/resource/Johan_Ludwig_Mowinckel","Liberal Party (Norway)","http://dbpedia.org/resource/Liberal_Party_(Norway)","Norrway","http://dbpedia.org/resource/Norway"
"Jens Hundseid","http://dbpedia.org/resource/Jens_Hundseid","Nasjonal Samling","http://dbpedia.org/resource/Nasjonal_Samling","Norwway","http://dbpedia.org/resource/Norway"
"Wojciech Jaruzelski","http://dbpedia.org/resource/Wojciech_Jaruzelski","Polish Workers' Party","http://dbpedia.org/resource/Polish_Workers'_Party","Poland","http://dbpedia.org/resource/Poland"
"Kost Levytsky","http://dbpedia.org/resource/Kost_Levytsky","Ukrainian National Democratic Alliance","http://dbpedia.org/resource/Ukrainian_National_Democratic_Alliance","Poland","http://dbpedia.org/resource/Poland"
"(Кость Леви́цький)","http://dbpedia.org/resource/Kost_Levytsky","Ukrainian National Democratic Alliance","http://dbpedia.org/resource/Ukrainian_National_Democratic_Alliance","Polandd","http://dbpedia.org/resource/Poland"
"Jan Krzysztof Bielecki","http://dbpedia.org/resource/Jan_Krzysztof_Bielecki","Freedom Union (Poland)","http://dbpedia.org/resource/Freedom_Union_(Poland)","Polandd","http://dbpedia.org/resource/Poland"
"Jan Krzysztof Bielecki","http://dbpedia.org/resource/Jan_Krzysztof_Bielecki","Solidarity Citizens' Committee","http://dbpedia.org/resource/Solidarity_Citizens'_Committee","Polandd","http://dbpedia.org/resource/Poland"
"Hanna Suchocka","http://dbpedia.org/resource/Hanna_Suchocka","Solidarity (Polish trade union)","http://dbpedia.org/resource/Solidarity_(Polish_trade_union)","Poland","http://dbpedia.org/resource/Poland"
"Hanna Suchocka","http://dbpedia.org/resource/Hanna_Suchocka","Freedom Union (Poland)","http://dbpedia.org/resource/Freedom_Union_(Poland)","Polland","http://dbpedia.org/resource/Poland"
"Tadeusz Mazowiecki","http://dbpedia.org/resource/Tadeusz_Mazowiecki","Freedom Union (Poland)","http://dbpedia.org/resource/Freedom_Union_(Poland)","Poland","http://dbpedia.org/resource/Poland"
"Włodzimierz Cimoszewicz","http://dbpedia.org/resource/Włodzimierz_Cimoszewicz","Social Democracy of the Republic of Poland","http://dbpedia.org/resource/Social_Democracy_of_the_Republic_of_Poland","Poland","http://dbpedia.org/resource/Poland"
"Ignacy Daszyński","http://dbpedia.org/resource/Ignacy_Daszyński","Polish Socialist Party","http://dbpedia.org/resource/Polish_Socialist_Party","Polandd","http://dbpedia.org/resource/Poland"
"Artur Śliwiński","http://dbpedia.org/resource/Artur_Śliwiński","Polish Socialist Party","http://dbpedia.org/resource/Polish_Socialist_Party","Polandd","http://dbpedia.org/resource/Poland"
"Edward Osóbka-Morawski","http://dbpedia.org/resource/Edward_Osóbka-Morawski","Polish Socialist Party","http://dbpedia.org/resource/Polish_Socialist_Party","Polandd","http://dbpedia.org/resource/Poland"
"Tadeusz Mazowiecki","http://dbpedia.org/resource/Tadeusz_Mazowiecki","Solidarity Citizens' Committee","http://dbpedia.org/resource/Solidarity_Citizens'_Committee","Polandd","http://dbpedia.org/resource/Poland"
"Hanna Suchocka","http://dbpedia.org/resource/Hanna_Suchocka","Democratic Union (Poland)","http://dbpedia.org/resource/Democratic_Union_(Poland)","Polandd","http://dbpedia.org/resource/Poland"
"Tadeusz Mazowiecki","http://dbpedia.org/resource/Tadeusz_Mazowiecki","Democratic Union (Poland)","http://dbpedia.org/resource/Democratic_Union_(Poland)","Poland","http://dbpedia.org/resource/Poland"
"Józef Piłsudski","http://dbpedia.org/resource/Józef_Piłsudski","Polish Socialist Party","http://dbpedia.org/resource/Polish_Socialist_Party","Polland","http://dbpedia.org/resource/Poland"
"Janusz Jędrzejewicz","http://dbpedia.org/resource/Janusz_Jędrzejewicz","Polish Socialist Party","http://dbpedia.org/resource/Polish_Socialist_Party","Polaand","http://dbpedia.org/resource/Poland"
"Józef Oleksy","http://dbpedia.org/resource/Józef_Oleksy","Social Democracy of the Republic of Poland","http://dbpedia.org/resource/Social_Democracy_of_the_Republic_of_Poland","Poland","http://dbpedia.org/resource/Poland"
"Leszek Miller","http://dbpedia.org/resource/Leszek_Miller","Social Democracy of the Republic of Poland","http://dbpedia.org/resource/Social_Democracy_of_the_Republic_of_Poland","Polandd","http://dbpedia.org/resource/Poland"
"Jerzy Buzek","http://dbpedia.org/resource/Jerzy_Buzek","Solidarity Electoral Action","http://dbpedia.org/resource/Solidarity_Electoral_Action","Polandd","http://dbpedia.org/resource/Poland"
"Donald Tusk","http://dbpedia.org/resource/Donald_Tusk","Freedom Union (Poland)","http://dbpedia.org/resource/Freedom_Union_(Poland)","Polandd","http://dbpedia.org/resource/Poland"
"Władysław Grabski","http://dbpedia.org/resource/Władysław_Grabski","National-Democratic Party (Poland)","http://dbpedia.org/resource/National-Democratic_Party_(Poland)","Pooland","http://dbpedia.org/resource/Poland"
"Jan Olszewski","http://dbpedia.org/resource/Jan_Olszewski","Solidarity Citizens' Committee","http://dbpedia.org/resource/Solidarity_Citizens'_Committee","Polandd","http://dbpedia.org/resource/Poland"
"Władysław Grabski","http://dbpedia.org/resource/Władysław_Grabski","Popular National Union","http://dbpedia.org/resource/Popular_National_Union","Poland","http://dbpedia.org/resource/Poland"
"Stanisław Mikołajczyk","http://dbpedia.org/resource/Stanisław_Mikołajczyk","People's Party (Poland)","http://dbpedia.org/resource/People's_Party_(Poland)","Poland","http://dbpedia.org/resource/Poland"
"Piotr Jaroszewicz","http://dbpedia.org/resource/Piotr_Jaroszewicz","Polish Workers' Party","http://dbpedia.org/resource/Polish_Workers'_Party","Poland","http://dbpedia.org/resource/Poland"
"Ewa Kopacz","http://dbpedia.org/resource/Ewa_Kopacz","Freedom Union (Poland)","http://dbpedia.org/resource/Freedom_Union_(Poland)","Polandd","http://dbpedia.org/resource/Poland"
"Antoni Ponikowski","http://dbpedia.org/resource/Antoni_Ponikowski","Polish Christian Democratic Party","http://dbpedia.org/resource/Polish_Christian_Democratic_Party","Poland","http://dbpedia.org/resource/Poland"
"Antoni Ponikowski","http://dbpedia.org/resource/Antoni_Ponikowski","National-Democratic Party (Poland)","http://dbpedia.org/resource/National-Democratic_Party_(Poland)","Polandd","http://dbpedia.org/resource/Poland"
"Marian Zyndram-Kościałkowski","http://dbpedia.org/resource/Marian_Zyndram-Kościałkowski","Polish People's Party ""Wyzwolenie""","http://dbpedia.org/resource/Polish_People's_Party_%22Wyzwolenie%22","Polandd","http://dbpedia.org/resource/Poland"
"Jędrzej Moraczewski","http://dbpedia.org/resource/Jędrzej_Moraczewski","Polish Socialist Party","http://dbpedia.org/resource/Polish_Socialist_Party","Polandd","http://dbpedia.org/resource/Poland"
"Aleksander Prystor","http://dbpedia.org/resource/Aleksander_Prystor","Polish Socialist Party","http://dbpedia.org/resource/Polish_Socialist_Party","Poland","http://dbpedia.org/resource/Poland"
"Walery Sławek","http://dbpedia.org/resource/Walery_Sławek","Polish Socialist Party","http://dbpedia.org/resource/Polish_Socialist_Party","Poland","http://dbpedia.org/resource/Poland"
"Tomasz Arciszewski","http://dbpedia.org/resource/Tomasz_Arciszewski","Polish Socialist Party","http://dbpedia.org/resource/Polish_Socialist_Party","Poland","http://dbpedia.org/resource/Poland"
"António de Oliveira Salazar","http://dbpedia.org/resource/António_de_Oliveira_Salazar","National Union (Portugal)","http://dbpedia.org/resource/National_Union_(Portugal)","PPortugal","http://dbpedia.org/resource/Portugal"
"José Manuel Barroso","http://dbpedia.org/resource/José_Manuel_Barroso","Portuguese Workers' Communist Party","http://dbpedia.org/resource/Portuguese_Workers'_Communist_Party","Portugall","http://dbpedia.org/resource/Portugal"
"Marcelo Caetano","http://dbpedia.org/resource/Marcelo_Caetano","National Union (Portugal)","http://dbpedia.org/resource/National_Union_(Portugal)","Portugaal","http://dbpedia.org/resource/Portugal"
"Marcello Caetano","http://dbpedia.org/resource/Marcelo_Caetano","National Union (Portugal)","http://dbpedia.org/resource/National_Union_(Portugal)","Portugall","http://dbpedia.org/resource/Portugal"
"Óscar Carmona","http://dbpedia.org/resource/Óscar_Carmona","National Union (Portugal)","http://dbpedia.org/resource/National_Union_(Portugal)","Portugall","http://dbpedia.org/resource/Portugal"
"Petru Groza","http://dbpedia.org/resource/Petru_Groza","Ploughmen's Front","http://dbpedia.org/resource/Ploughmen's_Front","Roomania","http://dbpedia.org/resource/Romania"
"Petru Groza","http://dbpedia.org/resource/Petru_Groza","People's Party (interwar Romania)","http://dbpedia.org/resource/People's_Party_(interwar_Romania)","Romaniaa","http://dbpedia.org/resource/Romania"
"Chivu Stoica","http://dbpedia.org/resource/Chivu_Stoica","Romanian Communist Party","http://dbpedia.org/resource/Romanian_Communist_Party","Romaniaa","http://dbpedia.org/resource/Romania"
"Alexandru Vaida-Voevod","http://dbpedia.org/resource/Alexandru_Vaida-Voevod","National Peasants' Party","http://dbpedia.org/resource/National_Peasants'_Party","Romaniaa","http://dbpedia.org/resource/Romania"
"Alexandru Averescu","http://dbpedia.org/resource/Alexandru_Averescu","People's Party (interwar Romania)","http://dbpedia.org/resource/People's_Party_(interwar_Romania)","Roomania","http://dbpedia.org/resource/Romania"
"Alexandru Marghiloman","http://dbpedia.org/resource/Alexandru_Marghiloman","Conservative Party (Romania, 1880–1918)","http://dbpedia.org/resource/Conservative_Party_(Romania,_1880–1918)","Romania","http://dbpedia.org/resource/Romania"
"Iuliu Maniu","http://dbpedia.org/resource/Iuliu_Maniu","National Peasants' Party","http://dbpedia.org/resource/National_Peasants'_Party","Romania","http://dbpedia.org/resource/Romania"
"Ion Gheorghe Maurer","http://dbpedia.org/resource/Ion_Gheorghe_Maurer","Romanian Communist Party","http://dbpedia.org/resource/Romanian_Communist_Party","Romania","http://dbpedia.org/resource/Romania"
"Constantin Dăscălescu","http://dbpedia.org/resource/Constantin_Dăscălescu","Romanian Communist Party","http://dbpedia.org/resource/Romanian_Communist_Party","Romaniaa","http://dbpedia.org/resource/Romania"
"Gheorghe Mironescu","http://dbpedia.org/resource/Gheorghe_Mironescu","National Peasants' Party","http://dbpedia.org/resource/National_Peasants'_Party","Romaniaa","http://dbpedia.org/resource/Romania"
"Nicolae Iorga","http://dbpedia.org/resource/Nicolae_Iorga","Democratic Nationalist Party (Romania)","http://dbpedia.org/resource/Democratic_Nationalist_Party_(Romania)","Romania","http://dbpedia.org/resource/Romania"
"Armand Călinescu","http://dbpedia.org/resource/Armand_Călinescu","National Peasants' Party","http://dbpedia.org/resource/National_Peasants'_Party","Romania","http://dbpedia.org/resource/Romania"
"Henric Streitman","http://dbpedia.org/resource/Henric_Streitman","People's Party (interwar Romania)","http://dbpedia.org/resource/People's_Party_(interwar_Romania)","Romaniaa","http://dbpedia.org/resource/Romania"
"Henric Ștefan Streitman","http://dbpedia.org/resource/Henric_Streitman","People's Party (interwar Romania)","http://dbpedia.org/resource/People's_Party_(interwar_Romania)","Romaniaa","http://dbpedia.org/resource/Romania"
"Armand Călinescu","http://dbpedia.org/resource/Armand_Călinescu","National Renaissance Front","http://dbpedia.org/resource/National_Renaissance_Front","Romannia","http://dbpedia.org/resource/Romania"
"Manea Mănescu","http://dbpedia.org/resource/Manea_Mănescu","Romanian Communist Party","http://dbpedia.org/resource/Romanian_Communist_Party","Romaniaa","http://dbpedia.org/resource/Romania"
"Ion Gigurtu","http://dbpedia.org/resource/Ion_Gigurtu","People's Party (interwar Romania)","http://dbpedia.org/resource/People's_Party_(interwar_Romania)","Romaniaa","http://dbpedia.org/resource/Romania"
"Octavian Goga","http://dbpedia.org/resource/Octavian_Goga","People's Party (interwar Romania)","http://dbpedia.org/resource/People's_Party_(interwar_Romania)","Romaniaa","http://dbpedia.org/resource/Romania"
"Ion Gigurtu","http://dbpedia.org/resource/Ion_Gigurtu","National Renaissance Front","http://dbpedia.org/resource/National_Renaissance_Front","Romaniia","http://dbpedia.org/resource/Romania"
"Ion Gigurtu","http://dbpedia.org/resource/Ion_Gigurtu","National Christian Party","http://dbpedia.org/resource/National_Christian_Party","Romania","http://dbpedia.org/resource/Romania"
"Octavian Goga","http://dbpedia.org/resource/Octavian_Goga","National Christian Party","http://dbpedia.org/resource/National_Christian_Party","Romania","http://dbpedia.org/resource/Romania"
"Lascăr Catargiu","http://dbpedia.org/resource/Lascăr_Catargiu","Conservative Party (Romania, 1880–1918)","http://dbpedia.org/resource/Conservative_Party_(Romania,_1880–1918)","Romania","http://dbpedia.org/resource/Romania"
"Constantin Argetoianu","http://dbpedia.org/resource/Constantin_Argetoianu","National Renaissance Front","http://dbpedia.org/resource/National_Renaissance_Front","Romannia","http://dbpedia.org/resource/Romania"
"Gheorghe Tătărescu","http://dbpedia.org/resource/Gheorghe_Tătărescu","National Renaissance Front","http://dbpedia.org/resource/National_Renaissance_Front","Romaniaa","http://dbpedia.org/resource/Romania"
"Teohari Georgescu","http://dbpedia.org/resource/Teohari_Georgescu","Romanian Communist Party","http://dbpedia.org/resource/Romanian_Communist_Party","Romania","http://dbpedia.org/resource/Romania"
"Petre P. Carp","http://dbpedia.org/resource/Petre_P._Carp","Conservative Party (Romania, 1880–1918)","http://dbpedia.org/resource/Conservative_Party_(Romania,_1880–1918)","Romaniaa","http://dbpedia.org/resource/Romania"
"(Petrache Carp)","http://dbpedia.org/resource/Petre_P._Carp","Conservative Party (Romania, 1880–1918)","http://dbpedia.org/resource/Conservative_Party_(Romania,_1880–1918)","Romannia","http://dbpedia.org/resource/Romania"
"Vladimir Putin","http://dbpedia.org/resource/Vladimir_Putin","Our Home – Russia","http://dbpedia.org/resource/Our_Home_–_Russia","Russia","http://dbpedia.org/resource/Russia"
"Yevgeny Primakov","http://dbpedia.org/resource/Yevgeny_Primakov","Fatherland – All Russia","http://dbpedia.org/resource/Fatherland_–_All_Russia","Russiaa","http://dbpedia.org/resource/Russia"
"(Евгений Примаков)","http://dbpedia.org/resource/Yevgeny_Primakov","Fatherland – All Russia","http://dbpedia.org/resource/Fatherland_–_All_Russia","Russiaa","http://dbpedia.org/resource/Russia"
"Georgy Lvov","http://dbpedia.org/resource/Georgy_Lvov","Constitutional Democratic Party","http://dbpedia.org/resource/Constitutional_Democratic_Party","Russiaa","http://dbpedia.org/resource/Russia"
"(Георгий Львов)","http://dbpedia.org/resource/Georgy_Lvov","Constitutional Democratic Party","http://dbpedia.org/resource/Constitutional_Democratic_Party","Ruussia","http://dbpedia.org/resource/Russia"
"Sergey Kiriyenko","http://dbpedia.org/resource/Sergey_Kiriyenko","Union of Right Forces","http://dbpedia.org/resource/Union_of_Right_Forces","Russsia","http://dbpedia.org/resource/Russia"
"(Серге́й Кирие́нко)","http://dbpedia.org/resource/Sergey_Kiriyenko","Union of Right Forces","http://dbpedia.org/resource/Union_of_Right_Forces","Russiaa","http://dbpedia.org/resource/Russia"
"Ahmad Matin-Daftari","http://dbpedia.org/resource/Ahmad_Matin-Daftari","Monarchist Party","http://dbpedia.org/resource/Monarchist_Party","Russiaa","http://dbpedia.org/resource/Russia"
"Mikhail Kasyanov","http://dbpedia.org/resource/Mikhail_Kasyanov","People's Freedom Party ""For Russia without Lawlessness and Corruption""","http://dbpedia.org/resource/People's_Freedom_Party_%22For_Russia_without_Lawlessness_and_Corruption%22","Russia","http://dbpedia.org/resource/Russia"
"(Михаил Касьянов)","http://dbpedia.org/resource/Mikhail_Kasyanov","People's Freedom Party ""For Russia without Lawlessness and Corruption""","http://dbpedia.org/resource/People's_Freedom_Party_%22For_Russia_without_Lawlessness_and_Corruption%22","Russia","http://dbpedia.org/resource/Russia"
"Viktor Zubkov","http://dbpedia.org/resource/Viktor_Zubkov","Our Home – Russia","http://dbpedia.org/resource/Our_Home_–_Russia","Russia","http://dbpedia.org/resource/Russia"
"(Ви́ктор Зубко́в)","http://dbpedia.org/resource/Viktor_Zubkov","Our Home – Russia","http://dbpedia.org/resource/Our_Home_–_Russia","Russiaa","http://dbpedia.org/resource/Russia"
"Fedir Lyzohub","http://dbpedia.org/resource/Fedir_Lyzohub","Union of October 17","http://dbpedia.org/resource/Union_of_October_17","Russsia","http://dbpedia.org/resource/Russia"
"Viktor Chernomyrdin","http://dbpedia.org/resource/Viktor_Chernomyrdin","Our Home – Russia","http://dbpedia.org/resource/Our_Home_–_Russia","Russiaa","http://dbpedia.org/resource/Russia"
"Zoran Đinđić","http://dbpedia.org/resource/Zoran_Đinđić","Democratic Party (Serbia)","http://dbpedia.org/resource/Democratic_Party_(Serbia)","Serbiaa","http://dbpedia.org/resource/Serbia"
"Nikola Šainović","http://dbpedia.org/resource/Nikola_Šainović","Socialist Party of Serbia","http://dbpedia.org/resource/Socialist_Party_of_Serbia","Serbiaa","http://dbpedia.org/resource/Serbia"
