"Nickname","Nickname__URI","Team","Team__URI","BirthPlace","BirthPlace__URI"
"Miid Lifee","http://dbpedia.org/resource/Kurt_Thomas_(basketball)","Miami Heat","http://dbpedia.org/resource/Miami_Heat","Dallas, Texas","http://dbpedia.org/resource/Dallas,_Texas"
"Kyriediculoousss","http://dbpedia.org/resource/Kyrie_Irving","Cleveland Cavaliers","http://dbpedia.org/resource/Cleveland_Cavaliers","Melbourne","http://dbpedia.org/resource/Melbourne"
"The Ankletakerr","http://dbpedia.org/resource/Kyrie_Irving","Cleveland Cavaliers","http://dbpedia.org/resource/Cleveland_Cavaliers","Melbourne","http://dbpedia.org/resource/Melbourne"
"Unncle Drewww","http://dbpedia.org/resource/Kyrie_Irving","Cleveland Cavaliers","http://dbpedia.org/resource/Cleveland_Cavaliers","Melbourne","http://dbpedia.org/resource/Melbourne"
"The Candy  Mann","http://dbpedia.org/resource/Lamar_Odom","Los Angeles Clippers","http://dbpedia.org/resource/Los_Angeles_Clippers","Queens","http://dbpedia.org/resource/Queens"
"Born Readyyyy","http://dbpedia.org/resource/Lance_Stephenson","Indiana Pacers","http://dbpedia.org/resource/Indiana_Pacers","Brooklyn","http://dbpedia.org/resource/Brooklyn"
"Larry Legeendd","http://dbpedia.org/resource/Larry_Bird","Boston Celtics","http://dbpedia.org/resource/Boston_Celtics","West Baden Springs","http://dbpedia.org/resource/West_Baden_Springs,_Indiana"
"The Great White Hopeeee","http://dbpedia.org/resource/Larry_Bird","Boston Celtics","http://dbpedia.org/resource/Boston_Celtics","West Baden Springs","http://dbpedia.org/resource/West_Baden_Springs,_Indiana"
"Uncle Larryy","http://dbpedia.org/resource/Larry_Bird","Boston Celtics","http://dbpedia.org/resource/Boston_Celtics","West Baden Springs","http://dbpedia.org/resource/West_Baden_Springs,_Indiana"
"The Hick from French Lickkk","http://dbpedia.org/resource/Larry_Bird","Boston Celtics","http://dbpedia.org/resource/Boston_Celtics","West Baden Springs","http://dbpedia.org/resource/West_Baden_Springs,_Indiana"
"Grandmamaa","http://dbpedia.org/resource/Larry_Johnson_(basketball,_born_1969)","Charlotte Hornets","http://dbpedia.org/resource/Charlotte_Hornets","Tyler, Texas","http://dbpedia.org/resource/Tyler,_Texas"
"LJJJ","http://dbpedia.org/resource/Larry_Johnson_(basketball,_born_1969)","Charlotte Hornets","http://dbpedia.org/resource/Charlotte_Hornets","Tyler, Texas","http://dbpedia.org/resource/Tyler,_Texas"
"Mr. Meann","http://dbpedia.org/resource/Larry_Smith_(basketball)","Golden State Warriors","http://dbpedia.org/resource/Golden_State_Warriors","Rolling Fork, Mississippi","http://dbpedia.org/resource/Rolling_Fork,_Mississippi"
"Spreeeee","http://dbpedia.org/resource/Latrell_Sprewell","Golden State Warriors","http://dbpedia.org/resource/Golden_State_Warriors","Milwaukee","http://dbpedia.org/resource/Milwaukee"
"(The) L-TTrainn","http://dbpedia.org/resource/LeBron_James","Cleveland Cavaliers","http://dbpedia.org/resource/Cleveland_Cavaliers","Akron, Ohio","http://dbpedia.org/resource/Akron,_Ohio"
"BBron Bron","http://dbpedia.org/resource/LeBron_James","Cleveland Cavaliers","http://dbpedia.org/resource/Cleveland_Cavaliers","Akron, Ohio","http://dbpedia.org/resource/Akron,_Ohio"
"King James","http://dbpedia.org/resource/LeBron_James","Cleveland Cavaliers","http://dbpedia.org/resource/Cleveland_Cavaliers","Akron, Ohio","http://dbpedia.org/resource/Akron,_Ohio"
"LLBJJ","http://dbpedia.org/resource/LeBron_James","Cleveland Cavaliers","http://dbpedia.org/resource/Cleveland_Cavaliers","Akron, Ohio","http://dbpedia.org/resource/Akron,_Ohio"
"Thee Akron Hammerr","http://dbpedia.org/resource/LeBron_James","Cleveland Cavaliers","http://dbpedia.org/resource/Cleveland_Cavaliers","Akron, Ohio","http://dbpedia.org/resource/Akron,_Ohio"
"The Chosen Oneee","http://dbpedia.org/resource/LeBron_James","Cleveland Cavaliers","http://dbpedia.org/resource/Cleveland_Cavaliers","Akron, Ohio","http://dbpedia.org/resource/Akron,_Ohio"
"The Kinggg","http://dbpedia.org/resource/LeBron_James","Cleveland Cavaliers","http://dbpedia.org/resource/Cleveland_Cavaliers","Akron, Ohio","http://dbpedia.org/resource/Akron,_Ohio"
"(The) L-Train","http://dbpedia.org/resource/Lionel_Hollins","Portland Trail Blazers","http://dbpedia.org/resource/Portland_Trail_Blazers","Arkansas City, Kansas","http://dbpedia.org/resource/Arkansas_City,_Kansas"
"Sweet Louuu","http://dbpedia.org/resource/Lou_Williams","Los Angeles Clippers","http://dbpedia.org/resource/Los_Angeles_Clippers","Memphis, Tennessee","http://dbpedia.org/resource/Memphis,_Tennessee"
"Moute Kicks Bouute","http://dbpedia.org/resource/Luc_Mbah_a_Moute","Milwaukee Bucks","http://dbpedia.org/resource/Milwaukee_Bucks","Yaoundé","http://dbpedia.org/resource/Yaoundé"
"The PPrinceee","http://dbpedia.org/resource/Luc_Mbah_a_Moute","Milwaukee Bucks","http://dbpedia.org/resource/Milwaukee_Bucks","Yaoundé","http://dbpedia.org/resource/Yaoundé"
"Ice Cream Man","http://dbpedia.org/resource/Luis_Scola","Olimpia Milano","http://dbpedia.org/resource/Pallacanestro_Olimpia_Milano","Buenos Aires","http://dbpedia.org/resource/Buenos_Aires"
"Buckkk","http://dbpedia.org/resource/Magic_Johnson","Los Angeles Lakers","http://dbpedia.org/resource/Los_Angeles_Lakers","Lansing, Michigan","http://dbpedia.org/resource/Lansing,_Michigan"
"EE.J...","http://dbpedia.org/resource/Magic_Johnson","Los Angeles Lakers","http://dbpedia.org/resource/Los_Angeles_Lakers","Lansing, Michigan","http://dbpedia.org/resource/Lansing,_Michigan"
"Maggic","http://dbpedia.org/resource/Magic_Johnson","Los Angeles Lakers","http://dbpedia.org/resource/Los_Angeles_Lakers","Lansing, Michigan","http://dbpedia.org/resource/Lansing,_Michigan"
"El CContusionee","http://dbpedia.org/resource/Manu_Ginóbili","San Antonio Spurs","http://dbpedia.org/resource/San_Antonio_Spurs","Bahía Blanca","http://dbpedia.org/resource/Bahía_Blanca"
"Giinooo","http://dbpedia.org/resource/Manu_Ginóbili","San Antonio Spurs","http://dbpedia.org/resource/San_Antonio_Spurs","Bahía Blanca","http://dbpedia.org/resource/Bahía_Blanca"
"Manudooona","http://dbpedia.org/resource/Manu_Ginóbili","San Antonio Spurs","http://dbpedia.org/resource/San_Antonio_Spurs","Bahía Blanca","http://dbpedia.org/resource/Bahía_Blanca"
"The  Magiciannn","http://dbpedia.org/resource/Manu_Ginóbili","San Antonio Spurs","http://dbpedia.org/resource/San_Antonio_Spurs","Bahía Blanca","http://dbpedia.org/resource/Bahía_Blanca"
"Big SSpain","http://dbpedia.org/resource/Marc_Gasol","Los Angeles Lakers","http://dbpedia.org/resource/Los_Angeles_Lakers","Barcelona","http://dbpedia.org/resource/Barcelona"
"The Big Burritooo","http://dbpedia.org/resource/Marc_Gasol","Los Angeles Lakers","http://dbpedia.org/resource/Los_Angeles_Lakers","Barcelona","http://dbpedia.org/resource/Barcelona"
"Thhe Polish Hammerrr","http://dbpedia.org/resource/Marcin_Gortat","Phoenix Suns","http://dbpedia.org/resource/Phoenix_Suns","Łódź","http://dbpedia.org/resource/Łódź"
"Beliiii","http://dbpedia.org/resource/Marco_Belinelli","San Antonio Spurs","http://dbpedia.org/resource/San_Antonio_Spurs","San Giovanni in Persiceto","http://dbpedia.org/resource/San_Giovanni_in_Persiceto"
"Moookk","http://dbpedia.org/resource/Marcus_Morris_(basketball)","Los Angeles Clippers","http://dbpedia.org/resource/Los_Angeles_Clippers","Philadelphia","http://dbpedia.org/resource/Philadelphia"
"Super Marioooo","http://dbpedia.org/resource/Mario_Hezonja","Orlando Magic","http://dbpedia.org/resource/Orlando_Magic","Dubrovnik","http://dbpedia.org/resource/Dubrovnik"
"Mad Doggg","http://dbpedia.org/resource/Mark_Madsen","Los Angeles Lakers","http://dbpedia.org/resource/Los_Angeles_Lakers","Walnut Creek, California","http://dbpedia.org/resource/Walnut_Creek,_California"
"Mo' Buckeetss","http://dbpedia.org/resource/Marreese_Speights","Orlando Magic","http://dbpedia.org/resource/Orlando_Magic","St. Petersburg, Florida","http://dbpedia.org/resource/St._Petersburg,_Florida"
"Bad Newss","http://dbpedia.org/resource/Marvin_Barnes","Philadelphia 76ers","http://dbpedia.org/resource/Philadelphia_76ers","Providence, Rhode Island","http://dbpedia.org/resource/Providence,_Rhode_Island"
"Delllyy","http://dbpedia.org/resource/Matthew_Dellavedova","Milwaukee Bucks","http://dbpedia.org/resource/Milwaukee_Bucks","Maryborough, Victoria","http://dbpedia.org/resource/Maryborough,_Victoria"
"Big Moo","http://dbpedia.org/resource/Maurice_Stokes","Rochester Royals","http://dbpedia.org/resource/Rochester_Royals","Pittsburgh, Pennsylvania","http://dbpedia.org/resource/Pittsburgh,_Pennsylvania"
"Slatssss","http://dbpedia.org/resource/Max_Zaslofsky","Detroit Pistons","http://dbpedia.org/resource/Detroit_Pistons","Brooklyn","http://dbpedia.org/resource/Brooklyn"
"Meeadowlarrk","http://dbpedia.org/resource/Meadowlark_Lemon","Harlem Globetrotters","http://dbpedia.org/resource/Harlem_Globetrotters","Wilmington, North Carolina","http://dbpedia.org/resource/Wilmington,_North_Carolina"
"Meemoo","http://dbpedia.org/resource/Mehmet_Okur","Detroit Pistons","http://dbpedia.org/resource/Detroit_Pistons","Yalova","http://dbpedia.org/resource/Yalova"
"The Moneymaannn","http://dbpedia.org/resource/Mehmet_Okur","Detroit Pistons","http://dbpedia.org/resource/Detroit_Pistons","Yalova","http://dbpedia.org/resource/Yalova"
"Killlerrr","http://dbpedia.org/resource/Mel_Davis","New York Knicks","http://dbpedia.org/resource/New_York_Knicks","New York City, New York","http://dbpedia.org/resource/New_York_City,_New_York"
"Golden Archesss","http://dbpedia.org/resource/Melvin_Turpin","Washington Bullets","http://dbpedia.org/resource/Washington_Bullets","Lexington, Kentucky","http://dbpedia.org/resource/Lexington,_Kentucky"
"Meyers Legenddd","http://dbpedia.org/resource/Meyers_Leonard","Portland Trail Blazers","http://dbpedia.org/resource/Portland_Trail_Blazers","Woodbrigde","http://dbpedia.org/resource/Woodbridge,_Virginia"
"B--Eaasyy","http://dbpedia.org/resource/Michael_Beasley","Los Angeles Lakers","http://dbpedia.org/resource/Los_Angeles_Lakers","Frederick, Maryland","http://dbpedia.org/resource/Frederick,_Maryland"
"Bigg Mikee","http://dbpedia.org/resource/Michael_Beasley","Los Angeles Lakers","http://dbpedia.org/resource/Los_Angeles_Lakers","Frederick, Maryland","http://dbpedia.org/resource/Frederick,_Maryland"
"Super Cool Beassss","http://dbpedia.org/resource/Michael_Beasley","Los Angeles Lakers","http://dbpedia.org/resource/Los_Angeles_Lakers","Frederick, Maryland","http://dbpedia.org/resource/Frederick,_Maryland"
"Air Jorddann","http://dbpedia.org/resource/Michael_Jordan","Charlotte Hornets","http://dbpedia.org/resource/Charlotte_Hornets","Brooklyn","http://dbpedia.org/resource/Brooklyn"
"His Airnesssss","http://dbpedia.org/resource/Michael_Jordan","Charlotte Hornets","http://dbpedia.org/resource/Charlotte_Hornets","Brooklyn","http://dbpedia.org/resource/Brooklyn"
"MJJJ","http://dbpedia.org/resource/Michael_Jordan","Charlotte Hornets","http://dbpedia.org/resource/Charlotte_Hornets","Brooklyn","http://dbpedia.org/resource/Brooklyn"
"The Black  Cattt","http://dbpedia.org/resource/Michael_Jordan","Charlotte Hornets","http://dbpedia.org/resource/Charlotte_Hornets","Brooklyn","http://dbpedia.org/resource/Brooklyn"
"The G.O.A.TTTT","http://dbpedia.org/resource/Michael_Jordan","Charlotte Hornets","http://dbpedia.org/resource/Charlotte_Hornets","Brooklyn","http://dbpedia.org/resource/Brooklyn"
"MKKGG","http://dbpedia.org/resource/Michael_Kidd-Gilchrist","Dallas Mavericks","http://dbpedia.org/resource/Dallas_Mavericks","Philadelphia","http://dbpedia.org/resource/Philadelphia"
"Kanndi  Mann","http://dbpedia.org/resource/Michael_Olowokandi","Los Angeles Clippers","http://dbpedia.org/resource/Los_Angeles_Clippers","Lagos","http://dbpedia.org/resource/Lagos"
"Ragsss","http://dbpedia.org/resource/Mike_Riordan","New York Knicks","http://dbpedia.org/resource/New_York_Knicks","New York City","http://dbpedia.org/resource/New_York_City"
"The Rockkkk","http://dbpedia.org/resource/Mitch_Richmond","St. John's Red Storm men's basketball","http://dbpedia.org/resource/St._John's_Red_Storm_men's_basketball","Fort Lauderdale, Florida","http://dbpedia.org/resource/Fort_Lauderdale,_Florida"
"Mookieeee","http://dbpedia.org/resource/Mookie_Blaylock","New Jersey Nets","http://dbpedia.org/resource/New_Jersey_Nets","Garland, Texas","http://dbpedia.org/resource/Garland,_Texas"
"Muggsyy","http://dbpedia.org/resource/Muggsy_Bogues","Washington Bullets","http://dbpedia.org/resource/Washington_Bullets","Baltimore, Maryland","http://dbpedia.org/resource/Baltimore,_Maryland"
"Lady Magicc","http://dbpedia.org/resource/Nancy_Lieberman","Phoenix Mercury","http://dbpedia.org/resource/Phoenix_Mercury","Brooklyn","http://dbpedia.org/resource/Brooklyn"
"Tinyyy","http://dbpedia.org/resource/Nate_Archibald","Cincinnati Royals","http://dbpedia.org/resource/Cincinnati_Royals","New York City, New York","http://dbpedia.org/resource/New_York_City,_New_York"
"KKrryptoNate","http://dbpedia.org/resource/Nate_Robinson","Phoenix Suns","http://dbpedia.org/resource/Phoenix_Suns","Seattle, Washington","http://dbpedia.org/resource/Seattle,_Washington"
"Sweetwaterrr","http://dbpedia.org/resource/Nathaniel_Clifton","Chicago Majors,""http://dbpedia.org/resource/Little_Rock,_Arkansas","http://dbpedia.org/resource/Chicago_Majors","Little Rock, Arkansas","http://dbpedia.org/resource/Little_Rock,_Arkansas"
"Nasty  Nicckk","http://dbpedia.org/resource/Nick_Van_Exel","Los Angeles Lakers","http://dbpedia.org/resource/Los_Angeles_Lakers","Kenosha, Wisconsin","http://dbpedia.org/resource/Kenosha,_Wisconsin"
"Nick the Quickkk","http://dbpedia.org/resource/Nick_Van_Exel","Los Angeles Lakers","http://dbpedia.org/resource/Los_Angeles_Lakers","Kenosha, Wisconsin","http://dbpedia.org/resource/Kenosha,_Wisconsin"
"Nick Van Excellenttt","http://dbpedia.org/resource/Nick_Van_Exel","Los Angeles Lakers","http://dbpedia.org/resource/Los_Angeles_Lakers","Kenosha, Wisconsin","http://dbpedia.org/resource/Kenosha,_Wisconsin"
"Bean Burritoo","http://dbpedia.org/resource/Nick_Young_(basketball)","Los Angeles Lakers","http://dbpedia.org/resource/Los_Angeles_Lakers","Los Angeles","http://dbpedia.org/resource/Los_Angeles"
"Swaggy PPP","http://dbpedia.org/resource/Nick_Young_(basketball)","Los Angeles Lakers","http://dbpedia.org/resource/Los_Angeles_Lakers","Los Angeles","http://dbpedia.org/resource/Los_Angeles"
"Unccle PP","http://dbpedia.org/resource/Nick_Young_(basketball)","Los Angeles Lakers","http://dbpedia.org/resource/Los_Angeles_Lakers","Los Angeles","http://dbpedia.org/resource/Los_Angeles"
"Sauce Castillo","http://dbpedia.org/resource/Nik_Stauskas","Cleveland Cavaliers","http://dbpedia.org/resource/Cleveland_Cavaliers","Mississauga","http://dbpedia.org/resource/Mississauga"
"Jokkkerr","http://dbpedia.org/resource/Nikola_Jokić","Denver Nuggets","http://dbpedia.org/resource/Denver_Nuggets","Sombor","http://dbpedia.org/resource/Sombor"
"The Big OOO","http://dbpedia.org/resource/Oscar_Robertson","Cincinnati Royals","http://dbpedia.org/resource/Cincinnati_Royals","Charlotte, Tennessee","http://dbpedia.org/resource/Charlotte,_Tennessee"
"The Disappearring OO","http://dbpedia.org/resource/Oscar_Robertson","Cincinnati Royals","http://dbpedia.org/resource/Cincinnati_Royals","Charlotte, Tennessee","http://dbpedia.org/resource/Charlotte,_Tennessee"
"Hollly Hand","http://dbpedia.org/resource/Oscar_Schmidt","New Jersey Nets","http://dbpedia.org/resource/New_Jersey_Nets","Natal, Rio Grande do Norte","http://dbpedia.org/resource/Natal,_Rio_Grande_do_Norte"
"Mão Santaaaa","http://dbpedia.org/resource/Oscar_Schmidt","New Jersey Nets","http://dbpedia.org/resource/New_Jersey_Nets","Natal, Rio Grande do Norte","http://dbpedia.org/resource/Natal,_Rio_Grande_do_Norte"
"Spicy PP","http://dbpedia.org/resource/Pascal_Siakam","Toronto Raptors","http://dbpedia.org/resource/Toronto_Raptors","Douala","http://dbpedia.org/resource/Douala"
"The Beast of the Easttt","http://dbpedia.org/resource/Patrick_Ewing","New York Knicks","http://dbpedia.org/resource/New_York_Knicks","Kingston, Jamaica","http://dbpedia.org/resource/Kingston,_Jamaica"
"Pitchin' Paulll","http://dbpedia.org/resource/Paul_Arizin","Philadelphia Warriors","http://dbpedia.org/resource/Philadelphia_Warriors","Philadelphia, Pennsylvania","http://dbpedia.org/resource/Philadelphia,_Pennsylvania"
"PGG-133","http://dbpedia.org/resource/Paul_George","Indiana Pacers","http://dbpedia.org/resource/Indiana_Pacers","Palmdale, California","http://dbpedia.org/resource/Palmdale,_California"
"Young Treceeee","http://dbpedia.org/resource/Paul_George","Indiana Pacers","http://dbpedia.org/resource/Indiana_Pacers","Palmdale, California","http://dbpedia.org/resource/Palmdale,_California"
"The Truthhh","http://dbpedia.org/resource/Paul_Pierce","Boston Celtics","http://dbpedia.org/resource/Boston_Celtics","Oakland, California","http://dbpedia.org/resource/Oakland,_California"
"Pejaaaa","http://dbpedia.org/resource/Peja_Stojaković","Sacramento Kings","http://dbpedia.org/resource/Sacramento_Kings","Požega, Croatia","http://dbpedia.org/resource/Požega,_Croatia"
"Pennyyy","http://dbpedia.org/resource/Penny_Hardaway","Golden State Warriors","http://dbpedia.org/resource/Golden_State_Warriors","Memphis, Tennessee","http://dbpedia.org/resource/Memphis,_Tennessee"
"Never  Nervous Pervis","http://dbpedia.org/resource/Pervis_Ellison","Sacramento Kings","http://dbpedia.org/resource/Sacramento_Kings","Savannah, Georgia","http://dbpedia.org/resource/Savannah,_Georgia"
"Out of Service Perrviss","http://dbpedia.org/resource/Pervis_Ellison","Sacramento Kings","http://dbpedia.org/resource/Sacramento_Kings","Savannah, Georgia","http://dbpedia.org/resource/Savannah,_Georgia"
"Pistol Peteee","http://dbpedia.org/resource/Pete_Maravich","Atlanta Hawks","http://dbpedia.org/resource/Atlanta_Hawks","Aliquippa, Pennsylvania","http://dbpedia.org/resource/Aliquippa,_Pennsylvania"
"Poohhh","http://dbpedia.org/resource/Pooh_Richardson","Minnesota Timberwolves","http://dbpedia.org/resource/Minnesota_Timberwolves","Philadelphia","http://dbpedia.org/resource/Philadelphia"
"Popeyeeee","http://dbpedia.org/resource/Popeye_Jones","Houston Rockets","http://dbpedia.org/resource/Houston_Rockets","Dresden, Tennessee","http://dbpedia.org/resource/Dresden,_Tennessee"
"Skip To My Louuuu","http://dbpedia.org/resource/Rafer_Alston","Milwaukee Bucks","http://dbpedia.org/resource/Milwaukee_Bucks","Queens","http://dbpedia.org/resource/Queens"
"Feedeexx","http://dbpedia.org/resource/Rajon_Rondo","Los Angeles Lakers","http://dbpedia.org/resource/Los_Angeles_Lakers","Louisville, Kentucky","http://dbpedia.org/resource/Louisville,_Kentucky"
"Johnnyyyy","http://dbpedia.org/resource/Rajon_Rondo","Los Angeles Lakers","http://dbpedia.org/resource/Los_Angeles_Lakers","Louisville, Kentucky","http://dbpedia.org/resource/Louisville,_Kentucky"
"Swagg","http://dbpedia.org/resource/Rajon_Rondo","Los Angeles Lakers","http://dbpedia.org/resource/Los_Angeles_Lakers","Louisville, Kentucky","http://dbpedia.org/resource/Louisville,_Kentucky"
"Sheedddd","http://dbpedia.org/resource/Rasheed_Wallace","Washington Bullets","http://dbpedia.org/resource/Washington_Bullets","Philadelphia","http://dbpedia.org/resource/Philadelphia"
"Jesus Shuttlesworthhh","http://dbpedia.org/resource/Ray_Allen","Minnesota Timberwolves","http://dbpedia.org/resource/Minnesota_Timberwolves","Merced, California","http://dbpedia.org/resource/Merced,_California"
"Ray  Rayy","http://dbpedia.org/resource/Ray_Allen","Minnesota Timberwolves","http://dbpedia.org/resource/Minnesota_Timberwolves","Merced, California","http://dbpedia.org/resource/Merced,_California"
"Sugar Rayyyy","http://dbpedia.org/resource/Ray_Allen","Minnesota Timberwolves","http://dbpedia.org/resource/Minnesota_Timberwolves","Merced, California","http://dbpedia.org/resource/Merced,_California"
"Reeeed","http://dbpedia.org/resource/Red_Holzman","Atlanta Hawks","http://dbpedia.org/resource/Atlanta_Hawks","Brooklyn","http://dbpedia.org/resource/Brooklyn"
"The Knick Killlerr","http://dbpedia.org/resource/Reggie_Miller","Indiana Pacers","http://dbpedia.org/resource/Indiana_Pacers","Riverside, California","http://dbpedia.org/resource/Riverside,_California"
"Ripppp","http://dbpedia.org/resource/Richard_Hamilton_(basketball)","Washington Wizards","http://dbpedia.org/resource/Washington_Wizards","Coatesville, Pennsylvania","http://dbpedia.org/resource/Coatesville,_Pennsylvania"
"Get Bucketssss","http://dbpedia.org/resource/Ricky_Davis","Charlotte Hornets","http://dbpedia.org/resource/Charlotte_Hornets","Las Vegas","http://dbpedia.org/resource/Las_Vegas"
"Grits 'N Gravyyy","http://dbpedia.org/resource/Ricky_Davis","Charlotte Hornets","http://dbpedia.org/resource/Charlotte_Hornets","Las Vegas","http://dbpedia.org/resource/Las_Vegas"
"Ricky Bucketsss","http://dbpedia.org/resource/Ricky_Davis","Charlotte Hornets","http://dbpedia.org/resource/Charlotte_Hornets","Las Vegas","http://dbpedia.org/resource/Las_Vegas"
"Wrong Rim Rickyyyy","http://dbpedia.org/resource/Ricky_Davis","Charlotte Hornets","http://dbpedia.org/resource/Charlotte_Hornets","Las Vegas","http://dbpedia.org/resource/Las_Vegas"
"Big Paper Daddyy","http://dbpedia.org/resource/Ricky_Pierce","Detroit Pistons","http://dbpedia.org/resource/Detroit_Pistons","Dallas, Texas","http://dbpedia.org/resource/Dallas,_Texas"
"The Dunkin' Dutchmannn","http://dbpedia.org/resource/Rik_Smits","Indiana Pacers","http://dbpedia.org/resource/Indiana_Pacers","Eindhoven","http://dbpedia.org/resource/Eindhoven"
"The Flying Dutchman","http://dbpedia.org/resource/Rik_Smits","Indiana Pacers","http://dbpedia.org/resource/Indiana_Pacers","Eindhoven","http://dbpedia.org/resource/Eindhoven"
"Big Shhot Bobb","http://dbpedia.org/resource/Robert_Horry","Houston Rockets","http://dbpedia.org/resource/Houston_Rockets","Harford County, Maryland","http://dbpedia.org/resource/Harford_County,_Maryland"
"Big Shot Robbb","http://dbpedia.org/resource/Robert_Horry","Houston Rockets","http://dbpedia.org/resource/Houston_Rockets","Harford County, Maryland","http://dbpedia.org/resource/Harford_County,_Maryland"
"The Chieffff","http://dbpedia.org/resource/Robert_Parish","Golden State Warriors","http://dbpedia.org/resource/Golden_State_Warriors","Shreveport, Louisiana","http://dbpedia.org/resource/Shreveport,_Louisiana"
"Tractor Trraylorr","http://dbpedia.org/resource/Robert_Traylor","Dallas Mavericks","http://dbpedia.org/resource/Dallas_Mavericks","Michigan","http://dbpedia.org/resource/Michigan"
"RRoLoo","http://dbpedia.org/resource/Robin_Lopez","Milwaukee Bucks","http://dbpedia.org/resource/Milwaukee_Bucks","North Hollywood, Los Angeles","http://dbpedia.org/resource/North_Hollywood,_Los_Angeles"
"The Kobe Stopperr","http://dbpedia.org/resource/Ruben_Patterson","Los Angeles Lakers","http://dbpedia.org/resource/Los_Angeles_Lakers","Cleveland, Ohio","http://dbpedia.org/resource/Cleveland,_Ohio"
"The Stiflle Tower","http://dbpedia.org/resource/Rudy_Gobert","Utah Jazz","http://dbpedia.org/resource/Utah_Jazz","Saint-Quentin, Aisne","http://dbpedia.org/resource/Saint-Quentin,_Aisne"
"Saam I AAmm","http://dbpedia.org/resource/Sam_Cassell","Houston Rockets","http://dbpedia.org/resource/Houston_Rockets","Baltimore","http://dbpedia.org/resource/Baltimore"
"TThe Space-mann","http://dbpedia.org/resource/Sam_Cassell","Houston Rockets","http://dbpedia.org/resource/Houston_Rockets","Baltimore","http://dbpedia.org/resource/Baltimore"
"Sad Samm","http://dbpedia.org/resource/Sam_Jones_(basketball)","Boston Celtics","http://dbpedia.org/resource/Boston_Celtics","Wilmington, North Carolina","http://dbpedia.org/resource/Wilmington,_North_Carolina"
"Big  Smootth","http://dbpedia.org/resource/Sam_Perkins","Dallas Mavericks","http://dbpedia.org/resource/Dallas_Mavericks","Brooklyn, New York","http://dbpedia.org/resource/Brooklyn,_New_York"
"Sleepyy Sam","http://dbpedia.org/resource/Sam_Perkins","Dallas Mavericks","http://dbpedia.org/resource/Dallas_Mavericks","Brooklyn, New York","http://dbpedia.org/resource/Brooklyn,_New_York"
"SSatchh","http://dbpedia.org/resource/Satch_Sanders","Boston Celtics","http://dbpedia.org/resource/Boston_Celtics","New York City","http://dbpedia.org/resource/New_York_City"
"Satch  Sandersss","http://dbpedia.org/resource/Satch_Sanders","Boston Celtics","http://dbpedia.org/resource/Boston_Celtics","New York City","http://dbpedia.org/resource/New_York_City"
"The Thiefff","http://dbpedia.org/resource/Sedale_Threatt","Philadelphia 76ers","http://dbpedia.org/resource/Philadelphia_76ers","Atlanta, Georgia","http://dbpedia.org/resource/Atlanta,_Georgia"
"Air Congooo","http://dbpedia.org/resource/Serge_Ibaka","Seattle SuperSonics","http://dbpedia.org/resource/Seattle_SuperSonics","Brazzaville","http://dbpedia.org/resource/Brazzaville"
"I-block---aa","http://dbpedia.org/resource/Serge_Ibaka","Seattle SuperSonics","http://dbpedia.org/resource/Seattle_SuperSonics","Brazzaville","http://dbpedia.org/resource/Brazzaville"
"Serge Prottectorr","http://dbpedia.org/resource/Serge_Ibaka","Seattle SuperSonics","http://dbpedia.org/resource/Seattle_SuperSonics","Brazzaville","http://dbpedia.org/resource/Brazzaville"
"El Chachoooo","http://dbpedia.org/resource/Sergio_Rodríguez","Phoenix Suns","http://dbpedia.org/resource/Phoenix_Suns","San Cristóbal de La Laguna","http://dbpedia.org/resource/San_Cristóbal_de_La_Laguna"
"Big Shamrockkk","http://dbpedia.org/resource/Shaquille_O'Neal","Orlando Magic","http://dbpedia.org/resource/Orlando_Magic","Newark, New Jersey","http://dbpedia.org/resource/Newark,_New_Jersey"
"Dieeselll","http://dbpedia.org/resource/Shaquille_O'Neal","Orlando Magic","http://dbpedia.org/resource/Orlando_Magic","Newark, New Jersey","http://dbpedia.org/resource/Newark,_New_Jersey"
"MDEEE","http://dbpedia.org/resource/Shaquille_O'Neal","Orlando Magic","http://dbpedia.org/resource/Orlando_Magic","Newark, New Jersey","http://dbpedia.org/resource/Newark,_New_Jersey"
"O''Nealoviccc","http://dbpedia.org/resource/Shaquille_O'Neal","Orlando Magic","http://dbpedia.org/resource/Orlando_Magic","Newark, New Jersey","http://dbpedia.org/resource/Newark,_New_Jersey"
"Saškuilleee","http://dbpedia.org/resource/Shaquille_O'Neal","Orlando Magic","http://dbpedia.org/resource/Orlando_Magic","Newark, New Jersey","http://dbpedia.org/resource/Newark,_New_Jersey"
"Shaqqqq","http://dbpedia.org/resource/Shaquille_O'Neal","Orlando Magic","http://dbpedia.org/resource/Orlando_Magic","Newark, New Jersey","http://dbpedia.org/resource/Newark,_New_Jersey"
"Shaq Attaackk","http://dbpedia.org/resource/Shaquille_O'Neal","Orlando Magic","http://dbpedia.org/resource/Orlando_Magic","Newark, New Jersey","http://dbpedia.org/resource/Newark,_New_Jersey"
"SShaq Daddy","http://dbpedia.org/resource/Shaquille_O'Neal","Orlando Magic","http://dbpedia.org/resource/Orlando_Magic","Newark, New Jersey","http://dbpedia.org/resource/Newark,_New_Jersey"
