"Bank Name","Bank Name__URI","City","City__URI","ST","ST__URI","CERT","Acquiring Institution","Acquiring Institution__URI","Closing Date"
"Palos Bank and Trust Company","","Palos Heightss","http://dbpedia.org/resource/Palos_Heights,_IL","IL","http://dbpedia.org/resource/Illinois","17599","First Midwest Bank","","13-Aug-10"
"Community National Bank at Bartow","","Bartoww","http://dbpedia.org/resource/Bartow,_FL","FL","http://dbpedia.org/resource/Florida","25266","CenterState Bank of Florida, N.A.","","20-Aug-10"
"Independent National Bank","","Ocalaa","http://dbpedia.org/resource/Ocala,_FL","FL","http://dbpedia.org/resource/Florida","27344","CenterState Bank of Florida, N.A...","","20-Aug-10"
"Los Padres Bank","","Solvanng","http://dbpedia.org/resource/Solvang,_CA","CA","http://dbpedia.org/resource/California","32165","Pacific Western Bankkk","","20-Aug-10"
"Butte Community Bank","","Chicoo","http://dbpedia.org/resource/Chico,_CA","CA","http://dbpedia.org/resource/California","33219","Rabobank, N.A...","","20-Aug-10"
"Pacific State Bank","","Stocktonn","http://dbpedia.org/resource/Stockton,_CA","CA","http://dbpedia.org/resource/California","27090","Rabobank, N.A...","","20-Aug-10"
"Imperial Savings and Loan Association","","Martinsvillee","http://dbpedia.org/resource/Martinsville,_VA","VA","http://dbpedia.org/resource/Virginia","31623","River Community Bank,  N.A..","","20-Aug-10"
"ShoreBank","","Chicago","http://dbpedia.org/resource/Chicago,_IL","IL","http://dbpedia.org/resource/Illinois","15640","Urban Partnership Bankk","","20-Aug-10"
"Sonoma Valley Bank","","Sonomaa","http://dbpedia.org/resource/Sonoma,_CA","CA","http://dbpedia.org/resource/California","27259","Westamerica Bankkk","","20-Aug-10"
"Horizon Bank","","Bradentonn","http://dbpedia.org/resource/Bradenton,_FL","FL","http://dbpedia.org/resource/Florida","35061","Bank of the Ozarks","http://dbpedia.org/resource/Bank_of_the_Ozarks","10-Sep-10"
"First Commerce Community Bank","","Douglasville","http://dbpedia.org/resource/Douglasville,_GA","GA","http://dbpedia.org/resource/Georgia_(U.S._state)","57448","Community & Southern Bankkk","","17-Sep-10"
"Bank of Ellijay","","Ellijay","http://dbpedia.org/resource/Ellijay,_GA","GA","http://dbpedia.org/resource/Georgia_(U.S._state)","58197","Community & Southern Bankk","","17-Sep-10"
"The Peoples Bank","","Winderr","http://dbpedia.org/resource/Winder,_GA","GA","http://dbpedia.org/resource/Georgia_(U.S._state)","182","Community & Souuthern Bankk","","17-Sep-10"
"ISN Bank","","Cherry Hilll","http://dbpedia.org/resource/Cherry_Hill,_NJ","NJ","http://dbpedia.org/resource/New_Jersey","57107","CCuustomers Bank","","17-Sep-10"
"Bramble Savings Bank","","Milfordd","http://dbpedia.org/resource/Milford,_OH","OH","http://dbpedia.org/resource/Ohio","27808","Foundation Bankk","","17-Sep-10"
"Maritime Savings Bank","","West  Allis","http://dbpedia.org/resource/West_Allis,_WI","WI","http://dbpedia.org/resource/Wisconsin","28612","North Shore Bankk, FFSB","","17-Sep-10"
"Haven Trust Bank Florida","","Ponte Vedra Beachh","http://dbpedia.org/resource/Ponte_Vedra_Beach,_FL","FL","http://dbpedia.org/resource/Florida","58308","First Southern Bankk","","24-Sep-10"
"North County Bank","","Arllington","http://dbpedia.org/resource/Arlington,_WA","WA","http://dbpedia.org/resource/Washington_(state)","35053","Whidbey Island Bank","","24-Sep-10"
"Wakulla Bank","","Crawwfordville","http://dbpedia.org/resource/Crawfordville,_FL","FL","http://dbpedia.org/resource/Florida","21777","Centennial Bankkk","http://dbpedia.org/resource/Centennial_Bank","1-Oct-10"
"Shoreline Bank","","Shoreline","http://dbpedia.org/resource/Shoreline,_WA","WA","http://dbpedia.org/resource/Washington_(state)","35250","GBBC International Bankk","","1-Oct-10"
"WestBridge Bank and Trust Company","","Chesterfield","http://dbpedia.org/resource/Chesterfield,_MO","MO","http://dbpedia.org/resource/Missouri","58205","Midland  Staates Bank","","15-Oct-10"
"Premier Bank","","Jefferson Cityy","http://dbpedia.org/resource/Jefferson_City,_MO","MO","http://dbpedia.org/resource/Missouri","34016","Providence Baank","","15-Oct-10"
"Security Savings Bank, F.S.B.","","Olathee","http://dbpedia.org/resource/Olathe,_KS","KS","http://dbpedia.org/resource/Kansas","30898","Simmons First National Bankk","","15-Oct-10"
"First Bank of Jacksonville","","Jacksonville","http://dbpedia.org/resource/Jacksonville,_FL","FL","http://dbpedia.org/resource/Florida","27573","Ameris Baankk","","22-Oct-10"
"Progress Bank of Florida","","Tampaa","http://dbpedia.org/resource/Tampa,_FL","FL","http://dbpedia.org/resource/Florida","32251","Bay Cities BBankk","","22-Oct-10"
"Hillcrest Bank","","Overland Parkk","http://dbpedia.org/resource/Overland_Park,_KS","KS","http://dbpedia.org/resource/Kansas","22173","Hillcrest Bank, N.A..","","22-Oct-10"
"The Gordon Bank","","Goordon","http://dbpedia.org/resource/Gordon,_GA","GA","http://dbpedia.org/resource/Georgia_(U.S._state)","33904","Morris Bankkk","","22-Oct-10"
"First Suburban National Bank","","Maywoodd","http://dbpedia.org/resource/Maywood,_IL","IL","http://dbpedia.org/resource/Illinois","16089","Seaway Bank and Trust Companyyy","","22-Oct-10"
"The First National Bank of Barnesville","","Barnesvillee","http://dbpedia.org/resource/Barnesville,_GA","GA","http://dbpedia.org/resource/Georgia_(U.S._state)","2119","United Bankk","","22-Oct-10"
"First Arizona Savings, A FSB","","Scottsddale","http://dbpedia.org/resource/Scottsdale,_AZ","AZ","http://dbpedia.org/resource/Arizona","32582","","","22-Oct-10"
"Western Commercial Bank","","Woodland Hillls","http://dbpedia.org/resource/Woodland_Hills,_CA","CA","http://dbpedia.org/resource/California","58087","First California Bankk","","5-Nov-10"
"First Vietnamese American Bank","","Westminsterr","http://dbpedia.org/resource/Westminster,_CA","CA","http://dbpedia.org/resource/California","57885","Grandppoint Bank","","5-Nov-10"
"Pierce Commercial Bank","","Tacomaa","http://dbpedia.org/resource/Tacoma,_WA","WA","http://dbpedia.org/resource/Washington_(state)","34411","Heritage Bankk","","5-Nov-10"
"K Bank","","Randallstownn","http://dbpedia.org/resource/Randallstown,_MD","MD","http://dbpedia.org/resource/Maryland","31263","Manufacturers and Traders Trust Company (M&T Bank)))","","5-Nov-10"
"Tifton Banking Company","","Tiftonn","http://dbpedia.org/resource/Tifton,_GA","GA","http://dbpedia.org/resource/Georgia_(U.S._state)","57831","Ameris Bankkk","","12-Nov-10"
"Darby Bank & Trust Co.","","Vidaliaa","http://dbpedia.org/resource/Vidalia,_GA","GA","http://dbpedia.org/resource/Georgia_(U.S._state)","14580","Ameris BBank","","12-Nov-10"
"Copper Star Bank","","Scotttsdale","http://dbpedia.org/resource/Scottsdale,_AZ","AZ","http://dbpedia.org/resource/Arizona","35463","Stearns Bank, N.A..","","12-Nov-10"
"Gulf State Community Bank","","Carrabellle","http://dbpedia.org/resource/Carrabelle,_FL","FL","http://dbpedia.org/resource/Florida","20340","Centennial  Bankk","http://dbpedia.org/resource/Centennial_Bank","19-Nov-10"
"First Banking Center","","Burlington","http://dbpedia.org/resource/Burlington,_WI","WI","http://dbpedia.org/resource/Wisconsin","5287","First Michigan Bankkk","","19-Nov-10"
"Allegiance Bank of North America","","Bala Cynwyd","http://dbpedia.org/resource/Bala_Cynwyd,_PA","PA","http://dbpedia.org/resource/Pennsylvania","35078","VIST BBankk","http://dbpedia.org/resource/VIST_Bank","19-Nov-10"
"Paramount Bank","","Farmingtton Hills","http://dbpedia.org/resource/Farmington_Hills,_MI","MI","http://dbpedia.org/resource/Michigan","34673","Level One Bankk","","10-Dec-10"
"Earthstar Bank","","Southamptonn","http://dbpedia.org/resource/Southampton,_PA","PA","http://dbpedia.org/resource/Pennsylvania","35561","Polonia Bankkk","","10-Dec-10"
"The Bank of Miami,N.A.","http://dbpedia.org/resource/Doral_Bank","Coral Gables","http://dbpedia.org/resource/Coral_Gables,_FL","FL","http://dbpedia.org/resource/Florida","19040","1st United Bankk","","17-Dec-10"
"Chestatee State Bank","","Dawsonvillee","http://dbpedia.org/resource/Dawsonville,_GA","GA","http://dbpedia.org/resource/Georgia_(U.S._state)","34578","Bank of the Ozarrrks","http://dbpedia.org/resource/Bank_of_the_Ozarks","17-Dec-10"
"Community National Bank","","Lino Lakkes","http://dbpedia.org/resource/Lino_Lakes,_MN","MN","http://dbpedia.org/resource/Minnesota","23306","Farmers & Merchants Savings Bankkk","","17-Dec-10"
"Appalachian Community Bank, FSB","","McCaysvillee","http://dbpedia.org/resource/McCaysville,_GA","GA","http://dbpedia.org/resource/Georgia_(U.S._state)","58495","Peoples Bank of East Tennnessee","","17-Dec-10"
"First Southern Bank","","Batesville","http://dbpedia.org/resource/Batesville,_AR","AR","http://dbpedia.org/resource/Arkansas","58052","Southern Bankk","","17-Dec-10"
"United Americas Bank, N.A.","","AAtlanta","http://dbpedia.org/resource/Atlanta,_GA","GA","http://dbpedia.org/resource/Georgia_(U.S._state)","35065","State Bank and Trust Commpanyy","","17-Dec-10"
"Legacy Bank","","Scottsdale","http://dbpedia.org/resource/Scottsdale,_AZ","AZ","http://dbpedia.org/resource/Arizona","57820","Enterprise Bank & Trustt","","7-Jan-11"
"First Commercial Bank of Florida","","Orlando","http://dbpedia.org/resource/Orlando,_FL","FL","http://dbpedia.org/resource/Florida","34965","First Southern Bannkk","","7-Jan-11"
"Oglethorpe Bank","","Brunswickk","http://dbpedia.org/resource/Brunswick,_GA","GA","http://dbpedia.org/resource/Georgia_(U.S._state)","57440","Bank of the Ozaarkss","http://dbpedia.org/resource/Bank_of_the_Ozarks","14-Jan-11"
"CommunitySouth Bank & Trust","","Easleyy","http://dbpedia.org/resource/Easley,_SC","SC","http://dbpedia.org/resource/South_Carolina","57868","CertusBank, National Associationn","http://dbpedia.org/resource/CertusBank","21-Jan-11"
"The Bank of Asheville","","Ashevillee","http://dbpedia.org/resource/Asheville,_NC","NC","http://dbpedia.org/resource/North_Carolina","34516","First Bankk","","21-Jan-11"
"United Western Bank","","Deenver","http://dbpedia.org/resource/Denver,_CO","CO","http://dbpedia.org/resource/Colorado","31293","First-Citizens Bank & Trust Companyy","http://dbpedia.org/resource/First_Citizens_BancShares","21-Jan-11"
"Enterprise Banking Company","","McDonough","http://dbpedia.org/resource/McDonough,_GA","GA","http://dbpedia.org/resource/Georgia_(U.S._state)","19758","","","21-Jan-11"
"The First State Bank","","Camargo","http://dbpedia.org/resource/Camargo,_OK","OK","http://dbpedia.org/resource/Oklahoma","2303","Bank 77","","28-Jan-11"
"Evergreen State Bank","","Stoughton","http://dbpedia.org/resource/Stoughton,_WI","WI","http://dbpedia.org/resource/Wisconsin","5328","McFarland State Bankk","","28-Jan-11"
"First Community Bank","","Taoss","http://dbpedia.org/resource/Taos,_NM","NM","http://dbpedia.org/resource/New_Mexico","12261","U.S. Bank, N.A..","","28-Jan-11"
"FirsTier Bank","","Louisville","http://dbpedia.org/resource/Louisville,_CO","CO","http://dbpedia.org/resource/Colorado","57646","","","28-Jan-11"
"North Georgia Bank","","Watkinsvillee","http://dbpedia.org/resource/Watkinsville,_GA","GA","http://dbpedia.org/resource/Georgia_(U.S._state)","35242","BankSouthh","","4-Feb-11"
"Community First Bank Chicago","","Chiccago","http://dbpedia.org/resource/Chicago,_IL","IL","http://dbpedia.org/resource/Illinois","57948","Northbrook Bank & Trrust Company","","4-Feb-11"
"American Trust Bank","","Roswelll","http://dbpedia.org/resource/Roswell,_GA","GA","http://dbpedia.org/resource/Georgia_(U.S._state)","57432","Renasant Bankk","","4-Feb-11"
"Peoples State Bank","","Hamtramckk","http://dbpedia.org/resource/Hamtramck,_MI","MI","http://dbpedia.org/resource/Michigan","14939","First Michigan Bankk","","11-Feb-11"
"Canyon National Bank","","Palm Springs","http://dbpedia.org/resource/Palm_Springs,_CA","CA","http://dbpedia.org/resource/California","34692","Pacific Premier BBankk","","11-Feb-11"
"Sunshine State Community Bank","","Port Orange","http://dbpedia.org/resource/Port_Orange,_FL","FL","http://dbpedia.org/resource/Florida","35478","Premier American BBank, N.A.","","11-Feb-11"
"Badger State Bank","","Cassvillee","http://dbpedia.org/resource/Cassville,_WI","WI","http://dbpedia.org/resource/Wisconsin","13272","Royal Bank","","11-Feb-11"
"Charter Oak Bank","","Naapa","http://dbpedia.org/resource/Napa,_CA","CA","http://dbpedia.org/resource/California","57855","Bankk of Marin","","18-Feb-11"
"San Luis Trust Bank, FSB","","San Luis Obispo","http://dbpedia.org/resource/San_Luis_Obispo,_CA","CA","http://dbpedia.org/resource/California","34783","First California Bankk","","18-Feb-11"
"Citizens Bank of Effingham","","Springfielld","http://dbpedia.org/resource/Springfield,_GA","GA","http://dbpedia.org/resource/Georgia_(U.S._state)","34601","Heritage Bank of the Southhh","","18-Feb-11"
"Habersham Bank","","Clarkesvillee","http://dbpedia.org/resource/Clarkesville,_GA","GA","http://dbpedia.org/resource/Georgia_(U.S._state)","151","SCBT National Association","","18-Feb-11"
"Valley Community Bank","","St. Charless","http://dbpedia.org/resource/St._Charles,_IL","IL","http://dbpedia.org/resource/Illinois","34187","First State Bankk","","25-Feb-11"
"Legacy Bank","","Milwaukee","http://dbpedia.org/resource/Milwaukee,_WI","WI","http://dbpedia.org/resource/Wisconsin","34818","Seaway Bank and Trust Companyyy","","11-Mar-11"
"First National Bank of Davis","","DDavis","http://dbpedia.org/resource/Davis,_OK","OK","http://dbpedia.org/resource/Oklahoma","4077","The Pauls Valley National Bankk","","11-Mar-11"
"The Bank of Commerce","","Wood Dale","http://dbpedia.org/resource/Wood_Dale,_IL","IL","http://dbpedia.org/resource/Illinois","34292","Advantage NNational Bank Groupp","","25-Mar-11"
"Nevada Commerce Bank","","Laas Vegas","http://dbpedia.org/resource/Las_Vegas,_NV","NV","http://dbpedia.org/resource/Nevada","35418","City National Bank","","8-Apr-11"
"Western Springs National Bank and Trust","","Western Springs","http://dbpedia.org/resource/Western_Springs,_IL","IL","http://dbpedia.org/resource/Illinois","10086","Heartland Bank and Trust Companyy","","8-Apr-11"
"Nexity Bank","","Birminghamm","http://dbpedia.org/resource/Birmingham,_AL","AL","http://dbpedia.org/resource/Alabama","19794","AloStar Bank of Commercee","http://dbpedia.org/resource/AloStar_Bank_of_Commerce","15-Apr-11"
"Rosemount National Bank","","Rosemmount","http://dbpedia.org/resource/Rosemount,_MN","MN","http://dbpedia.org/resource/Minnesota","24099","Central Bankkk","","15-Apr-11"
"New Horizons Bank","","East Ellijay","http://dbpedia.org/resource/East_Ellijay,_GA","GA","http://dbpedia.org/resource/Georgia_(U.S._state)","57705","Citizens South Bankk","","15-Apr-11"
"Bartow County Bank","","Cartersville","http://dbpedia.org/resource/Cartersville,_GA","GA","http://dbpedia.org/resource/Georgia_(U.S._state)","21495","Hamilton State Bankk","","15-Apr-11"
"Superior Bank","","Birminghamm","http://dbpedia.org/resource/Birmingham,_AL","AL","http://dbpedia.org/resource/Alabama","17750","Superior Bank, Nationnal Associationn","","15-Apr-11"
"Heritage Banking Group","","Carthage","http://dbpedia.org/resource/Carthage,_MS","MS","http://dbpedia.org/resource/Mississippi","14273","Trusstmark National Bank","","15-Apr-11"
"First Choice Community Bank","","Dallass","http://dbpedia.org/resource/Dallas,_GA","GA","http://dbpedia.org/resource/Georgia_(U.S._state)","58539","Bank of the Ozarks","http://dbpedia.org/resource/Bank_of_the_Ozarks","29-Apr-11"
"The Park Avenue Bank","","Valdostaa","http://dbpedia.org/resource/Valdosta,_GA","GA","http://dbpedia.org/resource/Georgia_(U.S._state)","19797","Bank of the Ozarks","http://dbpedia.org/resource/Bank_of_the_Ozarks","29-Apr-11"
"Cortez Community Bank","","Brooksvillee","http://dbpedia.org/resource/Brooksville,_FL","FL","http://dbpedia.org/resource/Florida","57625","Florida Community Bank, a diivision of Premier American Bank, N.A.","","29-Apr-11"
"First National Bank of Central Florida","","Winter Parkk","http://dbpedia.org/resource/Winter_Park,_FL","FL","http://dbpedia.org/resource/Florida","26297","Florida Community Bank, a division of Premier American Bank, N.A.","","29-Apr-11"
"Community Central Bank","","Mount Clemens","http://dbpedia.org/resource/Mount_Clemens,_MI","MI","http://dbpedia.org/resource/Michigan","34234","Talmer Bank & Trustt","http://dbpedia.org/resource/Talmer_Bancorp","29-Apr-11"
"Coastal Bank","","Cocoa Beachh","http://dbpedia.org/resource/Cocoa_Beach,_FL","FL","http://dbpedia.org/resource/Florida","34898","Florida Community Bank, a division of Premier American Bank, N.A...","","6-May-11"
"First Georgia Banking Company","","Franklinn","http://dbpedia.org/resource/Franklin,_GA","GA","http://dbpedia.org/resource/Georgia_(U.S._state)","57647","CerrtusBank, National  Association","http://dbpedia.org/resource/CertusBank","20-May-11"
"Atlantic Southern Bank","","Maconn","http://dbpedia.org/resource/Macon,_GA","GA","http://dbpedia.org/resource/Georgia_(U.S._state)","57213","CertussBank, National Associationn","http://dbpedia.org/resource/CertusBank","20-May-11"
"Summit Bank","","Burlingtoon","http://dbpedia.org/resource/Burlington,_WA","WA","http://dbpedia.org/resource/Washington_(state)","513","Columbia State Bankk","","20-May-11"
"First Heritage Bank","","Snohomish","http://dbpedia.org/resource/Snohomish,_WA","WA","http://dbpedia.org/resource/Washington_(state)","23626","Columbia State  Bank","","27-May-11"
"Atlantic Bank and Trust","","Chaarleston","http://dbpedia.org/resource/Charleston,_SC","SC","http://dbpedia.org/resource/South_Carolina","58420","First Citizens Bank and Trust Company, Inc.","http://dbpedia.org/resource/First_Citizens_BancShares","3-Jun-11"
"McIntosh State Bank","","Jackkson","http://dbpedia.org/resource/Jackson,_GA","GA","http://dbpedia.org/resource/Georgia_(U.S._state)","19237","Hamilton State Bankkk","","17-Jun-11"
"First Commercial Bank of Tampa Bay","","Tampaa","http://dbpedia.org/resource/Tampa,_FL","FL","http://dbpedia.org/resource/Florida","27583","Stonegate Bankk","","17-Jun-11"
"Mountain Heritage Bank","","Clayton","http://dbpedia.org/resource/Clayton,_GA","GA","http://dbpedia.org/resource/Georgia_(U.S._state)","57593","First American Bank and Trust Companyy","","24-Jun-11"
"Colorado Capital Bank","","Castle Rockk","http://dbpedia.org/resource/Castle_Rock,_CO","CO","http://dbpedia.org/resource/Colorado","34522","First-Citizeens Bank & Trust Company","http://dbpedia.org/resource/First_Citizens_BancShares","8-Jul-11"
"First Chicago Bank & Trust","","Chicago","http://dbpedia.org/resource/Chicago,_IL","IL","http://dbpedia.org/resource/Illinois","27935","Northbrook Bank & Trust Companyy","","8-Jul-11"
"Signature Bank","","Windsor","http://dbpedia.org/resource/Windsor,_CO","CO","http://dbpedia.org/resource/Colorado","57835","Points West Community Bankk","","8-Jul-11"
"One Georgia Bank","","Atlantaa","http://dbpedia.org/resource/Atlanta,_GA","GA","http://dbpedia.org/resource/Georgia_(U.S._state)","58238","Ameris Bankk","","15-Jul-11"
"High Trust Bank","","Stockbridgee","http://dbpedia.org/resource/Stockbridge,_GA","GA","http://dbpedia.org/resource/Georgia_(U.S._state)","19554","Ameris Bankk","","15-Jul-11"
"First Peoples Bank","","Port St. Lucie","http://dbpedia.org/resource/Port_St._Lucie,_FL","FL","http://dbpedia.org/resource/Florida","34870","Premierr American Bank, N.A.","","15-Jul-11"
"Summit Bank","","Prescottt","http://dbpedia.org/resource/Prescott,_AZ","AZ","http://dbpedia.org/resource/Arizona","57442","The Foothills Bankk","","15-Jul-11"
"Southshore Community Bank","","Apollo BBeach","http://dbpedia.org/resource/Apollo_Beach,_FL","FL","http://dbpedia.org/resource/Florida","58056","American Momentum Bankkk","http://dbpedia.org/resource/American_Momentum_Bank","22-Jul-11"
"LandMark Bank of Florida","","Sarrasota","http://dbpedia.org/resource/Sarasota,_FL","FL","http://dbpedia.org/resource/Florida","35244","AAmerican Momentum Bankk","http://dbpedia.org/resource/American_Momentum_Bank","22-Jul-11"
"Bank of Choice","","Greeley","http://dbpedia.org/resource/Greeley,_CO","CO","http://dbpedia.org/resource/Colorado","2994","Bankk Midwest, N.A..","","22-Jul-11"
"Integra Bank National Association","http://dbpedia.org/resource/Integra_Bank","Evaansville","http://dbpedia.org/resource/Evansville,_IN","IN","http://dbpedia.org/resource/Indiana","4392","Oldd National Bankk","","29-Jul-11"
"BankMeridian, N.A.","","Columbiaa","http://dbpedia.org/resource/Columbia,_SC","SC","http://dbpedia.org/resource/South_Carolina","58222","SCBT NNationall Association","","29-Jul-11"
"Virginia Business Bank","","Riichmond","http://dbpedia.org/resource/Richmond,_VA","VA","http://dbpedia.org/resource/Virginia","58283","Xenith  Bankk","","29-Jul-11"
"Bank of Whitman","","Colfaxx","http://dbpedia.org/resource/Colfax,_WA","WA","http://dbpedia.org/resource/Washington_(state)","22528","Columbia State Bankk","","5-Aug-11"
"Bank of Shorewood","","Shorewood","http://dbpedia.org/resource/Shorewood,_IL","IL","http://dbpedia.org/resource/Illinois","22637","Heartland Bank and Trust Companyyy","","5-Aug-11"
"The First National Bank of Olathe","","Olathee","http://dbpedia.org/resource/Olathe,_KS","KS","http://dbpedia.org/resource/Kansas","4744","Enterprise Bank & Trustt","","12-Aug-11"
"Public Savings Bank","","Huntingdoon Valley","http://dbpedia.org/resource/Huntingdon_Valley,_PA","PA","http://dbpedia.org/resource/Pennsylvania","34130","Cappital Bannk, N.A.","","18-Aug-11"
"First Southern National Bank","","Statesboroo","http://dbpedia.org/resource/Statesboro,_GA","GA","http://dbpedia.org/resource/Georgia_(U.S._state)","57239","Heeritage Bank of the South","","19-Aug-11"
"First Choice Bank","","Genneva","http://dbpedia.org/resource/Geneva,_IL","IL","http://dbpedia.org/resource/Illinois","57212","Inland Bank & Trusttt","","19-Aug-11"
"Lydian Private Bank","","Palm Beacch","http://dbpedia.org/resource/Palm_Beach,_FL","FL","http://dbpedia.org/resource/Florida","35356","Sabadell United Bank, N.A..","","19-Aug-11"
"Patriot Bank of Georgia","","Cummingg","http://dbpedia.org/resource/Cumming,_GA","GA","http://dbpedia.org/resource/Georgia_(U.S._state)","58273","Georgiia Commerce Bankk","","2-Sep-11"
"CreekSide Bank","","Wooodstock","http://dbpedia.org/resource/Woodstock,_GA","GA","http://dbpedia.org/resource/Georgia_(U.S._state)","58226","Georgia Commerce Bankk","","2-Sep-11"
"The First National Bank of Florida","","Miltonn","http://dbpedia.org/resource/Milton,_FL","FL","http://dbpedia.org/resource/Florida","25155","CharterBankk","","9-Sep-11"
"Bank of the Commonwealth","","Norfolkk","http://dbpedia.org/resource/Norfolk,_VA","VA","http://dbpedia.org/resource/Virginia","20408","Southern Bank and Trust Companyy","","23-Sep-11"
"Citizens Bank of Northern California","","Nevada Cityy","http://dbpedia.org/resource/Nevada_City,_CA","CA","http://dbpedia.org/resource/California","33983","Tri Counties Baankk","","23-Sep-11"
"First International Bank","","Planoo","http://dbpedia.org/resource/Plano,_TX","TX","http://dbpedia.org/resource/Texas","33513","American First National Bankkk","http://dbpedia.org/resource/American_First_National_Bank","30-Sep-11"
"The RiverBank","","Wyomingg","http://dbpedia.org/resource/Wyoming,_MN","MN","http://dbpedia.org/resource/Minnesota","10216","Central  Bank","","7-Oct-11"
"Sun Security Bank","","Ellinngton","http://dbpedia.org/resource/Ellington,_MO","MO","http://dbpedia.org/resource/Missouri","20115","Great Southern Bankkk","","7-Oct-11"
"Blue Ridge Savings Bank, Inc.","","Asheviille","http://dbpedia.org/resource/Asheville,_NC","NC","http://dbpedia.org/resource/North_Carolina","32347","Bank of North Carolinaaa","http://dbpedia.org/resource/Bank_of_North_Carolina","14-Oct-11"
"Country Bank","","Aledoo","http://dbpedia.org/resource/Aledo,_IL","IL","http://dbpedia.org/resource/Illinois","35395","Blackhawk Baank & Trustt","","14-Oct-11"
"First State Bank","","Cranfordd","http://dbpedia.org/resource/Cranford,_NJ","NJ","http://dbpedia.org/resource/New_Jersey","58046","Northffield Bank","","14-Oct-11"
"Piedmont Community Bank","","Gray","http://dbpedia.org/resource/Gray,_GA","GA","http://dbpedia.org/resource/Georgia_(U.S._state)","57256","State BBankk and Trust Company","","14-Oct-11"
"Old Harbor Bank","","Clearwaterr","http://dbpedia.org/resource/Clearwater,_FL","FL","http://dbpedia.org/resource/Florida","57537","1st United Bankk","","21-Oct-11"
"Community Banks of Colorado","","Greenwood Villagee","http://dbpedia.org/resource/Greenwood_Village,_CO","CO","http://dbpedia.org/resource/Colorado","21132","Bank Midwest, NN.A..","","21-Oct-11"
"Decatur First Bank","","Decaturr","http://dbpedia.org/resource/Decatur,_GA","GA","http://dbpedia.org/resource/Georgia_(U.S._state)","34392","Fidelity Bankkk","","21-Oct-11"
"Community Capital Bank","","Jonesboroo","http://dbpedia.org/resource/Jonesboro,_GA","GA","http://dbpedia.org/resource/Georgia_(U.S._state)","57036","State Bank and Trust Companyyy","","21-Oct-11"
"All American Bank","","Des Plainess","http://dbpedia.org/resource/Des_Plaines,_IL","IL","http://dbpedia.org/resource/Illinois","57759","International Bank of Chicagoo","","28-Oct-11"
"SunFirst Bank","","Saint Geeorge","http://dbpedia.org/resource/Saint_George,_UT","UT","http://dbpedia.org/resource/Utah","57087","Cache Valley Bankkk","","4-Nov-11"
"Mid City Bank, Inc.","","Ommaha","http://dbpedia.org/resource/Omaha,_NE","NE","http://dbpedia.org/resource/Nebraska","19397","PPremier Bankk","","4-Nov-11"
"Community Bank of Rockmart","","Rockmartt","http://dbpedia.org/resource/Rockmart,_GA","GA","http://dbpedia.org/resource/Georgia_(U.S._state)","57860","Century Bank of Geeorgiaa","","10-Nov-11"
"Central Progressive Bank","","Lacombee","http://dbpedia.org/resource/Lacombe,_LA","LA","http://dbpedia.org/resource/Louisiana","19657","First NBC Bankk","","18-Nov-11"
"Polk County Bank","","Johnstonn","http://dbpedia.org/resource/Johnston,_IA","IA","http://dbpedia.org/resource/Iowa","14194","Grinnell State Bankkk","","18-Nov-11"
"Premier Community Bank of the Emerald Coast","","Creestview","http://dbpedia.org/resource/Crestview,_FL","FL","http://dbpedia.org/resource/Florida","58343","Summit Bank","","16-Dec-11"
"Western National Bank","","Phoenix","http://dbpedia.org/resource/Phoenix,_AZ","AZ","http://dbpedia.org/resource/Arizona","57917","Washington Federal","","16-Dec-11"
"American Eagle Savings Bank","","Boothwynn","http://dbpedia.org/resource/Boothwyn,_PA","PA","http://dbpedia.org/resource/Pennsylvania","31581","Capital Bank, N.A..","","20-Jan-12"
"Central Florida State Bank","","Bellevieww","http://dbpedia.org/resource/Belleview,_FL","FL","http://dbpedia.org/resource/Florida","57186","CenterState Bank of Florida, N.A...","","20-Jan-12"
"The First State Bank","","Stockbridgee","http://dbpedia.org/resource/Stockbridge,_GA","GA","http://dbpedia.org/resource/Georgia_(U.S._state)","19252","Hamilton Statte Bank","","20-Jan-12"
"First Guaranty Bank and Trust Company of Jacksonville","","Jacksonville","http://dbpedia.org/resource/Jacksonville,_FL","FL","http://dbpedia.org/resource/Florida","16579","CenterState Bank of Florida, N.A...","","27-Jan-12"
"Patriot Bank Minnesota","","Forest Lakee","http://dbpedia.org/resource/Forest_Lake,_MN","MN","http://dbpedia.org/resource/Minnesota","34823","First Resource Bankk","","27-Jan-12"
"Tennessee Commerce Bank","","Franklin","http://dbpedia.org/resource/Franklin,_TN","TN","http://dbpedia.org/resource/Tennessee","35296","Republic Bank & Trust Companyy","http://dbpedia.org/resource/Republic_Bank_%26_Trust_Company","27-Jan-12"
"BankEast","","Knoxville","http://dbpedia.org/resource/Knoxville,_TN","TN","http://dbpedia.org/resource/Tennessee","19869","U.S. Bank, N.AA.","","27-Jan-12"
"Charter National Bank and Trust","","Hoffman Estates","http://dbpedia.org/resource/Hoffman_Estates,_IL","IL","http://dbpedia.org/resource/Illinois","23187","Barrington Bank & Trust  Company, National Associationn","","10-Feb-12"
