"goalkeeper","goalkeeper__URI","birthPlace","birthPlace__URI","team","team__URI","ground","ground__URI"
"Lorenzo Squizzii","http://dbpedia.org/resource/Lorenzo_Squizzi","Italyy","http://dbpedia.org/resource/Italy","Juventuss","http://dbpedia.org/resource/Juventus_F.C.","Juventus Stadium","http://dbpedia.org/resource/Juventus_Stadium"
"Lounès Gaouaoui","http://dbpedia.org/resource/Lounès_Gaouaoui","Algeriaa","http://dbpedia.org/resource/Algeria","USM AAnnaba","http://dbpedia.org/resource/USM_Annaba","Stade 19 Mai 1956","http://dbpedia.org/resource/Stade_19_Mai_1956"
"Lounès Gaouaooui","http://dbpedia.org/resource/Lounès_Gaouaoui","Algeria","http://dbpedia.org/resource/Algeria","Union Sportive Médinaat d'Annaba","http://dbpedia.org/resource/USM_Annaba","Stade 19 Mai 1956","http://dbpedia.org/resource/Stade_19_Mai_1956"
"Luca Mondini","http://dbpedia.org/resource/Luca_Mondini","Italy","http://dbpedia.org/resource/Italy","Napolii","http://dbpedia.org/resource/S.S.C._Napoli","San Paolo","http://dbpedia.org/resource/Stadio_San_Paolo"
"Luca Mondini","http://dbpedia.org/resource/Luca_Mondini","Italyy","http://dbpedia.org/resource/Italy","NNapoli","http://dbpedia.org/resource/S.S.C._Napoli","Stadio San Paolo","http://dbpedia.org/resource/Stadio_San_Paolo"
"Luca Mondinii","http://dbpedia.org/resource/Luca_Mondini","Italyy","http://dbpedia.org/resource/Italy","Società Sportiva Calccio Napoli S.p.A.","http://dbpedia.org/resource/S.S.C._Napoli","San Paolo","http://dbpedia.org/resource/Stadio_San_Paolo"
"Luca Mondinii","http://dbpedia.org/resource/Luca_Mondini","Italy","http://dbpedia.org/resource/Italy","Società Sportiva Calcio Napoli S.p.A.","http://dbpedia.org/resource/S.S.C._Napoli","Stadio San Paolo","http://dbpedia.org/resource/Stadio_San_Paolo"
"Luciano Bodini","http://dbpedia.org/resource/Luciano_Bodini","Italy","http://dbpedia.org/resource/Italy","Juventuss","http://dbpedia.org/resource/Juventus_F.C.","Juventus Stadium","http://dbpedia.org/resource/Juventus_Stadium"
"Luciano Bodini","http://dbpedia.org/resource/Luciano_Bodini","Italyy","http://dbpedia.org/resource/Italy","Juventus Football ClubS.p.A.","http://dbpedia.org/resource/Juventus_F.C.","Juventus Stadium","http://dbpedia.org/resource/Juventus_Stadium"
"Ludovic Butelle","http://dbpedia.org/resource/Ludovic_Butelle","Francee","http://dbpedia.org/resource/France","Valenciaa","http://dbpedia.org/resource/Valencia_CF","Mestalla","http://dbpedia.org/resource/Mestalla_Stadium"
"Ludovic Butellee","http://dbpedia.org/resource/Ludovic_Butelle","Francee","http://dbpedia.org/resource/France","Valencia Club de Fútbol,SADD","http://dbpedia.org/resource/Valencia_CF","Mestalla","http://dbpedia.org/resource/Mestalla_Stadium"
"Luigi Sepee","http://dbpedia.org/resource/Luigi_Sepe","Italy","http://dbpedia.org/resource/Italy","Società Sportiva Calcio Napolii S.p.A.","http://dbpedia.org/resource/S.S.C._Napoli","Stadio San Paolo","http://dbpedia.org/resource/Stadio_San_Paolo"
"Luigi Sepee","http://dbpedia.org/resource/Luigi_Sepe","Italy","http://dbpedia.org/resource/Italy","Napolii","http://dbpedia.org/resource/S.S.C._Napoli","San Paolo","http://dbpedia.org/resource/Stadio_San_Paolo"
"Luigi Sepe","http://dbpedia.org/resource/Luigi_Sepe","Italyy","http://dbpedia.org/resource/Italy","NNapoli","http://dbpedia.org/resource/S.S.C._Napoli","Stadio San Paolo","http://dbpedia.org/resource/Stadio_San_Paolo"
"Luigi Sepe","http://dbpedia.org/resource/Luigi_Sepe","Italyy","http://dbpedia.org/resource/Italy","Società Sportiva Calcio Napoli S.p.A..","http://dbpedia.org/resource/S.S.C._Napoli","San Paolo","http://dbpedia.org/resource/Stadio_San_Paolo"
"Luis Enrique Martínez Rodríguez","http://dbpedia.org/resource/Neco_Martínez","Colombiaa","http://dbpedia.org/resource/Colombia","Saanta Fe","http://dbpedia.org/resource/Independiente_Santa_Fe","Estadio Nemesio Camacho","http://dbpedia.org/resource/Estadio_El_Campín"
"Luis Enrique Martínez Rodríguezz","http://dbpedia.org/resource/Neco_Martínez","Colombia","http://dbpedia.org/resource/Colombia","Independiente Santa Fe S.A.","http://dbpedia.org/resource/Independiente_Santa_Fe","Estadio Nemesio Camacho","http://dbpedia.org/resource/Estadio_El_Campín"
"Luiz Carlos","http://dbpedia.org/resource/Luiz_Carlos_Oliveira_de_Bitencourt","Brazil","http://dbpedia.org/resource/Brazil","Esporte Clubbe Juventude","http://dbpedia.org/resource/Esporte_Clube_Juventude","Estádio Alfredo Jaconi","http://dbpedia.org/resource/Estádio_Alfredo_Jaconi"
"Luiz Carloss","http://dbpedia.org/resource/Luiz_Carlos_Oliveira_de_Bitencourt","Brazil","http://dbpedia.org/resource/Brazil","Juventuude","http://dbpedia.org/resource/Esporte_Clube_Juventude","Estádio Alfredo Jaconi","http://dbpedia.org/resource/Estádio_Alfredo_Jaconi"
"Luiz Carlos Oliveira de Bitencourt","http://dbpedia.org/resource/Luiz_Carlos_Oliveira_de_Bitencourt","Brazil","http://dbpedia.org/resource/Brazil","Juventudee","http://dbpedia.org/resource/Esporte_Clube_Juventude","Estádio Alfredo Jaconi","http://dbpedia.org/resource/Estádio_Alfredo_Jaconi"
"Luiz Carlos Olliveira de Bitencourt","http://dbpedia.org/resource/Luiz_Carlos_Oliveira_de_Bitencourt","Brazill","http://dbpedia.org/resource/Brazil","Esporte Clube Juventude","http://dbpedia.org/resource/Esporte_Clube_Juventude","Estádio Alfredo Jaconi","http://dbpedia.org/resource/Estádio_Alfredo_Jaconi"
"Luiz Felipe Ventura dos Santos","http://dbpedia.org/resource/Felipe_Ventura_dos_Santos","Brazill","http://dbpedia.org/resource/Brazil","Esporte Clube Vitóriaa","http://dbpedia.org/resource/Esporte_Clube_Vitória","Barradão","http://dbpedia.org/resource/Barradão"
"Luiz Felipe Ventura dos Santos","http://dbpedia.org/resource/Felipe_Ventura_dos_Santos","Brazzil","http://dbpedia.org/resource/Brazil","Vitória","http://dbpedia.org/resource/Esporte_Clube_Vitória","Barradão","http://dbpedia.org/resource/Barradão"
"Luiz FFelipe Ventura dos Santos","http://dbpedia.org/resource/Felipe_Ventura_dos_Santos","Brazill","http://dbpedia.org/resource/Brazil","Vitóriaa","http://dbpedia.org/resource/Esporte_Clube_Vitória","Estádio Manoel Barradas","http://dbpedia.org/resource/Barradão"
"Luiz Felipe Ventura dos Saantos","http://dbpedia.org/resource/Felipe_Ventura_dos_Santos","Brazil","http://dbpedia.org/resource/Brazil","Esporte Clube Vitóriaa","http://dbpedia.org/resource/Esporte_Clube_Vitória","Estádio Manoel Barradas","http://dbpedia.org/resource/Barradão"
"Luuiz Gustavo de Almeida Pinto","http://dbpedia.org/resource/Luiz_Gustavo_de_Almeida_Pinto","Brazill","http://dbpedia.org/resource/Brazil","Vitóriaa","http://dbpedia.org/resource/Esporte_Clube_Vitória","Estádio Manoel Barradas","http://dbpedia.org/resource/Barradão"
"Luiz Gustavo de Almeida Pintoo","http://dbpedia.org/resource/Luiz_Gustavo_de_Almeida_Pinto","BBrazil","http://dbpedia.org/resource/Brazil","Esporte Clube Vitória","http://dbpedia.org/resource/Esporte_Clube_Vitória","Estádio Manoel Barradas","http://dbpedia.org/resource/Barradão"
"Luiz Gustavo de Almeida Pinto","http://dbpedia.org/resource/Luiz_Gustavo_de_Almeida_Pinto","Brazil","http://dbpedia.org/resource/Brazil","Esporte Clube Vitória","http://dbpedia.org/resource/Esporte_Clube_Vitória","Barradão","http://dbpedia.org/resource/Barradão"
"Luiz Gustavo de Almeida  Pinto","http://dbpedia.org/resource/Luiz_Gustavo_de_Almeida_Pinto","Brazill","http://dbpedia.org/resource/Brazil","Vitóriaa","http://dbpedia.org/resource/Esporte_Clube_Vitória","Barradão","http://dbpedia.org/resource/Barradão"
"Luís Henrique","http://dbpedia.org/resource/Luís_Henrique_Dias","Braziil","http://dbpedia.org/resource/Brazil","Botafogo Futebol Clubе","http://dbpedia.org/resource/Botafogo_Futebol_Clube_(SP)","Estádio Santa Cruz","http://dbpedia.org/resource/Estádio_Santa_Cruz"
"Luís Henriquee","http://dbpedia.org/resource/Luís_Henrique_Dias","Brazill","http://dbpedia.org/resource/Brazil","BBotafogo de Ribeirão Preto","http://dbpedia.org/resource/Botafogo_Futebol_Clube_(SP)","Estádio Santa Cruz","http://dbpedia.org/resource/Estádio_Santa_Cruz"
"Luís Henrique Dias","http://dbpedia.org/resource/Luís_Henrique_Dias","Brazill","http://dbpedia.org/resource/Brazil","Botafogo Futebol Clubее","http://dbpedia.org/resource/Botafogo_Futebol_Clube_(SP)","Estádio Santa Cruz","http://dbpedia.org/resource/Estádio_Santa_Cruz"
"Luís Hennrique Dias","http://dbpedia.org/resource/Luís_Henrique_Dias","Brazil","http://dbpedia.org/resource/Brazil","Botafogo de Ribeirão Preto","http://dbpedia.org/resource/Botafogo_Futebol_Clube_(SP)","Estádio Santa Cruz","http://dbpedia.org/resource/Estádio_Santa_Cruz"
"M. A. Yahyavi Kalkhoran","http://dbpedia.org/resource/Mohammad_Ali_Yahyavi","Irann","http://dbpedia.org/resource/Iran","استققلال","http://dbpedia.org/resource/Esteghlal_F.C.","Azadi Stadium","http://dbpedia.org/resource/Azadi_Stadium"
"M. A. Yahyavi Kalkhoran","http://dbpedia.org/resource/Mohammad_Ali_Yahyavi","Iran","http://dbpedia.org/resource/Iran","Esteghlal","http://dbpedia.org/resource/Esteghlal_F.C.","Azadi Stadium","http://dbpedia.org/resource/Azadi_Stadium"
"M. A. Yahyavi Kalkhoran","http://dbpedia.org/resource/Mohammad_Ali_Yahyavi","Irann","http://dbpedia.org/resource/Iran","Esteghlal Tehran Football Club","http://dbpedia.org/resource/Esteghlal_F.C.","Azadi Stadium","http://dbpedia.org/resource/Azadi_Stadium"
"Magrãoo","http://dbpedia.org/resource/Alessandro_Beti_Rosa","Brazill","http://dbpedia.org/resource/Brazil","Botafogo Futebol Clubее","http://dbpedia.org/resource/Botafogo_Futebol_Clube_(SP)","Estádio Santa Cruz","http://dbpedia.org/resource/Estádio_Santa_Cruz"
"Magrão","http://dbpedia.org/resource/Alessandro_Beti_Rosa","Brazzil","http://dbpedia.org/resource/Brazil","Botafogo de Ribeirão Pretoo","http://dbpedia.org/resource/Botafogo_Futebol_Clube_(SP)","Estádio Santa Cruz","http://dbpedia.org/resource/Estádio_Santa_Cruz"
"Mahyar Hassan Nejad Hamidi","http://dbpedia.org/resource/Mahyar_Hassannejad","Iran","http://dbpedia.org/resource/Iran","Esteghlall","http://dbpedia.org/resource/Esteghlal_F.C.","Azadi Stadium","http://dbpedia.org/resource/Azadi_Stadium"
"Mahyar Hassan Nejad Hamidi","http://dbpedia.org/resource/Mahyar_Hassannejad","Iran","http://dbpedia.org/resource/Iran","استقلال","http://dbpedia.org/resource/Esteghlal_F.C.","Azadi Stadium","http://dbpedia.org/resource/Azadi_Stadium"
"Mahyar Hassan Nejad Hamidi","http://dbpedia.org/resource/Mahyar_Hassannejad","Irann","http://dbpedia.org/resource/Iran","Esteghlal Tehran Foottball Club","http://dbpedia.org/resource/Esteghlal_F.C.","Azadi Stadium","http://dbpedia.org/resource/Azadi_Stadium"
"Mahyar Hassan-Nejadd","http://dbpedia.org/resource/Mahyar_Hassannejad","Irann","http://dbpedia.org/resource/Iran","Esteghlal","http://dbpedia.org/resource/Esteghlal_F.C.","Azadi Stadium","http://dbpedia.org/resource/Azadi_Stadium"
"Mahyar Hassan-Nejadd","http://dbpedia.org/resource/Mahyar_Hassannejad","Iran","http://dbpedia.org/resource/Iran","استقلالل","http://dbpedia.org/resource/Esteghlal_F.C.","Azadi Stadium","http://dbpedia.org/resource/Azadi_Stadium"
"Mahyar Hassan-Nejadd","http://dbpedia.org/resource/Mahyar_Hassannejad","Iraan","http://dbpedia.org/resource/Iran","Esteghlal Tehran Football Club","http://dbpedia.org/resource/Esteghlal_F.C.","Azadi Stadium","http://dbpedia.org/resource/Azadi_Stadium"
"Mahyar Hassannejad","http://dbpedia.org/resource/Mahyar_Hassannejad","Iran","http://dbpedia.org/resource/Iran","Esteghhlal","http://dbpedia.org/resource/Esteghlal_F.C.","Azadi Stadium","http://dbpedia.org/resource/Azadi_Stadium"
"Mahyar Haassannejad","http://dbpedia.org/resource/Mahyar_Hassannejad","Iran","http://dbpedia.org/resource/Iran","استقلال","http://dbpedia.org/resource/Esteghlal_F.C.","Azadi Stadium","http://dbpedia.org/resource/Azadi_Stadium"
"Mahyar Hassannejad","http://dbpedia.org/resource/Mahyar_Hassannejad","Irran","http://dbpedia.org/resource/Iran","Esteghlal Tehran Football Club","http://dbpedia.org/resource/Esteghlal_F.C.","Azadi Stadium","http://dbpedia.org/resource/Azadi_Stadium"
"Majid Rezaeii","http://dbpedia.org/resource/Majid_Rezaei","Irran","http://dbpedia.org/resource/Iran","Esteghlal Tehran Football Club","http://dbpedia.org/resource/Esteghlal_F.C.","Azadi Stadium","http://dbpedia.org/resource/Azadi_Stadium"
"Majid Rezaeii","http://dbpedia.org/resource/Majid_Rezaei","Irann","http://dbpedia.org/resource/Iran","Esteghlall","http://dbpedia.org/resource/Esteghlal_F.C.","Azadi Stadium","http://dbpedia.org/resource/Azadi_Stadium"
"Majid Rezaeii","http://dbpedia.org/resource/Majid_Rezaei","Iran","http://dbpedia.org/resource/Iran","استقلالل","http://dbpedia.org/resource/Esteghlal_F.C.","Azadi Stadium","http://dbpedia.org/resource/Azadi_Stadium"
"Maksim Igorevich Shvagirev","http://dbpedia.org/resource/Maksim_Shvagirev","Russiaa","http://dbpedia.org/resource/Russia","KKuban","http://dbpedia.org/resource/FC_Kuban_Krasnodar","Kuban Stadium","http://dbpedia.org/resource/Kuban_Stadium"
"Maksim Igorevich Shvagirevv","http://dbpedia.org/resource/Maksim_Shvagirev","Russia","http://dbpedia.org/resource/Russia","Футбольный клуб Кубань Краснодар","http://dbpedia.org/resource/FC_Kuban_Krasnodar","Kuban Stadium","http://dbpedia.org/resource/Kuban_Stadium"
"Maksim Shvagirevv","http://dbpedia.org/resource/Maksim_Shvagirev","Russia","http://dbpedia.org/resource/Russia","Футбольный клуб Кубань Краснодарр","http://dbpedia.org/resource/FC_Kuban_Krasnodar","Kuban Stadium","http://dbpedia.org/resource/Kuban_Stadium"
"Maksim Shvagirevv","http://dbpedia.org/resource/Maksim_Shvagirev","Russiaa","http://dbpedia.org/resource/Russia","Kuban","http://dbpedia.org/resource/FC_Kuban_Krasnodar","Kuban Stadium","http://dbpedia.org/resource/Kuban_Stadium"
"Mansour Rashidi","http://dbpedia.org/resource/Mansour_Rashidi","Irann","http://dbpedia.org/resource/Iran","Naft Tehran","http://dbpedia.org/resource/Naft_Tehran_F.C.","Takhti Tehran","http://dbpedia.org/resource/Takhti_Stadium_(Tehran)"
"Mansour Rashiddi","http://dbpedia.org/resource/Mansour_Rashidi","Irann","http://dbpedia.org/resource/Iran","باشگاه فوتبال نفت تهرانن","http://dbpedia.org/resource/Naft_Tehran_F.C.","Takhti Tehran","http://dbpedia.org/resource/Takhti_Stadium_(Tehran)"
"Mansour Rashidi","http://dbpedia.org/resource/Mansour_Rashidi","Irann","http://dbpedia.org/resource/Iran","نفت تهران","http://dbpedia.org/resource/Naft_Tehran_F.C.","Takhti Tehran","http://dbpedia.org/resource/Takhti_Stadium_(Tehran)"
"Mansour Rashidii","http://dbpedia.org/resource/Mansour_Rashidi","Iran","http://dbpedia.org/resource/Iran","Naft Tehran Football Clubb","http://dbpedia.org/resource/Naft_Tehran_F.C.","Takhti Tehran","http://dbpedia.org/resource/Takhti_Stadium_(Tehran)"
"Mansour Rashidii","http://dbpedia.org/resource/Mansour_Rashidi","Irann","http://dbpedia.org/resource/Iran","نفت تهراان","http://dbpedia.org/resource/Naft_Tehran_F.C.","Takhti Tehran Stadium","http://dbpedia.org/resource/Takhti_Stadium_(Tehran)"
"Mansour Rashidi","http://dbpedia.org/resource/Mansour_Rashidi","Irann","http://dbpedia.org/resource/Iran","Naft Tehran Football Club","http://dbpedia.org/resource/Naft_Tehran_F.C.","Takhti Tehran Stadium","http://dbpedia.org/resource/Takhti_Stadium_(Tehran)"
"Mansour Rashidi","http://dbpedia.org/resource/Mansour_Rashidi","Irann","http://dbpedia.org/resource/Iran","Naft Tehrann","http://dbpedia.org/resource/Naft_Tehran_F.C.","Takhti Tehran Stadium","http://dbpedia.org/resource/Takhti_Stadium_(Tehran)"
"Manssour Rashidi","http://dbpedia.org/resource/Mansour_Rashidi","Irann","http://dbpedia.org/resource/Iran","باشگاه فوتبال نففت تهران","http://dbpedia.org/resource/Naft_Tehran_F.C.","Takhti Tehran Stadium","http://dbpedia.org/resource/Takhti_Stadium_(Tehran)"
"Marcelo Alberto Barovero","http://dbpedia.org/resource/Marcelo_Barovero","Argentina","http://dbpedia.org/resource/Argentina","Huraccán","http://dbpedia.org/resource/Club_Atlético_Huracán","Estadio Tomás A. Ducó","http://dbpedia.org/resource/Estadio_Tomás_Adolfo_Ducó"
"Marcelo Alberto Barovero","http://dbpedia.org/resource/Marcelo_Barovero","Argeentina","http://dbpedia.org/resource/Argentina","Club AAtlético Huracán","http://dbpedia.org/resource/Club_Atlético_Huracán","Estadio Tomás A. Ducó","http://dbpedia.org/resource/Estadio_Tomás_Adolfo_Ducó"
"Marcelo Baroveroo","http://dbpedia.org/resource/Marcelo_Barovero","Argentinaa","http://dbpedia.org/resource/Argentina","Club Atlético Huracán","http://dbpedia.org/resource/Club_Atlético_Huracán","Estadio Tomás A. Ducó","http://dbpedia.org/resource/Estadio_Tomás_Adolfo_Ducó"
"Marcelo Baroveroo","http://dbpedia.org/resource/Marcelo_Barovero","Argentina","http://dbpedia.org/resource/Argentina","Huracánn","http://dbpedia.org/resource/Club_Atlético_Huracán","Estadio Tomás A. Ducó","http://dbpedia.org/resource/Estadio_Tomás_Adolfo_Ducó"
"Marcelo Boeck","http://dbpedia.org/resource/Marcelo_Boeck","Brazill","http://dbpedia.org/resource/Brazil","Sporting CPP","http://dbpedia.org/resource/Sporting_Clube_de_Portugal","Estádio José Alvalade","http://dbpedia.org/resource/Estádio_José_Alvalade"
"Marcelo Boeck","http://dbpedia.org/resource/Marcelo_Boeck","Brazil","http://dbpedia.org/resource/Brazil","Sportiing Clube de Portugal","http://dbpedia.org/resource/Sporting_Clube_de_Portugal","Estádio José Alvalade","http://dbpedia.org/resource/Estádio_José_Alvalade"
"Marcelo Bonan","http://dbpedia.org/resource/Marcelo_Bonan","Brazil","http://dbpedia.org/resource/Brazil","Nacional Futebol  Clube","http://dbpedia.org/resource/Nacional_Futebol_Clube","Arena da Amazônia","http://dbpedia.org/resource/Arena_da_Amazônia"
"Marrcelo Bonan","http://dbpedia.org/resource/Marcelo_Bonan","Brazil","http://dbpedia.org/resource/Brazil","Nacionall","http://dbpedia.org/resource/Nacional_Futebol_Clube","Arena da Amazônia","http://dbpedia.org/resource/Arena_da_Amazônia"
"Marco Ambrosioo","http://dbpedia.org/resource/Marco_Ambrosio","Italyy","http://dbpedia.org/resource/Italy","Grasshhopper Club Zürich","http://dbpedia.org/resource/Grasshopper_Club_Zürich","Letzigrund","http://dbpedia.org/resource/Letzigrund"
"Marco Ambbrosio","http://dbpedia.org/resource/Marco_Ambrosio","Italyy","http://dbpedia.org/resource/Italy","Grasshopper Club Zürichh","http://dbpedia.org/resource/Grasshopper_Club_Zürich","Stadion Letzigrund","http://dbpedia.org/resource/Letzigrund"
"Marco Antonio Barreroo","http://dbpedia.org/resource/Marco_Antonio_Barrero","Bolivia","http://dbpedia.org/resource/Bolivia","Club Deportivo Jorge Wilstermann","http://dbpedia.org/resource/Club_Jorge_Wilstermann","Estadio Sudamericano Félix Capriles","http://dbpedia.org/resource/Estadio_Félix_Capriles"
"Marco Antonio Barrero","http://dbpedia.org/resource/Marco_Antonio_Barrero","Bolivvia","http://dbpedia.org/resource/Bolivia","Wilsterrmann","http://dbpedia.org/resource/Club_Jorge_Wilstermann","Estadio Sudamericano Félix Capriles","http://dbpedia.org/resource/Estadio_Félix_Capriles"
"Maarco Antonio Barrero Jordán","http://dbpedia.org/resource/Marco_Antonio_Barrero","Boliviaa","http://dbpedia.org/resource/Bolivia","Club Depoortivo Jorge Wilstermann","http://dbpedia.org/resource/Club_Jorge_Wilstermann","Estadio Sudamericano Félix Capriles","http://dbpedia.org/resource/Estadio_Félix_Capriles"
"Marco Antonio Barrero Jordán","http://dbpedia.org/resource/Marco_Antonio_Barrero","Bolivia","http://dbpedia.org/resource/Bolivia","Wilstermannn","http://dbpedia.org/resource/Club_Jorge_Wilstermann","Estadio Sudamericano Félix Capriles","http://dbpedia.org/resource/Estadio_Félix_Capriles"
"Marco Aulbach","http://dbpedia.org/resource/Marco_Aulbach","Germany","http://dbpedia.org/resource/Germany","1. Fußball- und Sport-Verein Mainz 05 e.V.","http://dbpedia.org/resource/1._FSV_Mainz_05","Opel Arena","http://dbpedia.org/resource/Opel_Arena_(stadium)"
"Marco Aulbachh","http://dbpedia.org/resource/Marco_Aulbach","Germany","http://dbpedia.org/resource/Germany","Mainz 055","http://dbpedia.org/resource/1._FSV_Mainz_05","Opel Arena","http://dbpedia.org/resource/Opel_Arena_(stadium)"
"Marco Landucci","http://dbpedia.org/resource/Marco_Landucci","Itaaly","http://dbpedia.org/resource/Italy","Juventuss","http://dbpedia.org/resource/Juventus_F.C.","Juventus Stadium","http://dbpedia.org/resource/Juventus_Stadium"
"Marco Landuccii","http://dbpedia.org/resource/Marco_Landucci","Italyy","http://dbpedia.org/resource/Italy","Juventus Football CllubS.p.A.","http://dbpedia.org/resource/Juventus_F.C.","Juventus Stadium","http://dbpedia.org/resource/Juventus_Stadium"
"Marco  Roccati","http://dbpedia.org/resource/Marco_Roccati","Italyy","http://dbpedia.org/resource/Italy","Napooli","http://dbpedia.org/resource/S.S.C._Napoli","San Paolo","http://dbpedia.org/resource/Stadio_San_Paolo"
"Marco Rooccati","http://dbpedia.org/resource/Marco_Roccati","Italyy","http://dbpedia.org/resource/Italy","Napolii","http://dbpedia.org/resource/S.S.C._Napoli","Stadio San Paolo","http://dbpedia.org/resource/Stadio_San_Paolo"
"Marco Roccatii","http://dbpedia.org/resource/Marco_Roccati","Italy","http://dbpedia.org/resource/Italy","Società Sportiva Calcio Napoli S.p.A.","http://dbpedia.org/resource/S.S.C._Napoli","San Paolo","http://dbpedia.org/resource/Stadio_San_Paolo"
"Marco Roccati","http://dbpedia.org/resource/Marco_Roccati","Italy","http://dbpedia.org/resource/Italy","Società Sportiva Calcio Napoli S.p.A..","http://dbpedia.org/resource/S.S.C._Napoli","Stadio San Paolo","http://dbpedia.org/resource/Stadio_San_Paolo"
"Marco Storari","http://dbpedia.org/resource/Marco_Storari","Ittaly","http://dbpedia.org/resource/Italy","Napoli","http://dbpedia.org/resource/S.S.C._Napoli","San Paolo","http://dbpedia.org/resource/Stadio_San_Paolo"
"Marco Storari","http://dbpedia.org/resource/Marco_Storari","Itaaly","http://dbpedia.org/resource/Italy","Napolii","http://dbpedia.org/resource/S.S.C._Napoli","Stadio San Paolo","http://dbpedia.org/resource/Stadio_San_Paolo"
"Marco Storarii","http://dbpedia.org/resource/Marco_Storari","Italy","http://dbpedia.org/resource/Italy","Società Sportiva Callcio Napoli S.p.A.","http://dbpedia.org/resource/S.S.C._Napoli","San Paolo","http://dbpedia.org/resource/Stadio_San_Paolo"
"Marco Storarii","http://dbpedia.org/resource/Marco_Storari","Italy","http://dbpedia.org/resource/Italy","Società Sportiva Calcio Napoli S.p.A.","http://dbpedia.org/resource/S.S.C._Napoli","Stadio San Paolo","http://dbpedia.org/resource/Stadio_San_Paolo"
"Marco Storari","http://dbpedia.org/resource/Marco_Storari","Italyy","http://dbpedia.org/resource/Italy","Juventuss","http://dbpedia.org/resource/Juventus_F.C.","Juventus Stadium","http://dbpedia.org/resource/Juventus_Stadium"
"Marco Storari","http://dbpedia.org/resource/Marco_Storari","Italy","http://dbpedia.org/resource/Italy","Juventus Football ClubS.p.A..","http://dbpedia.org/resource/Juventus_F.C.","Juventus Stadium","http://dbpedia.org/resource/Juventus_Stadium"
"Mario Da Pozzoo","http://dbpedia.org/resource/Mario_Da_Pozzo","Italy","http://dbpedia.org/resource/Italy","Napooli","http://dbpedia.org/resource/S.S.C._Napoli","San Paolo","http://dbpedia.org/resource/Stadio_San_Paolo"
"Mario Da Pozzoo","http://dbpedia.org/resource/Mario_Da_Pozzo","Italyy","http://dbpedia.org/resource/Italy","Napolii","http://dbpedia.org/resource/S.S.C._Napoli","Stadio San Paolo","http://dbpedia.org/resource/Stadio_San_Paolo"
"Mario Daa Pozzo","http://dbpedia.org/resource/Mario_Da_Pozzo","Italy","http://dbpedia.org/resource/Italy","Società Sportiva Calcio Napoli S.p.A..","http://dbpedia.org/resource/S.S.C._Napoli","San Paolo","http://dbpedia.org/resource/Stadio_San_Paolo"
"Mario Da Pozzoo","http://dbpedia.org/resource/Mario_Da_Pozzo","Italy","http://dbpedia.org/resource/Italy","Sociietà Sportiva Calcio Napoli S.p.A.","http://dbpedia.org/resource/S.S.C._Napoli","Stadio San Paolo","http://dbpedia.org/resource/Stadio_San_Paolo"
"Mark Flekkenn","http://dbpedia.org/resource/Mark_Flekken","Netherlands","http://dbpedia.org/resource/Netherlands","Alemannia Aachen","http://dbpedia.org/resource/Alemannia_Aachen","Tivoli","http://dbpedia.org/resource/New_Tivoli"
"Mark Flekken","http://dbpedia.org/resource/Mark_Flekken","Netherlandss","http://dbpedia.org/resource/Netherlands","Aachener Turn- uund Sportverein","http://dbpedia.org/resource/Alemannia_Aachen","Tivoli","http://dbpedia.org/resource/New_Tivoli"
"Mark Flekken","http://dbpedia.org/resource/Mark_Flekken","Netherlands","http://dbpedia.org/resource/Netherlands","Alemaannia 1900 e.V.","http://dbpedia.org/resource/Alemannia_Aachen","Tivoli","http://dbpedia.org/resource/New_Tivoli"
"Masoud Homami","http://dbpedia.org/resource/Masoud_Homami","Iran","http://dbpedia.org/resource/Iran","Persepolis Tehran Football Club","http://dbpedia.org/resource/Persepolis_F.C.","Azadi Stadium","http://dbpedia.org/resource/Azadi_Stadium"
"Massimo Pilonii","http://dbpedia.org/resource/Massimo_Piloni","Italyy","http://dbpedia.org/resource/Italy","Juventuss","http://dbpedia.org/resource/Juventus_F.C.","Juventus Stadium","http://dbpedia.org/resource/Juventus_Stadium"
"Massimo PPiloni","http://dbpedia.org/resource/Massimo_Piloni","Italyy","http://dbpedia.org/resource/Italy","Juventus Football ClubS.p.A.","http://dbpedia.org/resource/Juventus_F.C.","Juventus Stadium","http://dbpedia.org/resource/Juventus_Stadium"
"Mateuss","http://dbpedia.org/resource/Mateus_Versolato_Júnior","Braziil","http://dbpedia.org/resource/Brazil","Nacional Futebol Clube","http://dbpedia.org/resource/Nacional_Futebol_Clube","Arena da Amazônia","http://dbpedia.org/resource/Arena_da_Amazônia"
"Mateuus","http://dbpedia.org/resource/Mateus_Versolato_Júnior","Brazil","http://dbpedia.org/resource/Brazil","Nacionall","http://dbpedia.org/resource/Nacional_Futebol_Clube","Arena da Amazônia","http://dbpedia.org/resource/Arena_da_Amazônia"
"Mateus Versolato Júniorr","http://dbpedia.org/resource/Mateus_Versolato_Júnior","Brazil","http://dbpedia.org/resource/Brazil","Nacional","http://dbpedia.org/resource/Nacional_Futebol_Clube","Arena da Amazônia","http://dbpedia.org/resource/Arena_da_Amazônia"
