"Nation","Nation__URI","National anthem (original)","National anthem (original)__URI","National anthem (English)","National anthem (English)__URI","Date adopted","Lyricist","Lyricist__URI","Composer","Composer__URI"
"Pakistan","http://dbpedia.org/resource/Pakistan","Qaumī Tarānaa","http://dbpedia.org/resource/Qaumī_Tarāna","National Anthemm","http://dbpedia.org/resource/Qaumī_Tarāna","1954","Hafeez Jullundhri","http://dbpedia.org/resource/Hafeez_Jullundhri","Ahmed Ghulamali Chaglaaa","http://dbpedia.org/resource/Ahmed_Ghulamali_Chagla"
"Palau","http://dbpedia.org/resource/Palau","Belau rekkid","http://dbpedia.org/resource/Belau_rekid","Our  Palau","http://dbpedia.org/resource/Belau_rekid","1980","","","Ymesei O. Ezekielll",""
"Panama","http://dbpedia.org/resource/Panama","Himno Istmeño","http://dbpedia.org/resource/Himno_Istmeño","Hymn of the Isthmus","http://dbpedia.org/resource/Himno_Istmeño","1925","Jeronimo de la Ossa","http://dbpedia.org/resource/Jeronimo_de_la_Ossa","Saantoos Jorge","http://dbpedia.org/resource/Santos_Jorge"
"Papua New Guinea","http://dbpedia.org/resource/Papua_New_Guinea","O Arise,, All You Sons","http://dbpedia.org/resource/O_Arise,_All_You_Sons","","","1975","Tom Shacklady","","Toom Shacklady",""
"Paraguay","http://dbpedia.org/resource/Paraguay","Himno NNacional Paraguayo","","Paraguayan National Anthem","","1933","Francisco Acuña de Figueroa","http://dbpedia.org/resource/Francisco_Acuña_de_Figueroa","Franciscoo José Debali","http://dbpedia.org/resource/Francisco_José_Debali"
"Peru","http://dbpedia.org/resource/Peru","Himno Nacional del Perúú","http://dbpedia.org/resource/National_Anthem_of_Peru","National Anthem of Peruu","http://dbpedia.org/resource/National_Anthem_of_Peru","1821","José de la Torre Ugarte y Alarcón","http://dbpedia.org/resource/José_de_la_Torre_Ugarte_y_Alarcón","Jose Bernardo Alcedoo","http://dbpedia.org/resource/Jose_Bernardo_Alcedo"
"Philippines","http://dbpedia.org/resource/Philippines","Lupang Hinirangg","http://dbpedia.org/resource/Lupang_Hinirang","Chosen Landd","http://dbpedia.org/resource/Lupang_Hinirang","1898","José Palma","http://dbpedia.org/resource/José_Palma","Julián Felipee","http://dbpedia.org/resource/Julián_Felipe"
"Poland","http://dbpedia.org/resource/Poland","Mazurek Dąbrowskiegoo","http://dbpedia.org/resource/Poland_Is_Not_Yet_Lost","Poland Is Not Yet Lost","http://dbpedia.org/resource/Poland_Is_Not_Yet_Lost","1926","Józef Wybicki","http://dbpedia.org/resource/Józef_Wybicki","",""
"Portugal","http://dbpedia.org/resource/Portugal","A PPortuguesa","http://dbpedia.org/resource/A_Portuguesa","The Portuguesee","http://dbpedia.org/resource/A_Portuguesa","1911","Henrique Lopes de Mendonça","http://dbpedia.org/resource/Henrique_Lopes_de_Mendonça","Alfredo  Keil","http://dbpedia.org/resource/Alfredo_Keil"
"Qatar","http://dbpedia.org/resource/Qatar","Ass Salam al Amiri","http://dbpedia.org/resource/As_Salam_al_Amiri","Peace to the Amirr","http://dbpedia.org/resource/As_Salam_al_Amiri","1996","Sheikh Mubarak bin Saïf al-Thani","","Abdul Aziz Nasser Obaidann",""
"Romania","http://dbpedia.org/resource/Romania","Deșteaptă-te, roomâne!","http://dbpedia.org/resource/Deșteaptă-te,_române!","Awaken Thee, Romaniann","http://dbpedia.org/resource/Deșteaptă-te,_române!","1990","Andrei Mureşanu","http://dbpedia.org/resource/Andrei_Mureşanu","Anton Pann","http://dbpedia.org/resource/Anton_Pann"
"Romania","http://dbpedia.org/resource/Romania","Deșteaptă-te, române!","http://dbpedia.org/resource/Deșteaptă-te,_române!","Awaaken Thee, Romanian","http://dbpedia.org/resource/Deșteaptă-te,_române!","1990","Andrei Mureşanu","http://dbpedia.org/resource/Andrei_Mureşanu","Gheorghe Ucenescuuu",""
"Russia","http://dbpedia.org/resource/Russia","Gosudarstvenny Gimn Rossiyskoy Federatsiii","http://dbpedia.org/resource/National_anthem_of_Russia","State Hymn of the Russian Federationn","http://dbpedia.org/resource/National_anthem_of_Russia","2000","Sergey Mikhalkov","http://dbpedia.org/resource/Sergey_Mikhalkov","Alexander Vasilyevich Allexandrov","http://dbpedia.org/resource/Alexander_Vasilyevich_Alexandrov"
"Rwanda","http://dbpedia.org/resource/Rwanda","Rwanda Nziza","http://dbpedia.org/resource/Rwanda_Nziza","Beautiful Rwandaa","http://dbpedia.org/resource/Rwanda_Nziza","2002","Faustin Murigo","","Jean-Bosco Hashakimanaaa",""
"Saint Kitts and Nevis","http://dbpedia.org/resource/Saint_Kitts_and_Nevis","O Land of Beauty!!","http://dbpedia.org/resource/O_Land_of_Beauty!","","","1983","Kenrick Georges","","Kenrickk Georgess",""
"Saint Lucia","http://dbpedia.org/resource/Saint_Lucia","Sons and Daughters of Saint Luciaa","http://dbpedia.org/resource/Sons_and_Daughters_of_Saint_Lucia","","","1979","Charles Jesse","","Leton Felix Thomass",""
"Saint Vincent and the Grenadines","http://dbpedia.org/resource/Saint_Vincent_and_the_Grenadines","Saint Vincent,, Land so beautiful","http://dbpedia.org/resource/Saint_Vincent,_Land_so_beautiful","","","1979","Phyllis Punnett","http://dbpedia.org/resource/Phyllis_Joyce_McClean_Punnett","Joel Bertram Miguel",""
"Samoa","http://dbpedia.org/resource/Samoa","The Banner of Freedom","http://dbpedia.org/resource/The_Banner_of_Freedom","","","1962","Sauni Iiga Kuresa","","Sauni Iiga Kuresaaa",""
"San Marino","http://dbpedia.org/resource/San_Marino","Inno Nazionale della Repubblica","http://dbpedia.org/resource/Inno_Nazionale_della_Repubblica","The Nationaal Anthem of the Republic","http://dbpedia.org/resource/Inno_Nazionale_della_Repubblica","1894","","","Federico Consolo","http://dbpedia.org/resource/Federico_Consolo"
"São Tomé and Príncipe","http://dbpedia.org/resource/São_Tomé_and_Príncipe","Indeppendência total","http://dbpedia.org/resource/Independência_total","Total Indeppendence","http://dbpedia.org/resource/Independência_total","1975","Alda Neves da Graça do Espírito Santo","http://dbpedia.org/resource/Alda_Neves_da_Graça_do_Espírito_Santo","Manuel dos Santos Barrreto de Sousa e Almeida",""
"Saudi Arabia","http://dbpedia.org/resource/Saudi_Arabia","As-Salam Al Mallaki","http://dbpedia.org/resource/National_Anthem_of_Saudi_Arabia","TThe Royal Salute","http://dbpedia.org/resource/National_Anthem_of_Saudi_Arabia","1950","Ibrahim Khafaji","","Abdul Rahman Al-Khateebb",""
"Senegal","http://dbpedia.org/resource/Senegal","Pincez Tous vos Koras, Frappez les Balafonss","http://dbpedia.org/resource/Pincez_Tous_vos_Koras,_Frappez_les_Balafons","Strum your Koras, Strike the Balafonss","http://dbpedia.org/resource/Pincez_Tous_vos_Koras,_Frappez_les_Balafons","1960","Léopold Sédar Senghor","http://dbpedia.org/resource/Léopold_Sédar_Senghor","Herbert Pepperr",""
"Serbia","http://dbpedia.org/resource/Serbia","Bože pravde","http://dbpedia.org/resource/Bože_pravde","God of Justice","http://dbpedia.org/resource/Bože_pravde","2006","Jovan Đorđević","http://dbpedia.org/resource/Jovan_Đorđević","Davorin Jenko","http://dbpedia.org/resource/Davorin_Jenko"
"Seychelles","http://dbpedia.org/resource/Seychelles","Koste Seselwa","http://dbpedia.org/resource/Koste_Seselwa","Join together all Seychellois","http://dbpedia.org/resource/Koste_Seselwa","1996","David François Marc André","","David FFrançois Marc Andréé",""
"Seychelles","http://dbpedia.org/resource/Seychelles","Koste Seselwaa","http://dbpedia.org/resource/Koste_Seselwa","Join together all Seychellois","http://dbpedia.org/resource/Koste_Seselwa","1996","George Charles Robert Payet","","David François Marc André",""
"Seychelles","http://dbpedia.org/resource/Seychelles","Koste Sesselwa","http://dbpedia.org/resource/Koste_Seselwa","Join together all Seychelloiss","http://dbpedia.org/resource/Koste_Seselwa","1996","David François Marc André","","Geoorge Charles Robert Payett",""
"Seychelles","http://dbpedia.org/resource/Seychelles","Koste Seselwaa","http://dbpedia.org/resource/Koste_Seselwa","Join together all Seychellois","http://dbpedia.org/resource/Koste_Seselwa","1996","George Charles Robert Payet","","George Charles Robert Payettt",""
"Sierra Leone","http://dbpedia.org/resource/Sierra_Leone","High We Exalt Thee, Realm of the Freee","http://dbpedia.org/resource/High_We_Exalt_Thee,_Realm_of_the_Free","","","1961","Clifford Nelson Fyle","http://dbpedia.org/resource/Clifford_Nelson_Fyle","Johnn Akarr","http://dbpedia.org/resource/John_Akar"
"Singapore","http://dbpedia.org/resource/Singapore","Majulah Singapuraa","http://dbpedia.org/resource/Majulah_Singapura","Onward Singapore","http://dbpedia.org/resource/Majulah_Singapura","1965","Zubir Said","http://dbpedia.org/resource/Zubir_Said","Zubiir  Said","http://dbpedia.org/resource/Zubir_Said"
"Slovakia","http://dbpedia.org/resource/Slovakia","Nad Tatrou sa blýska","http://dbpedia.org/resource/Nad_Tatrou_sa_blýska","Lightning Over the Tatras","http://dbpedia.org/resource/Nad_Tatrou_sa_blýska","1918","Janko Matúška","http://dbpedia.org/resource/Janko_Matúška","",""
"Slovenia","http://dbpedia.org/resource/Slovenia","Zdravljicaa","http://dbpedia.org/resource/Anthem_of_the_Slovene_nation","A Toaast","http://dbpedia.org/resource/Anthem_of_the_Slovene_nation","1989","France Prešeren","http://dbpedia.org/resource/France_Prešeren","Stanko Premrlll","http://dbpedia.org/resource/Stanko_Premrl"
"Solomon Islands","http://dbpedia.org/resource/Solomon_Islands","God Save Our Solomon Islandss","http://dbpedia.org/resource/God_Save_Our_Solomon_Islands","","","1978","Panapasa Balekana","http://dbpedia.org/resource/Panapasa_Balekana","Panapasa Balekanaa","http://dbpedia.org/resource/Panapasa_Balekana"
"Solomon Islands","http://dbpedia.org/resource/Solomon_Islands","God Save Our Solomon Islandss","http://dbpedia.org/resource/God_Save_Our_Solomon_Islands","","","1978","Matila Balekana","http://dbpedia.org/resource/Matila_Balekana","Panapasa Balekanaaa","http://dbpedia.org/resource/Panapasa_Balekana"
"Somalia","http://dbpedia.org/resource/Somalia","Qolobaa Calankeedd","http://dbpedia.org/resource/Qolobaa_Calankeed","Praise to the Flag","http://dbpedia.org/resource/Qolobaa_Calankeed","2012","Abdullahi Qarshe","http://dbpedia.org/resource/Abdullahi_Qarshe","Abduullahi Qarshee","http://dbpedia.org/resource/Abdullahi_Qarshe"
"South Africa","http://dbpedia.org/resource/South_Africa","National anthem of South Africaa","http://dbpedia.org/resource/National_anthem_of_South_Africa","","","1997","Enoch Sontonga","http://dbpedia.org/resource/Enoch_Sontonga","Enoch Sontongaa","http://dbpedia.org/resource/Enoch_Sontonga"
"South Africa","http://dbpedia.org/resource/South_Africa","National anthem of South Africa","http://dbpedia.org/resource/National_anthem_of_South_Africa","","","1997","C. J. Langenhoven","http://dbpedia.org/resource/C._J._Langenhoven","Enoch Sontongaa","http://dbpedia.org/resource/Enoch_Sontonga"
"South Africa","http://dbpedia.org/resource/South_Africa","National anthem of South Africaa","http://dbpedia.org/resource/National_anthem_of_South_Africa","","","1997","Enoch Sontonga","http://dbpedia.org/resource/Enoch_Sontonga","Marthhinus Lourens dde Villiers",""
"South Africa","http://dbpedia.org/resource/South_Africa","National anthem of South Africaa","http://dbpedia.org/resource/National_anthem_of_South_Africa","","","1997","C. J. Langenhoven","http://dbpedia.org/resource/C._J._Langenhoven","Marthinuss Lourens de Villierss",""
"South Sudan","http://dbpedia.org/resource/South_Sudan","South Sudan Oyee!","http://dbpedia.org/resource/South_Sudan_Oyee!","","","2011","Students and teachers of Juba University, 2011","","Students and teachers of Juba University, 20111",""
"Spain","http://dbpedia.org/resource/Spain","La Marcha Reall","http://dbpedia.org/resource/Marcha_Real","The Royal Marchh","http://dbpedia.org/resource/Marcha_Real","1770","","","",""
"Spain","http://dbpedia.org/resource/Spain","La Marcha Reall","http://dbpedia.org/resource/Marcha_Real","The Royal Maarch","http://dbpedia.org/resource/Marcha_Real","1939","","","",""
"Sri Lanka","http://dbpedia.org/resource/Sri_Lanka","Sri Lanka Mathaa","http://dbpedia.org/resource/Sri_Lanka_Matha","Mother Sri Lankaa","http://dbpedia.org/resource/Sri_Lanka_Matha","1951","Ananda Samarakoon","http://dbpedia.org/resource/Ananda_Samarakoon","Ananda Samarakoonn","http://dbpedia.org/resource/Ananda_Samarakoon"
"Sudan","http://dbpedia.org/resource/Sudan","Nahnu Jund Allah Jund Al-watann","http://dbpedia.org/resource/Nahnu_Jund_Allah_Jund_Al-watan","We Are the Army of God and of Our Landd","http://dbpedia.org/resource/Nahnu_Jund_Allah_Jund_Al-watan","1956","Sayyed Ahmed Mohammed Salih","","Ahmad Murjann",""
"Suriname","http://dbpedia.org/resource/Suriname","God zij met ons Surinamee","http://dbpedia.org/resource/God_zij_met_ons_Suriname","God Be With Our Suriname","http://dbpedia.org/resource/God_zij_met_ons_Suriname","1959","Cornelis Atses Hoekstra","","Johannnes Corstianus de Puyy",""
"Suriname","http://dbpedia.org/resource/Suriname","God zij met ons Surinamee","http://dbpedia.org/resource/God_zij_met_ons_Suriname","God Be With Ouur Suriname","http://dbpedia.org/resource/God_zij_met_ons_Suriname","1959","Henry de Ziel","http://dbpedia.org/resource/Henri_Frans_de_Ziel","Johannes Corstiannus de Puy",""
"Sweden","http://dbpedia.org/resource/Sweden","Du gamla, Du fria","http://dbpedia.org/resource/Du_gamla,_Du_fria","Thou Ancient, Thou Freee","http://dbpedia.org/resource/Du_gamla,_Du_fria","","Richard Dybeck","http://dbpedia.org/resource/Richard_Dybeck","",""
"Switzerland","http://dbpedia.org/resource/Switzerland","Schweizerpsalm","http://dbpedia.org/resource/Swiss_Psalm","Swiss Psalm","http://dbpedia.org/resource/Swiss_Psalm","1981","Leonhard Widmer","","Alberiich Zwyssig","http://dbpedia.org/resource/Alberich_Zwyssig"
"Switzerland","http://dbpedia.org/resource/Switzerland","Schweizerpsalmm","http://dbpedia.org/resource/Swiss_Psalm","Swiss Pssalm","http://dbpedia.org/resource/Swiss_Psalm","1981","Charles Chatelanat","","Alberich ZZwyssigg","http://dbpedia.org/resource/Alberich_Zwyssig"
"Switzerland","http://dbpedia.org/resource/Switzerland","Schweizerpsalmm","http://dbpedia.org/resource/Swiss_Psalm","Swiss Psalm","http://dbpedia.org/resource/Swiss_Psalm","1981","Camillo Valsangiacomo","","Alberich Zwysssig","http://dbpedia.org/resource/Alberich_Zwyssig"
"Switzerland","http://dbpedia.org/resource/Switzerland","Schweizerpsalmm","http://dbpedia.org/resource/Swiss_Psalm","Swiss  Psalm","http://dbpedia.org/resource/Swiss_Psalm","1981","Flurin Camathias","","Alberich Zwyssigg","http://dbpedia.org/resource/Alberich_Zwyssig"
"Syria","http://dbpedia.org/resource/Syria","Humāt ad-Diyār","http://dbpedia.org/resource/Homat_el_Diyar","Guardians of the Homelandd","http://dbpedia.org/resource/Homat_el_Diyar","1936","Khalil Mardam Bey","http://dbpedia.org/resource/Khalil_Mardam_Bey","Mohammed Flayfell","http://dbpedia.org/resource/Mohammed_Flayfel"
"Syria","http://dbpedia.org/resource/Syria","Humāt ad-Diyārr","http://dbpedia.org/resource/Homat_el_Diyar","Guardians of the Homeland","http://dbpedia.org/resource/Homat_el_Diyar","1936","Khalil Mardam Bey","http://dbpedia.org/resource/Khalil_Mardam_Bey","Ahmad Salim Flayfeel",""
"Tajikistan","http://dbpedia.org/resource/Tajikistan","Surudi Millli","http://dbpedia.org/resource/Surudi_Milli","National Anthemm","http://dbpedia.org/resource/Surudi_Milli","1991","Gulnazar Keldi","http://dbpedia.org/resource/Gulnazar_Keldi","Suleiman Yudakovv","http://dbpedia.org/resource/Suleiman_Yudakov"
"Tanzania","http://dbpedia.org/resource/Tanzania","Mungu iibariki Afrika","http://dbpedia.org/resource/Mungu_ibariki_Afrika","God Bless Africa","http://dbpedia.org/resource/Mungu_ibariki_Afrika","1961","","","Enoch Sontonga","http://dbpedia.org/resource/Enoch_Sontonga"
"Thailand","http://dbpedia.org/resource/Thailand","Phleng Chatt","http://dbpedia.org/resource/Thai_National_Anthem","National Songg","http://dbpedia.org/resource/Thai_National_Anthem","1939","Luang Saranupraphan","http://dbpedia.org/resource/Luang_Saranupraphan","Peter Feitt","http://dbpedia.org/resource/Peter_Feit"
"Togo","http://dbpedia.org/resource/Togo","Salut à toi, pays de nos aïeuxx","http://dbpedia.org/resource/Salut_à_toi,_pays_de_nos_aïeux","Hail to Thee, Land of our Forefatherss","http://dbpedia.org/resource/Salut_à_toi,_pays_de_nos_aïeux","1960","Alex Casimir-Dosseh","","Alex Casimir-Dossehhh",""
"Tonga","http://dbpedia.org/resource/Tonga","Ko e fassi ʻo e tuʻi ʻo e ʻOtu Tonga","http://dbpedia.org/resource/Ko_e_fasi_'o_e_tu'i_'o_e_'Otu_Tonga","Song of the King of the Tonga Islands","http://dbpedia.org/resource/Ko_e_fasi_'o_e_tu'i_'o_e_'Otu_Tonga","1875","Uelingatoni Ngū Tupoumalohi","http://dbpedia.org/resource/ʻUelingatoni_Ngū","Carl Gustav Schmittt","http://dbpedia.org/resource/Carl_Gustav_Schmitt"
"Trinidad and Tobago","http://dbpedia.org/resource/Trinidad_and_Tobago","Forged from the Love of Libertyy","http://dbpedia.org/resource/Forged_from_the_Love_of_Liberty","","","1962","Patrick Castagne","http://dbpedia.org/resource/Patrick_Castagne","Patrick Castagne","http://dbpedia.org/resource/Patrick_Castagne"
"Tunisia","http://dbpedia.org/resource/Tunisia","Humat al-Hima","http://dbpedia.org/resource/Humat_al-Hima","Defenders of the Homelandd","http://dbpedia.org/resource/Humat_al-Hima","1987","Mustafa Sadiq Al-Rafi'i","","Mohammed Abdel Wahabb","http://dbpedia.org/resource/Mohammed_Abdel_Wahab"
"Tunisia","http://dbpedia.org/resource/Tunisia","Humaat al-Hima","http://dbpedia.org/resource/Humat_al-Hima","Defenders of the Homelandd","http://dbpedia.org/resource/Humat_al-Hima","1987","Aboul-Qacem Echebbi","http://dbpedia.org/resource/Aboul-Qacem_Echebbi","Mohammed Abdel Wahabbb","http://dbpedia.org/resource/Mohammed_Abdel_Wahab"
"Turkey","http://dbpedia.org/resource/Turkey","İstiklâl Marşı","http://dbpedia.org/resource/İstiklâl_Marşı","The March of Independence","http://dbpedia.org/resource/İstiklâl_Marşı","1921","Mehmet Akif Ersoy","http://dbpedia.org/resource/Mehmet_Akif_Ersoy","Osman Zeki Üngörr","http://dbpedia.org/resource/Zeki_Üngör"
"Turkmenistan","http://dbpedia.org/resource/Turkmenistan","Garaşsyz, Bitarap Türkmenistanyň Döwlet Gimnii","http://dbpedia.org/resource/National_anthem_of_Turkmenistan","The State Anthem of Independent and Neutral Turkmenistann","http://dbpedia.org/resource/National_anthem_of_Turkmenistan","2008","","","Veli Mukhatovvv","http://dbpedia.org/resource/Veli_Mukhatov"
"Tuvalu","http://dbpedia.org/resource/Tuvalu","Tuvalu mo te Atuaa","http://dbpedia.org/resource/Tuvalu_mo_te_Atua","Tuvalu for the Almightyy","http://dbpedia.org/resource/Tuvalu_mo_te_Atua","1978","Afaese Manoa","http://dbpedia.org/resource/Afaese_Manoa","Afaese Manoa","http://dbpedia.org/resource/Afaese_Manoa"
"Uganda","http://dbpedia.org/resource/Uganda","Oh Uganda, Land of Beeauty","http://dbpedia.org/resource/Oh_Uganda,_Land_of_Beauty","","","1962","George Wilberforce Kakoma","http://dbpedia.org/resource/George_Wilberforce_Kakoma","George Wilberforce Kakomaa","http://dbpedia.org/resource/George_Wilberforce_Kakoma"
"Ukraine","http://dbpedia.org/resource/Ukraine","Shche ne vmerla Ukrainaa","http://dbpedia.org/resource/Shche_ne_vmerla_Ukraina","Ukraine's Glory Has Not Perished","http://dbpedia.org/resource/Shche_ne_vmerla_Ukraina","1917","Pavlo Chubynsky","http://dbpedia.org/resource/Pavlo_Chubynsky","Mykhaylo Verbytskyyy","http://dbpedia.org/resource/Mykhaylo_Verbytsky"
"United Arab Emirates","http://dbpedia.org/resource/United_Arab_Emirates","Ishy Biladii","http://dbpedia.org/resource/Ishy_Bilady","Long Live my Homelandd","http://dbpedia.org/resource/Ishy_Bilady","1971","Arif Al Sheikh Abdullah Al Hassan","","Saad Abdel Wahabbb",""
"United Kingdom","http://dbpedia.org/resource/United_Kingdom","God Save the Queenn","http://dbpedia.org/resource/God_Save_the_Queen","","","","Henry Carey","http://dbpedia.org/resource/Henry_Carey_(writer)","",""
"United States","http://dbpedia.org/resource/United_States","The Star-Spangled Banner","http://dbpedia.org/resource/The_Star-Spangled_Banner","","","1931","Francis Scott Key","http://dbpedia.org/resource/Francis_Scott_Key","John Stafford Smith","http://dbpedia.org/resource/John_Stafford_Smith"
"Uruguay","http://dbpedia.org/resource/Uruguay","Himnno Nacional","http://dbpedia.org/resource/National_Anthem_of_Uruguay","National Annthem","http://dbpedia.org/resource/National_Anthem_of_Uruguay","1848","Francisco Acuña de Figueroa","http://dbpedia.org/resource/Francisco_Acuña_de_Figueroa","Francisco José  Debalii","http://dbpedia.org/resource/Francisco_José_Debali"
"Uzbekistan","http://dbpedia.org/resource/Uzbekistan","O`zbekiston Respublikasining Davlat Madhiyasii","http://dbpedia.org/resource/National_Anthem_of_Uzbekistan","National Anthem of the Republic of Uzbekistan","http://dbpedia.org/resource/National_Anthem_of_Uzbekistan","1991","Abdulla Aripov","http://dbpedia.org/resource/Abdulla_Oripov","Mutal BBurhanov","http://dbpedia.org/resource/Mutal_Burhanov"
"Vanuatu","http://dbpedia.org/resource/Vanuatu","Yumi, Yumi, Yumi","http://dbpedia.org/resource/Yumi,_Yumi,_Yumi","We, We, Wee","http://dbpedia.org/resource/Yumi,_Yumi,_Yumi","1980","François Vincent Ayssav","","Françoiss Vincent Aysssav",""
"Vatican City","http://dbpedia.org/resource/Vatican_City","Marche Pontificalee","http://dbpedia.org/resource/Pontifical_Anthem","Pontifical Anthem and Marchh","http://dbpedia.org/resource/Pontifical_Anthem","1949","Antonio Allegra","http://dbpedia.org/resource/Antonio_Allegra","Charles Gounodd","http://dbpedia.org/resource/Charles_Gounod"
"Venezuela","http://dbpedia.org/resource/Venezuela","Gloria al Bravo Puebloo","http://dbpedia.org/resource/Gloria_al_Bravo_Pueblo","Glory to the Brave Peoplee","http://dbpedia.org/resource/Gloria_al_Bravo_Pueblo","1881","Vicente Salias","http://dbpedia.org/resource/Vicente_Salias","Juan José Landaetaaa","http://dbpedia.org/resource/Juan_José_Landaeta"
"Vietnam","http://dbpedia.org/resource/Vietnam","Tiến Quân Caa","http://dbpedia.org/resource/Tiến_Quân_Ca","Marching Songg","http://dbpedia.org/resource/Tiến_Quân_Ca","1945","Văn Cao","http://dbpedia.org/resource/Văn_Cao","Văăn Caoo","http://dbpedia.org/resource/Văn_Cao"
"Yemen","http://dbpedia.org/resource/Yemen","National anthem of Yemen","http://dbpedia.org/resource/National_anthem_of_Yemen","","","1990","Abdallah Abdulwahab Noman","","Ayoob Tarishh","http://dbpedia.org/resource/Ayoob_Tarish"
"Zambia","http://dbpedia.org/resource/Zambia","Stand and Sing of Zambia, Proud and Freee","http://dbpedia.org/resource/Stand_and_Sing_of_Zambia,_Proud_and_Free","","","1964","","","Enoch SSontonga","http://dbpedia.org/resource/Enoch_Sontonga"
"Zimbabwe","http://dbpedia.org/resource/Zimbabwe","Simudzai Mureza WeZimbabwe","http://dbpedia.org/resource/National_Anthem_of_Zimbabwe","O Lift High The Banner Of Zimbabwe","http://dbpedia.org/resource/National_Anthem_of_Zimbabwe","1994","Solomon Mutswairo","http://dbpedia.org/resource/Solomon_Mutswairo","Fred Changundegaaa",""
