"Rank","Brand","Brand__URI","Value","Industry","Industry__URI"
74,"Avon","http://dbpedia.org/resource/Avon_Products http://dbpedia.org/resource/Avon_Products,_Inc. http://dbpedia.org/resource/Avon_Lady http://dbpedia.org/resource/Avon_Corporation http://dbpedia.org/resource/Avon_Products_Incorporated http://dbpedia.org/resource/Avon_lady http://dbpedia.org/resource/Avon_foundation http://dbpedia.org/resource/Avon_Products_Inc. http://dbpedia.org/resource/Avon_Cosmetics http://dbpedia.org/resource/California_Perfume_Company http://dbpedia.org/resource/Avon_Walk_for_Breast_Cancer http://dbpedia.org/resource/Avon_makeup http://dbpedia.org/resource/Avon_walk_for_breast_cancer http://dbpedia.org/resource/Avon_Sales_Leadership_(UK) http://dbpedia.org/resource/Avon_Products http://dbpedia.org/resource/Avon_Products,_Inc http://dbpedia.org/resource/Avon_ladies http://dbpedia.org/resource/Avon_Products_Inc http://dbpedia.org/resource/Avon_Foundation http://dbpedia.org/resource/Avon_calling",6598,"Personal Care","http://dbpedia.org/resource/Personal_Care"
75,"Chanel","http://dbpedia.org/resource/Chanel http://dbpedia.org/resource/Chanel_S.A. http://dbpedia.org/resource/Chanel_No._9 http://dbpedia.org/resource/House_of_Chanel http://dbpedia.org/resource/Chanel_No._55 http://dbpedia.org/resource/The_House_of_Chanel http://dbpedia.org/resource/Chanel_No._21 http://dbpedia.org/resource/Chanel_No._46 http://dbpedia.org/resource/Chanel_sunglasses http://dbpedia.org/resource/Chanel_No._18 http://dbpedia.org/resource/Chanel_No._11 http://dbpedia.org/resource/CHANEL http://dbpedia.org/resource/Chanel_SA http://dbpedia.org/resource/Chanel_suit http://dbpedia.org/resource/Chanel_No._27 http://dbpedia.org/resource/Chanel_No._1 http://dbpedia.org/resource/Chanel_No._20 http://dbpedia.org/resource/Chanel http://dbpedia.org/resource/Chanel_No._14 http://dbpedia.org/resource/Chanel_No._7",6499,"Luxury","http://dbpedia.org/resource/Luxury_good"
76,"ING","http://dbpedia.org/resource/ING_Group http://dbpedia.org/resource/Equitable_of_Iowa_Companies http://dbpedia.org/resource/Ingdirect http://dbpedia.org/resource/ING_Investment_Management http://dbpedia.org/resource/ING_Real_Estate http://dbpedia.org/resource/Ing_diba http://dbpedia.org/resource/Ing_investment_management http://dbpedia.org/resource/Internationale_Nederlanden_Group http://dbpedia.org/resource/ING_Groep http://dbpedia.org/resource/ING_Real_Estate_Development http://dbpedia.org/resource/ING_Group http://dbpedia.org/resource/ING_Bank_NV http://dbpedia.org/resource/ING_DiBa http://dbpedia.org/resource/Equitable_of_Iowa http://dbpedia.org/resource/ING_Bank_(Eurasia) http://dbpedia.org/resource/INGDirect http://dbpedia.org/resource/ING_group http://dbpedia.org/resource/ING_DIRECT http://dbpedia.org/resource/Security_Life_of_Denver_Insurance_Company http://dbpedia.org/resource/ING_Bank http://dbpedia.org/resource/ReliaStar http://dbpedia.org/resource/ING_Groep_NV http://dbpedia.org/resource/ING_Direct http://dbpedia.org/resource/Equitable_Life_Insurance_Company_of_Iowa http://dbpedia.org/resource/Electric_orange http://dbpedia.org/resource/Ing.nl http://dbpedia.org/resource/The_Discerning_Eye_ING_Art_Prize http://dbpedia.org/resource/Ing_direct http://dbpedia.org/resource/ING_Group_NV http://dbpedia.org/resource/INGYourNumber http://dbpedia.org/resource/ING_Groep_Naamloze_vennootschap http://dbpedia.org/resource/ING http://dbpedia.org/resource/ING_Groep_N.V. http://dbpedia.org/resource/ReliaStar_Life_Insurance_Company http://dbpedia.org/resource/ING_Bank_Eurasia",6353,"Bank","http://dbpedia.org/resource/Banking_industry"
77,"Target","http://dbpedia.org/resource/Target_Corporation http://dbpedia.org/resource/Super_target http://dbpedia.org/resource/Target_(store) http://dbpedia.org/resource/Target_(discount_store) http://dbpedia.org/resource/SuperTargets http://dbpedia.org/resource/Market_Pantry http://dbpedia.org/resource/Target_Stores http://dbpedia.org/resource/Target_USA http://dbpedia.org/resource/TRUTECH http://dbpedia.org/resource/Target_(retail_store) http://dbpedia.org/resource/Target_(company) http://dbpedia.org/resource/The_Target_Corporation http://dbpedia.org/resource/Target_Co http://dbpedia.org/resource/Target_Corp. http://dbpedia.org/resource/Target_Co. http://dbpedia.org/resource/Target_Bank http://dbpedia.org/resource/John_Mulligan_(businessman) http://dbpedia.org/resource/Target_Corp http://dbpedia.org/resource/Dayton-Hudson_Corp. http://dbpedia.org/resource/Target_(department_store) http://dbpedia.org/resource/Target�Â�® http://dbpedia.org/resource/Dayton_Hudson_Family_of_Stores http://dbpedia.org/resource/CityTarget http://dbpedia.org/resource/The_Dayton_Hudson_Family_of_Stores http://dbpedia.org/resource/Target_com http://dbpedia.org/resource/Target,_Inc. http://dbpedia.org/resource/Dayton_Hudson_Corp. http://dbpedia.org/resource/Target_Brands http://dbpedia.org/resource/Dayton_Hudson http://dbpedia.org/resource/Dayton_Hudson_Corporation http://dbpedia.org/resource/Target_Greatlands http://dbpedia.org/resource/Target_Commercial_Interiors http://dbpedia.org/resource/Targ�Ã�©t http://dbpedia.org/resource/Tarjay http://dbpedia.org/resource/TargetExpress http://dbpedia.org/resource/SuperTarget http://dbpedia.org/resource/Target_Corporation http://dbpedia.org/resource/Criticism_of_Target_Corporation http://dbpedia.org/resource/Target_stores http://dbpedia.org/resource/Target.com http://dbpedia.org/resource/Target_store http://dbpedia.org/resource/Dayton-Hudson_Corporation http://dbpedia.org/resource/Target_(discount_retailer) http://dbpedia.org/resource/Target_National_Bank http://dbpedia.org/resource/Super_Target http://dbpedia.org/resource/Target_House,_Memphis http://dbpedia.org/resource/Target_Shopping_Center http://dbpedia.org/resource/Target_(retailer) http://dbpedia.org/resource/Target_data_breach http://dbpedia.org/resource/Archer_farms http://dbpedia.org/resource/Target_Brands,_Inc. http://dbpedia.org/resource/Target_Greatland http://dbpedia.org/resource/Target_REDcard http://dbpedia.org/resource/Dayton�â��Hudson_Corporation http://dbpedia.org/resource/Tar-Zhay http://dbpedia.org/resource/Tar-zhay http://dbpedia.org/resource/Clearrx",6135,"Retail","http://dbpedia.org/resource/Retail_industry"
78,"Amazon","http://dbpedia.org/resource/Amazon.com http://dbpedia.org/resource/Amazon_(store) http://dbpedia.org/resource/AmazonWebstore http://dbpedia.org/resource/Amazon_com http://dbpedia.org/resource/Amazon_Digital_Services http://dbpedia.org/resource/Amazon_Jersey http://dbpedia.org/resource/Amazon_books http://dbpedia.org/resource/Amazon_store http://dbpedia.org/resource/Bookworm.com http://dbpedia.org/resource/Amazon_Software_Download http://dbpedia.org/resource/Amazon.com_Inc. http://dbpedia.org/resource/Amazon_Local http://dbpedia.org/resource/SoundUnwound http://dbpedia.org/resource/Amazon.fr http://dbpedia.org/resource/Amazon_astore http://dbpedia.org/resource/Brilliance_Audio http://dbpedia.org/resource/AmazonLocal http://dbpedia.org/resource/Myhabit.com http://dbpedia.org/resource/Amazon_dot_com http://dbpedia.org/resource/Amazon.com_exclusive http://dbpedia.org/resource/Pinzon_(trademark) http://dbpedia.org/resource/Shopbop http://dbpedia.org/resource/Look.com http://dbpedia.org/resource/Amazoncom http://dbpedia.org/resource/Amazon_Services http://dbpedia.org/resource/Amazon_jp http://dbpedia.org/resource/CreateSpace_Independent_Publishing_Platform http://dbpedia.org/resource/Sound_unwound http://dbpedia.org/resource/AmazonBasics http://dbpedia.org/resource/Amazon.in http://dbpedia.org/resource/Casa.com http://dbpedia.org/resource/Amazon.ca http://dbpedia.org/resource/Amazon_(website) http://dbpedia.org/resource/Booksurge http://dbpedia.org/resource/Amazon.com http://dbpedia.org/resource/AfterSchool.com http://dbpedia.org/resource/Amazon_Inc. http://dbpedia.org/resource/Amazon_Game_Studios http://dbpedia.org/resource/Wag.com http://dbpedia.org/resource/Cadabra.com http://dbpedia.org/resource/BeautyBar.com http://dbpedia.org/resource/BookSurge_LLC http://dbpedia.org/resource/Amazon.com_Inc http://dbpedia.org/resource/Amazon_Affiliates http://dbpedia.org/resource/CreateSpace.com http://dbpedia.org/resource/Amazon_Video_Direct http://dbpedia.org/resource/Amazon_Japan http://dbpedia.org/resource/Amazon_Corp. http://dbpedia.org/resource/Amazon.co.UK http://dbpedia.org/resource/Www.amazon.com http://dbpedia.org/resource/Amazon≷� http://dbpedia.org/resource/Amazon_Internet_store http://dbpedia.org/resource/Indigo_Starfish http://dbpedia.org/resource/Amazon_company http://dbpedia.org/resource/ZShops http://dbpedia.org/resource/Amazon.de http://dbpedia.org/resource/AmazonWireless http://dbpedia.org/resource/Amazon_Com_Inc http://dbpedia.org/resource/Amazon_Prime_Day http://dbpedia.org/resource/Amazon_(company) http://dbpedia.org/resource/Soundunwound.com http://dbpedia.org/resource/Sound_Unwound http://dbpedia.org/resource/Amazon.it http://dbpedia.org/resource/Vine.com http://dbpedia.org/resource/Soundunwound http://dbpedia.org/resource/List_of_Amazon.com_subsidiaries http://dbpedia.org/resource/Amazon_(bookstore) http://dbpedia.org/resource/Amazon_(online) http://dbpedia.org/resource/Amazon_EU_SARL http://dbpedia.org/resource/Amazon.com/ http://dbpedia.org/resource/Amazon.co.jp http://dbpedia.org/resource/Amazon.com_Incorporated http://dbpedia.org/resource/Amazon_(retailer) http://dbpedia.org/resource/Amazon_UK http://dbpedia.org/resource/AMZN http://dbpedia.org/resource/Amazon_Webstore http://dbpedia.org/resource/SoundUnwound.com http://dbpedia.org/resource/Amazon_Connect http://dbpedia.org/resource/AStore http://dbpedia.org/resource/Amazon_Internet_retailer http://dbpedia.org/resource/Yoyo.com http://dbpedia.org/resource/Amazon.co.uk http://dbpedia.org/resource/Amazon.Com http://dbpedia.org/resource/Amazon.com,_Inc http://dbpedia.org/resource/Amazon_Dot_Com http://dbpedia.org/resource/Unboxed.com http://dbpedia.org/resource/CustomFlix http://dbpedia.org/resource/Amazon_leadership_principles http://dbpedia.org/resource/Amazon.com,_Inc.",5983,"Software","http://dbpedia.org/resource/Software"
79,"Colgate","http://dbpedia.org/resource/Colgate-Palmolive http://dbpedia.org/resource/Dermassage http://dbpedia.org/resource/Colgate-Palmolive_Company http://dbpedia.org/resource/The_Colgate-Palmolive_Company http://dbpedia.org/resource/Colgate-Palmolive_Co. http://dbpedia.org/resource/Henry_W._Colgate http://dbpedia.org/resource/Colgate_Palmolive_Company http://dbpedia.org/resource/Axion_laundry_detergent http://dbpedia.org/resource/Colgate_&_Company http://dbpedia.org/resource/Palmolive_soap http://dbpedia.org/resource/Colgate-Palmolive-Peet http://dbpedia.org/resource/Colgate-Palmolive_Company_Incorporation http://dbpedia.org/resource/Colgate-Palmolive http://dbpedia.org/resource/Colgate_Palmolive http://dbpedia.org/resource/William_Colgate_&_Company",5839,"Personal Care","http://dbpedia.org/resource/Personal_Care"
80,"AIG","http://dbpedia.org/resource/American_International_Group http://dbpedia.org/resource/Aiggic http://dbpedia.org/resource/American_General_Corporation http://dbpedia.org/resource/American_International_Group_Inc http://dbpedia.org/resource/American_Intl._Group http://dbpedia.org/resource/AIG_Private_Equity http://dbpedia.org/resource/AIU_Holdings,_LLC http://dbpedia.org/resource/Charts,_Inc http://dbpedia.org/resource/American_General_Insurance_Company http://dbpedia.org/resource/Aiggig http://dbpedia.org/resource/Western_National_Life_Insurance_Company http://dbpedia.org/resource/American_International_Group_Incorporated http://dbpedia.org/resource/Banque_AIG http://dbpedia.org/resource/American_International_Underwriters http://dbpedia.org/resource/AIU_Holdings,_Inc. http://dbpedia.org/resource/AIU_Holdings http://dbpedia.org/resource/Chartis_Insurance http://dbpedia.org/resource/American_General_Life_Insurance_Company http://dbpedia.org/resource/American_Intl_Group_Inc http://dbpedia.org/resource/American_General http://dbpedia.org/resource/AIG_Global_Real_Estate http://dbpedia.org/resource/AIG http://dbpedia.org/resource/National_Union_Fire_Insurance_Company_of_Pittsburgh,_PA http://dbpedia.org/resource/American_International_Group,_Inc http://dbpedia.org/resource/Aig http://dbpedia.org/resource/American_International_Group_Inc. http://dbpedia.org/resource/SunAmerica http://dbpedia.org/resource/AMERICAN_INTL_GROUP http://dbpedia.org/resource/American_Int'l._Group http://dbpedia.org/resource/.aig http://dbpedia.org/resource/AIG_Insurance http://dbpedia.org/resource/American_International_Corporation http://dbpedia.org/resource/American_International_Group http://dbpedia.org/resource/Sunamerica,_Inc. http://dbpedia.org/resource/AIG_Direct http://dbpedia.org/resource/Chartis_Japan_Capital_Co. http://dbpedia.org/resource/AIG_Aviation http://dbpedia.org/resource/SunAmerica,_Inc. http://dbpedia.org/resource/American_International_Group,_Inc. http://dbpedia.org/resource/AIG_Real_Estate http://dbpedia.org/resource/AIG_American_General http://dbpedia.org/resource/Chartis_Japan_Capital_Co http://dbpedia.org/resource/American_Intl_Group http://dbpedia.org/resource/American_Home_Assurance_Company http://dbpedia.org/resource/American_Asiatic_Underwriters http://dbpedia.org/resource/American_International_Group_bailout",5665,"Finance","http://dbpedia.org/resource/Finance_industry"
81,"Wrigley's","http://dbpedia.org/resource/Wrigley_Company http://dbpedia.org/resource/Wrigley_William_JR_Co. http://dbpedia.org/resource/W._Wrigley_Co. http://dbpedia.org/resource/Wrigley's_gum http://dbpedia.org/resource/Wrigley_(Wm)_Jr. http://dbpedia.org/resource/Wrigley_Company http://dbpedia.org/resource/Wrigleys_Chewing_Gum_Company http://dbpedia.org/resource/Wrigley_Corporation http://dbpedia.org/resource/Wrigley's_Chewing_Gum http://dbpedia.org/resource/William_Wrigley_Company http://dbpedia.org/resource/Alpine_Gum http://dbpedia.org/resource/Wm._Wrigley_Jr._Company http://dbpedia.org/resource/Wm._Wrigley_Jr._Co. http://dbpedia.org/resource/Wrigleys_Chewing_Gum http://dbpedia.org/resource/William_Wrigley_Jr._Co. http://dbpedia.org/resource/Wrigleys http://dbpedia.org/resource/Wm._Wrigley,_Jr._Company http://dbpedia.org/resource/The_Wrigley_Company http://dbpedia.org/resource/Wrigley's_Chewing_Gum_Company http://dbpedia.org/resource/William_Wrigley_Jr._Company http://dbpedia.org/resource/Wrigley's http://dbpedia.org/resource/The_Wm._Wrigley_Jr._Company http://dbpedia.org/resource/Wrigleys_Chewing_Gum_Co. http://dbpedia.org/resource/Wrigley's_Chewing_Gum_Co. http://dbpedia.org/resource/The_William_Wrigley_Jr._Company",5550,"F&D&T",
82,"Cartier","http://dbpedia.org/resource/Cartier_(jeweler) http://dbpedia.org/resource/Societe_Cartier http://dbpedia.org/resource/Cartier_(jeweler) http://dbpedia.org/resource/Cartier_S.A. http://dbpedia.org/resource/Cartier(line) http://dbpedia.org/resource/Soci�Ã�©t�Ã�©_Cartier http://dbpedia.org/resource/Cartier_SA http://dbpedia.org/resource/Cartier_(The_House_of) http://dbpedia.org/resource/Cartier's",5548,"Luxury","http://dbpedia.org/resource/Luxury_good"
83,"BP","http://dbpedia.org/resource/BP http://dbpedia.org/resource/BP-AMOCO http://dbpedia.org/resource/Bp_connect http://dbpedia.org/resource/Environmental_record_of_BP http://dbpedia.org/resource/The_British_Petroleum_Company http://dbpedia.org/resource/B.p. http://dbpedia.org/resource/BP_Shop http://dbpedia.org/resource/BP_America_Inc. http://dbpedia.org/resource/British_Petroleum_Co._Ltd http://dbpedia.org/resource/BP_Exploration http://dbpedia.org/resource/Statistical_Review_of_World_Energy http://dbpedia.org/resource/British_Petroleum http://dbpedia.org/resource/BP_Plc http://dbpedia.org/resource/BP_Express http://dbpedia.org/resource/Bp http://dbpedia.org/resource/B_P http://dbpedia.org/resource/Lamar_McKay http://dbpedia.org/resource/BP_plc_(ADR) http://dbpedia.org/resource/BP_p.l.c. http://dbpedia.org/resource/BP http://dbpedia.org/resource/British_Petroleum_Company_plc http://dbpedia.org/resource/BP_Biofuels http://dbpedia.org/resource/BP_Australia http://dbpedia.org/resource/British_Petroleum_Company http://dbpedia.org/resource/BP_Amoco http://dbpedia.org/resource/The_British_Petroleum_Company_Plc http://dbpedia.org/resource/BP_America http://dbpedia.org/resource/BP_Products_North_America http://dbpedia.org/resource/BPAmoco http://dbpedia.org/resource/BP_P.L.C. http://dbpedia.org/resource/Beyond_Petroleum http://dbpedia.org/resource/BP_Exploration_Alaska http://dbpedia.org/resource/BP_plc http://dbpedia.org/resource/The_British_Petroleum_Company_plc http://dbpedia.org/resource/BP_Group",5470,"Oil & Gas","http://dbpedia.org/resource/Oil_and_gas_industry"
84,"Auchan","http://dbpedia.org/resource/Auchan http://dbpedia.org/resource/Auchan_Hypermarket http://dbpedia.org/resource/Auchan_Texfield_Inc http://dbpedia.org/resource/Auchan_International_SA http://dbpedia.org/resource/TexField_Inc. http://dbpedia.org/resource/Auchan_Group http://dbpedia.org/resource/Auchan_(Hypermarket) http://dbpedia.org/resource/Auchan_USA_Inc http://dbpedia.org/resource/Auchan_U.S.A. http://dbpedia.org/resource/Groupe_Auchan http://dbpedia.org/resource/Texfield_Inc. http://dbpedia.org/resource/Auchan http://dbpedia.org/resource/Auchan_USA,_Inc.",5354,"Retail","http://dbpedia.org/resource/Retail_industry"
85,"Electronic Arts","http://dbpedia.org/resource/Electronic_Arts http://dbpedia.org/resource/Electronic_Arts http://dbpedia.org/resource/EA_Distribution http://dbpedia.org/resource/E_A http://dbpedia.org/resource/EA_Games http://dbpedia.org/resource/EA_Best_Hits http://dbpedia.org/resource/EA_Partners http://dbpedia.org/resource/SoftArt http://dbpedia.org/resource/EA http://dbpedia.org/resource/Electronic_arts http://dbpedia.org/resource/EA_Baltimore http://dbpedia.org/resource/EA_Japan http://dbpedia.org/resource/AnimationToolkit http://dbpedia.org/resource/Electronic_Arts_Games http://dbpedia.org/resource/Eagames http://dbpedia.org/resource/EA_(video_game_company) http://dbpedia.org/resource/EA.com http://dbpedia.org/resource/Elecrtonic_Arts http://dbpedia.org/resource/Ea_games http://dbpedia.org/resource/Electronic_Arts,_Inc. http://dbpedia.org/resource/E-A http://dbpedia.org/resource/Electronic_Arts_logo http://dbpedia.org/resource/Electronic_Arts_United_Kingdom http://dbpedia.org/resource/Electronic_Arts_Inc http://dbpedia.org/resource/EA_Originals http://dbpedia.org/resource/EA_Seattle http://dbpedia.org/resource/Electrontic_Arts http://dbpedia.org/resource/Electronic_Arts_Square,_K.K. http://dbpedia.org/resource/Electronic_Arts_UK http://dbpedia.org/resource/Electronic_Arts_Inc. http://dbpedia.org/resource/Ea http://dbpedia.org/resource/E.A. http://dbpedia.org/resource/Electronic_Arts_Tiburon http://dbpedia.org/resource/Electronics_Arts http://dbpedia.org/resource/Electronic_Arts_(game_studio) http://dbpedia.org/resource/EA_games http://dbpedia.org/resource/EA_Korea http://dbpedia.org/resource/Chillingo http://dbpedia.org/resource/EA_Chicago http://dbpedia.org/resource/EA_Bright_Light_Studios http://dbpedia.org/resource/Fe_(video_game) http://dbpedia.org/resource/EA*Kids http://dbpedia.org/resource/Electronic_Arts,_Inc http://dbpedia.org/resource/Electronic_Arts_Square http://dbpedia.org/resource/EIS_(European_Integration_Studio) http://dbpedia.org/resource/Criticism_of_Electronic_Arts",5300,"Software","http://dbpedia.org/resource/Software"
86,"Renault","http://dbpedia.org/resource/Renault http://dbpedia.org/resource/Renault_Maxthon http://dbpedia.org/resource/Renault_W'air http://dbpedia.org/resource/Serge_Yoccoz http://dbpedia.org/resource/Renault http://dbpedia.org/resource/Renault_SA http://dbpedia.org/resource/Renault_S.A. http://dbpedia.org/resource/Groupe_Renault http://dbpedia.org/resource/R�Ã�©gie_Nationale_des_Usines_Renault http://dbpedia.org/resource/Renault_Motors http://dbpedia.org/resource/Renault_W'Air",5173,"Cars","http://dbpedia.org/page/Automotive_industry"
87,"Zara","http://dbpedia.org/resource/Zara_(retailer) http://dbpedia.org/resource/Zara_(retailer) http://dbpedia.org/resource/Zara_(textile_store) http://dbpedia.org/resource/Zara_Fashion http://dbpedia.org/resource/Zara_(clothing)",5112,"Apparel","http://dbpedia.org/resource/Apparel_industry"
88,"Barclays","http://dbpedia.org/resource/Barclays http://dbpedia.org/resource/Barclays_DCO http://dbpedia.org/resource/Barclays_Bank_International_Limited http://dbpedia.org/resource/Barclay�â��s_Bank http://dbpedia.org/resource/Barclays_American http://dbpedia.org/resource/Barclays_Capital_Japan_Limited http://dbpedia.org/resource/Barclay_Bank http://dbpedia.org/resource/Barclays_plc http://dbpedia.org/resource/Barclays_Plc http://dbpedia.org/resource/Barclays_(DCO) http://dbpedia.org/resource/Barclays_PLC_(ADR) http://dbpedia.org/resource/Barclays_GEMS_Asia-8_ETN http://dbpedia.org/resource/Barclays_Bank_(Dominion,_Colonial_and_Overseas) http://dbpedia.org/resource/Barclays_Bank_of_Delaware http://dbpedia.org/resource/Barclays_Bank_plc http://dbpedia.org/resource/Barclays_bank http://dbpedia.org/resource/Barclays_Group_US http://dbpedia.org/resource/Barclay_&_Co. http://dbpedia.org/resource/Barclays_Bank_(DCO) http://dbpedia.org/resource/BarclaysAmerican http://dbpedia.org/resource/Barclay's http://dbpedia.org/resource/Barclays_Bank_Ltd http://dbpedia.org/resource/Barclays_Ventures http://dbpedia.org/resource/Barclays http://dbpedia.org/resource/Barclays_PLC http://dbpedia.org/resource/Barclays_Bank http://dbpedia.org/resource/Barclays_Bank_PLC http://dbpedia.org/resource/Barclay's_Bank http://dbpedia.org/resource/Barclays.co.uk http://dbpedia.org/resource/Barclays_Bank,_PLC http://dbpedia.org/resource/Barclays_Stockbrokers http://dbpedia.org/resource/Barclays,_plc http://dbpedia.org/resource/Barclay's_bank http://dbpedia.org/resource/Barclays_Bank_Plc http://dbpedia.org/resource/BARCLAYS_PLC",5070,"Bank","http://dbpedia.org/resource/Banking_industry"
89,"Lexus","http://dbpedia.org/resource/Lexus http://dbpedia.org/resource/Toyota_Lexus http://dbpedia.org/resource/Lexus_2010 http://dbpedia.org/resource/Lexus_Personalized_Settings http://dbpedia.org/resource/Lexus_International http://dbpedia.org/resource/Lexus",5050,"Cars","http://dbpedia.org/page/Automotive_industry"
90,"Rolex","http://dbpedia.org/resource/Rolex http://dbpedia.org/resource/Wilsdorf_and_Davis http://dbpedia.org/resource/Tudor_watches http://dbpedia.org/resource/Rolex_Oyster http://dbpedia.org/resource/Hans_Wilsdorf_Foundation http://dbpedia.org/resource/Tudor_watch http://dbpedia.org/resource/Rolex_Pocket_Watch http://dbpedia.org/resource/Rolex_SA http://dbpedia.org/resource/Rolex http://dbpedia.org/resource/Rolex_watch http://dbpedia.org/resource/Speedking http://dbpedia.org/resource/Rolex_watches http://dbpedia.org/resource/Patrick_Heiniger http://dbpedia.org/resource/Tudor_(watch)",4925,"Luxury","http://dbpedia.org/resource/Luxury_good"
91,"Allstate","http://dbpedia.org/resource/Allstate http://dbpedia.org/resource/Lincoln_Benefit_Life_Company http://dbpedia.org/resource/The_Allstate_Corporation http://dbpedia.org/resource/Allstate_Insurance http://dbpedia.org/resource/All_State http://dbpedia.org/resource/Allstate_Life_Insurance_Company http://dbpedia.org/resource/Allstate_Corporation http://dbpedia.org/resource/The_Allstate_Corp. http://dbpedia.org/resource/ALLSTATE_CORP http://dbpedia.org/resource/Allstate_Insurance_Company http://dbpedia.org/resource/Answer_Financial http://dbpedia.org/resource/Allstate_Insurance_Co. http://dbpedia.org/resource/Allstate_Corp http://dbpedia.org/resource/All-State_Insurance http://dbpedia.org/resource/Allstate_Corp. http://dbpedia.org/resource/Allstate_Indemnity_Company http://dbpedia.org/resource/Allstate",4842,"Finance","http://dbpedia.org/resource/Finance_industry"
92,"Herm?s","http://dbpedia.org/resource/Herm%C3%A8s http://dbpedia.org/resource/Herm%C3%A8s",4830,"Luxury","http://dbpedia.org/resource/Luxury_good"
93,"Caterpillar","http://dbpedia.org/resource/Caterpillar_Inc. http://dbpedia.org/resource/Caterpillar_45 http://dbpedia.org/resource/Caterpillar_(boot_brand) http://dbpedia.org/resource/Caterpillar_(company) http://dbpedia.org/resource/Caterpillar_30 http://dbpedia.org/resource/LOVAT_Inc. http://dbpedia.org/resource/Caterpillar_Inc http://dbpedia.org/resource/Caterpillar_Corporation http://dbpedia.org/resource/Lovat_Inc. http://dbpedia.org/resource/Caterpillar_Company http://dbpedia.org/resource/Caterpillar,_Inc. http://dbpedia.org/resource/Daniel_M._Dickinson http://dbpedia.org/resource/RayGo http://dbpedia.org/resource/Catapiller_Inc http://dbpedia.org/resource/Caterpillar_Financial_Services_Corporation http://dbpedia.org/resource/Caterpillar_Tractor http://dbpedia.org/resource/Eugene_V._Fife http://dbpedia.org/resource/Caterpillar_Track_Type_Tractors http://dbpedia.org/resource/Cat_(construction) http://dbpedia.org/resource/Caterpillar_Tractor_Company http://dbpedia.org/resource/Caterpillar_Incorporated http://dbpedia.org/resource/Caterpillar_Inc.",4747,"Technology","http://dbpedia.org/resource/Technology"
94,"Mizuho","http://dbpedia.org/resource/Mizuho_Financial_Group http://dbpedia.org/resource/Mizuho_Financial_Group_Inc. http://dbpedia.org/resource/Mizuho_Investors_Securities_Co.,_Ltd. http://dbpedia.org/resource/Mizuho_Financial_Group http://dbpedia.org/resource/Mizuho_Financial_Group,_Inc. http://dbpedia.org/resource/Miduho_Financial_Group http://dbpedia.org/resource/Mizuho_Financial http://dbpedia.org/resource/Mizuho_Investors_Securities http://dbpedia.org/resource/MIZUHO_FINANCIAL_GROUP_INC.",4740,"Bank","http://dbpedia.org/resource/Banking_industry"
95,"WaMu","http://dbpedia.org/resource/Washington_Mutual http://dbpedia.org/resource/Washington_Mutual http://dbpedia.org/resource/Washington_mutual_savings_bank http://dbpedia.org/resource/Washington_Mutual_Bank http://dbpedia.org/resource/Long_Beach_Mortgage http://dbpedia.org/resource/Washington_Mutual,_Fsb http://dbpedia.org/resource/Washington_Mutual_Card_Services http://dbpedia.org/resource/Washington_mutual http://dbpedia.org/resource/Washington_Mutual_Fsb http://dbpedia.org/resource/WAMUQ http://dbpedia.org/resource/Washington_Mutual_Bank,_F.S.B. http://dbpedia.org/resource/Washington_Mutual,_Inc http://dbpedia.org/resource/Washington_Mutual_F.S.B. http://dbpedia.org/resource/Washington_Mutual_FSB http://dbpedia.org/resource/Washington_mutual_bank http://dbpedia.org/resource/Washington_Mutual_Savings_Bank http://dbpedia.org/resource/WaMu http://dbpedia.org/resource/Washington_Mutual,_Inc. http://dbpedia.org/resource/Washington_Mutual_Incorporated http://dbpedia.org/resource/WaMu_commercial http://dbpedia.org/resource/Washington_Mutual_Inc. http://dbpedia.org/resource/Whoo_hoo! http://dbpedia.org/resource/Washington_Mutual_Bank,_FSB http://dbpedia.org/resource/Washingtonmutual http://dbpedia.org/resource/Washington_Mutual_Inc",4686,"Bank","http://dbpedia.org/resource/Banking_industry"
96,"Asda","http://dbpedia.org/resource/Asda http://dbpedia.org/resource/Asda http://dbpedia.org/resource/ASDA_Living http://dbpedia.org/resource/Smart_Price http://dbpedia.org/resource/ASDA_Group http://dbpedia.org/resource/Associatied_Daires_Group http://dbpedia.org/resource/George_at_Asda http://dbpedia.org/resource/ASDA_Wal-Mart_Supercentre http://dbpedia.org/resource/ASDA_Group_plc http://dbpedia.org/resource/ASDA http://dbpedia.org/resource/Asda_Stores http://dbpedia.org/resource/Asda_Smart_Price http://dbpedia.org/resource/ASDA_Smart_Price http://dbpedia.org/resource/Asda_Living http://dbpedia.org/resource/ASDA_Superstore http://dbpedia.org/resource/Asda_Stores_Limited http://dbpedia.org/resource/Asda_Walmart http://dbpedia.org/resource/Asda_Stores_Ltd. http://dbpedia.org/resource/George_(clothing)",4650,"Retail","http://dbpedia.org/resource/Retail_industry"
