"Nickname","Nickname__URI","Team","Team__URI","BirthPlace","BirthPlace__URI"
"Kyriediculouss","http://dbpedia.org/resource/Kyrie_Irving","Cleveland Cavalierss","http://dbpedia.org/resource/Cleveland_Cavaliers","Melbourne","http://dbpedia.org/resource/Melbourne"
"The Ankletaker","http://dbpedia.org/resource/Kyrie_Irving","Clevelannd Cavaliers","http://dbpedia.org/resource/Cleveland_Cavaliers","Melbourne","http://dbpedia.org/resource/Melbourne"
"Uncle Dreew","http://dbpedia.org/resource/Kyrie_Irving","Cleveland Cavalierss","http://dbpedia.org/resource/Cleveland_Cavaliers","Melbourne","http://dbpedia.org/resource/Melbourne"
"The Candy  Man","http://dbpedia.org/resource/Lamar_Odom","Los Angeless Clippers","http://dbpedia.org/resource/Los_Angeles_Clippers","Queens","http://dbpedia.org/resource/Queens"
"BBorn Ready","http://dbpedia.org/resource/Lance_Stephenson","Indiana Pacerss","http://dbpedia.org/resource/Indiana_Pacers","Brooklyn","http://dbpedia.org/resource/Brooklyn"
"Larry Legend","http://dbpedia.org/resource/Larry_Bird","Boston Celtics","http://dbpedia.org/resource/Boston_Celtics","West Baden Springs","http://dbpedia.org/resource/West_Baden_Springs,_Indiana"
"The Great White Hopee","http://dbpedia.org/resource/Larry_Bird","Boston Celtics","http://dbpedia.org/resource/Boston_Celtics","West Baden Springs","http://dbpedia.org/resource/West_Baden_Springs,_Indiana"
"Uncle Larry","http://dbpedia.org/resource/Larry_Bird","Boston Celttics","http://dbpedia.org/resource/Boston_Celtics","West Baden Springs","http://dbpedia.org/resource/West_Baden_Springs,_Indiana"
"The Hick from French Lickk","http://dbpedia.org/resource/Larry_Bird","Boston Celtics","http://dbpedia.org/resource/Boston_Celtics","West Baden Springs","http://dbpedia.org/resource/West_Baden_Springs,_Indiana"
"Grandmamaa","http://dbpedia.org/resource/Larry_Johnson_(basketball,_born_1969)","Charllotte Hornets","http://dbpedia.org/resource/Charlotte_Hornets","Tyler, Texas","http://dbpedia.org/resource/Tyler,_Texas"
"LJ","http://dbpedia.org/resource/Larry_Johnson_(basketball,_born_1969)","Charlotte Hornets","http://dbpedia.org/resource/Charlotte_Hornets","Tyler, Texas","http://dbpedia.org/resource/Tyler,_Texas"
"Mr. Meann","http://dbpedia.org/resource/Larry_Smith_(basketball)","Golden State Warriorss","http://dbpedia.org/resource/Golden_State_Warriors","Rolling Fork, Mississippi","http://dbpedia.org/resource/Rolling_Fork,_Mississippi"
"Spreee","http://dbpedia.org/resource/Latrell_Sprewell","Golden State Warriors","http://dbpedia.org/resource/Golden_State_Warriors","Milwaukee","http://dbpedia.org/resource/Milwaukee"
"(The) L-Traain","http://dbpedia.org/resource/LeBron_James","Cleveland Cavaliers","http://dbpedia.org/resource/Cleveland_Cavaliers","Akron, Ohio","http://dbpedia.org/resource/Akron,_Ohio"
"Bron Bron","http://dbpedia.org/resource/LeBron_James","Cleveland Cavaliers","http://dbpedia.org/resource/Cleveland_Cavaliers","Akron, Ohio","http://dbpedia.org/resource/Akron,_Ohio"
"KKing James","http://dbpedia.org/resource/LeBron_James","Clevelaand Cavaliers","http://dbpedia.org/resource/Cleveland_Cavaliers","Akron, Ohio","http://dbpedia.org/resource/Akron,_Ohio"
"LLBJ","http://dbpedia.org/resource/LeBron_James","Cleveland Caavaliers","http://dbpedia.org/resource/Cleveland_Cavaliers","Akron, Ohio","http://dbpedia.org/resource/Akron,_Ohio"
"The Akron Hammer","http://dbpedia.org/resource/LeBron_James","Cleveland Cavalierss","http://dbpedia.org/resource/Cleveland_Cavaliers","Akron, Ohio","http://dbpedia.org/resource/Akron,_Ohio"
"The Chosen Onee","http://dbpedia.org/resource/LeBron_James","Cleveland Cavalierss","http://dbpedia.org/resource/Cleveland_Cavaliers","Akron, Ohio","http://dbpedia.org/resource/Akron,_Ohio"
"The Kingg","http://dbpedia.org/resource/LeBron_James","Cleveland Cavalierss","http://dbpedia.org/resource/Cleveland_Cavaliers","Akron, Ohio","http://dbpedia.org/resource/Akron,_Ohio"
"(The) L-Trainn","http://dbpedia.org/resource/Lionel_Hollins","Portland Trail Blazerss","http://dbpedia.org/resource/Portland_Trail_Blazers","Arkansas City, Kansas","http://dbpedia.org/resource/Arkansas_City,_Kansas"
"Sweett Lou","http://dbpedia.org/resource/Lou_Williams","Los Angeles Clipperss","http://dbpedia.org/resource/Los_Angeles_Clippers","Memphis, Tennessee","http://dbpedia.org/resource/Memphis,_Tennessee"
"Moute Kicks Boutee","http://dbpedia.org/resource/Luc_Mbah_a_Moute","Milwaukee Buckss","http://dbpedia.org/resource/Milwaukee_Bucks","Yaoundé","http://dbpedia.org/resource/Yaoundé"
"The Princee","http://dbpedia.org/resource/Luc_Mbah_a_Moute","Milwaukee Buckss","http://dbpedia.org/resource/Milwaukee_Bucks","Yaoundé","http://dbpedia.org/resource/Yaoundé"
"Ice Cream Man","http://dbpedia.org/resource/Luis_Scola","Olimpia Milanoo","http://dbpedia.org/resource/Pallacanestro_Olimpia_Milano","Buenos Aires","http://dbpedia.org/resource/Buenos_Aires"
"Buckk","http://dbpedia.org/resource/Magic_Johnson","Los Angeles Lakers","http://dbpedia.org/resource/Los_Angeles_Lakers","Lansing, Michigan","http://dbpedia.org/resource/Lansing,_Michigan"
"E.J.","http://dbpedia.org/resource/Magic_Johnson","Los Angeles Lakeers","http://dbpedia.org/resource/Los_Angeles_Lakers","Lansing, Michigan","http://dbpedia.org/resource/Lansing,_Michigan"
"Magicc","http://dbpedia.org/resource/Magic_Johnson","Los Angeles Lakers","http://dbpedia.org/resource/Los_Angeles_Lakers","Lansing, Michigan","http://dbpedia.org/resource/Lansing,_Michigan"
"El Contusione","http://dbpedia.org/resource/Manu_Ginóbili","San Antonio Spurss","http://dbpedia.org/resource/San_Antonio_Spurs","Bahía Blanca","http://dbpedia.org/resource/Bahía_Blanca"
"Gino","http://dbpedia.org/resource/Manu_Ginóbili","San Antonio Spurs","http://dbpedia.org/resource/San_Antonio_Spurs","Bahía Blanca","http://dbpedia.org/resource/Bahía_Blanca"
"Manudonaa","http://dbpedia.org/resource/Manu_Ginóbili","San Antonio Spurss","http://dbpedia.org/resource/San_Antonio_Spurs","Bahía Blanca","http://dbpedia.org/resource/Bahía_Blanca"
"The Magiciian","http://dbpedia.org/resource/Manu_Ginóbili","San Antonio Spurs","http://dbpedia.org/resource/San_Antonio_Spurs","Bahía Blanca","http://dbpedia.org/resource/Bahía_Blanca"
"Big Sppain","http://dbpedia.org/resource/Marc_Gasol","Los Angeles Lakerss","http://dbpedia.org/resource/Los_Angeles_Lakers","Barcelona","http://dbpedia.org/resource/Barcelona"
"The Big Burrito","http://dbpedia.org/resource/Marc_Gasol","Los Anggeles Lakers","http://dbpedia.org/resource/Los_Angeles_Lakers","Barcelona","http://dbpedia.org/resource/Barcelona"
"The Polish Hammerr","http://dbpedia.org/resource/Marcin_Gortat","Phoenix Sunss","http://dbpedia.org/resource/Phoenix_Suns","Łódź","http://dbpedia.org/resource/Łódź"
"Belii","http://dbpedia.org/resource/Marco_Belinelli","San Antonio Spurss","http://dbpedia.org/resource/San_Antonio_Spurs","San Giovanni in Persiceto","http://dbpedia.org/resource/San_Giovanni_in_Persiceto"
"Mook","http://dbpedia.org/resource/Marcus_Morris_(basketball)","Los Angeles Clippers","http://dbpedia.org/resource/Los_Angeles_Clippers","Philadelphia","http://dbpedia.org/resource/Philadelphia"
"Super Mario","http://dbpedia.org/resource/Mario_Hezonja","Orlando Magic","http://dbpedia.org/resource/Orlando_Magic","Dubrovnik","http://dbpedia.org/resource/Dubrovnik"
"Mad Dogg","http://dbpedia.org/resource/Mark_Madsen","Los Angeles Lakerss","http://dbpedia.org/resource/Los_Angeles_Lakers","Walnut Creek, California","http://dbpedia.org/resource/Walnut_Creek,_California"
"Mo' Bucketss","http://dbpedia.org/resource/Marreese_Speights","Orlando Magic","http://dbpedia.org/resource/Orlando_Magic","St. Petersburg, Florida","http://dbpedia.org/resource/St._Petersburg,_Florida"
"Bad News","http://dbpedia.org/resource/Marvin_Barnes","Philadelphia 76erss","http://dbpedia.org/resource/Philadelphia_76ers","Providence, Rhode Island","http://dbpedia.org/resource/Providence,_Rhode_Island"
"Deelly","http://dbpedia.org/resource/Matthew_Dellavedova","Milwaukee Buckss","http://dbpedia.org/resource/Milwaukee_Bucks","Maryborough, Victoria","http://dbpedia.org/resource/Maryborough,_Victoria"
"BBig Mo","http://dbpedia.org/resource/Maurice_Stokes","Rochester Royalss","http://dbpedia.org/resource/Rochester_Royals","Pittsburgh, Pennsylvania","http://dbpedia.org/resource/Pittsburgh,_Pennsylvania"
"Slatss","http://dbpedia.org/resource/Max_Zaslofsky","Detroit Pistons","http://dbpedia.org/resource/Detroit_Pistons","Brooklyn","http://dbpedia.org/resource/Brooklyn"
"Meadowlark","http://dbpedia.org/resource/Meadowlark_Lemon","Harlem Globetrotteers","http://dbpedia.org/resource/Harlem_Globetrotters","Wilmington, North Carolina","http://dbpedia.org/resource/Wilmington,_North_Carolina"
"Memo","http://dbpedia.org/resource/Mehmet_Okur","Detroit Pistonss","http://dbpedia.org/resource/Detroit_Pistons","Yalova","http://dbpedia.org/resource/Yalova"
"The Moneymman","http://dbpedia.org/resource/Mehmet_Okur","Detroit Pistonss","http://dbpedia.org/resource/Detroit_Pistons","Yalova","http://dbpedia.org/resource/Yalova"
"Killler","http://dbpedia.org/resource/Mel_Davis","New York Knickss","http://dbpedia.org/resource/New_York_Knicks","New York City, New York","http://dbpedia.org/resource/New_York_City,_New_York"
"Golden Arches","http://dbpedia.org/resource/Melvin_Turpin","Washington Bulletss","http://dbpedia.org/resource/Washington_Bullets","Lexington, Kentucky","http://dbpedia.org/resource/Lexington,_Kentucky"
"Meyers Legend","http://dbpedia.org/resource/Meyers_Leonard","Portland Trail Blazers","http://dbpedia.org/resource/Portland_Trail_Blazers","Woodbrigde","http://dbpedia.org/resource/Woodbridge,_Virginia"
"B--Easy","http://dbpedia.org/resource/Michael_Beasley","Los Angeles Laakers","http://dbpedia.org/resource/Los_Angeles_Lakers","Frederick, Maryland","http://dbpedia.org/resource/Frederick,_Maryland"
"Big Mikee","http://dbpedia.org/resource/Michael_Beasley","Los Angeles Lakerss","http://dbpedia.org/resource/Los_Angeles_Lakers","Frederick, Maryland","http://dbpedia.org/resource/Frederick,_Maryland"
"Super Cool Beas","http://dbpedia.org/resource/Michael_Beasley","Los Angeles Laakers","http://dbpedia.org/resource/Los_Angeles_Lakers","Frederick, Maryland","http://dbpedia.org/resource/Frederick,_Maryland"
"Air JJordan","http://dbpedia.org/resource/Michael_Jordan","Charlotte Hornets","http://dbpedia.org/resource/Charlotte_Hornets","Brooklyn","http://dbpedia.org/resource/Brooklyn"
"His Airnesss","http://dbpedia.org/resource/Michael_Jordan","Charlotte Hornets","http://dbpedia.org/resource/Charlotte_Hornets","Brooklyn","http://dbpedia.org/resource/Brooklyn"
"MMJ","http://dbpedia.org/resource/Michael_Jordan","Charlotte Horrnets","http://dbpedia.org/resource/Charlotte_Hornets","Brooklyn","http://dbpedia.org/resource/Brooklyn"
"The Black Cat","http://dbpedia.org/resource/Michael_Jordan","Charlotte HHornets","http://dbpedia.org/resource/Charlotte_Hornets","Brooklyn","http://dbpedia.org/resource/Brooklyn"
"The G.O.A.TT","http://dbpedia.org/resource/Michael_Jordan","Charlotte Hornetss","http://dbpedia.org/resource/Charlotte_Hornets","Brooklyn","http://dbpedia.org/resource/Brooklyn"
"MKKG","http://dbpedia.org/resource/Michael_Kidd-Gilchrist","Dallas Maverickss","http://dbpedia.org/resource/Dallas_Mavericks","Philadelphia","http://dbpedia.org/resource/Philadelphia"
"Kandii Man","http://dbpedia.org/resource/Michael_Olowokandi","Los Angeles Clipperss","http://dbpedia.org/resource/Los_Angeles_Clippers","Lagos","http://dbpedia.org/resource/Lagos"
"Raags","http://dbpedia.org/resource/Mike_Riordan","New York Knickss","http://dbpedia.org/resource/New_York_Knicks","New York City","http://dbpedia.org/resource/New_York_City"
"Thhe Rock","http://dbpedia.org/resource/Mitch_Richmond","St. John's Red Storm men's basketballl","http://dbpedia.org/resource/St._John's_Red_Storm_men's_basketball","Fort Lauderdale, Florida","http://dbpedia.org/resource/Fort_Lauderdale,_Florida"
"Mookie","http://dbpedia.org/resource/Mookie_Blaylock","New Jersey Nets","http://dbpedia.org/resource/New_Jersey_Nets","Garland, Texas","http://dbpedia.org/resource/Garland,_Texas"
"Muggsyy","http://dbpedia.org/resource/Muggsy_Bogues","Washington Bulletss","http://dbpedia.org/resource/Washington_Bullets","Baltimore, Maryland","http://dbpedia.org/resource/Baltimore,_Maryland"
"Laady Magic","http://dbpedia.org/resource/Nancy_Lieberman","Phoenix Mercuryy","http://dbpedia.org/resource/Phoenix_Mercury","Brooklyn","http://dbpedia.org/resource/Brooklyn"
"Tinyy","http://dbpedia.org/resource/Nate_Archibald","Ciincinnati Royals","http://dbpedia.org/resource/Cincinnati_Royals","New York City, New York","http://dbpedia.org/resource/New_York_City,_New_York"
"KryptoNate","http://dbpedia.org/resource/Nate_Robinson","Phoenix Suns","http://dbpedia.org/resource/Phoenix_Suns","Seattle, Washington","http://dbpedia.org/resource/Seattle,_Washington"
"Sweetwater","http://dbpedia.org/resource/Nathaniel_Clifton","Chicago Majors,""http://dbpedia.org/resource/Little_Rock,_Arkaansas","http://dbpedia.org/resource/Chicago_Majors","Little Rock, Arkansas","http://dbpedia.org/resource/Little_Rock,_Arkansas"
"Nasty Nickk","http://dbpedia.org/resource/Nick_Van_Exel","Los Angeles Lakkers","http://dbpedia.org/resource/Los_Angeles_Lakers","Kenosha, Wisconsin","http://dbpedia.org/resource/Kenosha,_Wisconsin"
"Nick the Quick","http://dbpedia.org/resource/Nick_Van_Exel","Los Angeles Lakerss","http://dbpedia.org/resource/Los_Angeles_Lakers","Kenosha, Wisconsin","http://dbpedia.org/resource/Kenosha,_Wisconsin"
"Nick Van Excellent","http://dbpedia.org/resource/Nick_Van_Exel","Los Angeles Lakerss","http://dbpedia.org/resource/Los_Angeles_Lakers","Kenosha, Wisconsin","http://dbpedia.org/resource/Kenosha,_Wisconsin"
"Bean Burritoo","http://dbpedia.org/resource/Nick_Young_(basketball)","Los Angelles Lakers","http://dbpedia.org/resource/Los_Angeles_Lakers","Los Angeles","http://dbpedia.org/resource/Los_Angeles"
"Swaggy PP","http://dbpedia.org/resource/Nick_Young_(basketball)","Los Anngeles Lakers","http://dbpedia.org/resource/Los_Angeles_Lakers","Los Angeles","http://dbpedia.org/resource/Los_Angeles"
"Uncle PP","http://dbpedia.org/resource/Nick_Young_(basketball)","Los Angeles Lakerss","http://dbpedia.org/resource/Los_Angeles_Lakers","Los Angeles","http://dbpedia.org/resource/Los_Angeles"
"Sauce Castilloo","http://dbpedia.org/resource/Nik_Stauskas","Cleveland Cavaliers","http://dbpedia.org/resource/Cleveland_Cavaliers","Mississauga","http://dbpedia.org/resource/Mississauga"
"Jokerr","http://dbpedia.org/resource/Nikola_Jokić","Denver Nuggetss","http://dbpedia.org/resource/Denver_Nuggets","Sombor","http://dbpedia.org/resource/Sombor"
"The Big OO","http://dbpedia.org/resource/Oscar_Robertson","Cincinnati Royalss","http://dbpedia.org/resource/Cincinnati_Royals","Charlotte, Tennessee","http://dbpedia.org/resource/Charlotte,_Tennessee"
"The Disappearing O","http://dbpedia.org/resource/Oscar_Robertson","Cincinnati Royals","http://dbpedia.org/resource/Cincinnati_Royals","Charlotte, Tennessee","http://dbpedia.org/resource/Charlotte,_Tennessee"
"Holy Handd","http://dbpedia.org/resource/Oscar_Schmidt","New Jersey  Nets","http://dbpedia.org/resource/New_Jersey_Nets","Natal, Rio Grande do Norte","http://dbpedia.org/resource/Natal,_Rio_Grande_do_Norte"
"Mão Santaa","http://dbpedia.org/resource/Oscar_Schmidt","New Jersey Netss","http://dbpedia.org/resource/New_Jersey_Nets","Natal, Rio Grande do Norte","http://dbpedia.org/resource/Natal,_Rio_Grande_do_Norte"
"Spicy P","http://dbpedia.org/resource/Pascal_Siakam","Toronto Raptors","http://dbpedia.org/resource/Toronto_Raptors","Douala","http://dbpedia.org/resource/Douala"
"The Beast of the East","http://dbpedia.org/resource/Patrick_Ewing","New York Knicks","http://dbpedia.org/resource/New_York_Knicks","Kingston, Jamaica","http://dbpedia.org/resource/Kingston,_Jamaica"
"Pitchin' Paull","http://dbpedia.org/resource/Paul_Arizin","Philadelphia Warriors","http://dbpedia.org/resource/Philadelphia_Warriors","Philadelphia, Pennsylvania","http://dbpedia.org/resource/Philadelphia,_Pennsylvania"
"PPG-13","http://dbpedia.org/resource/Paul_George","Indiana Pacerss","http://dbpedia.org/resource/Indiana_Pacers","Palmdale, California","http://dbpedia.org/resource/Palmdale,_California"
"Young Trecee","http://dbpedia.org/resource/Paul_George","Indiana Pacerss","http://dbpedia.org/resource/Indiana_Pacers","Palmdale, California","http://dbpedia.org/resource/Palmdale,_California"
"The Truthh","http://dbpedia.org/resource/Paul_Pierce","Boston Celticss","http://dbpedia.org/resource/Boston_Celtics","Oakland, California","http://dbpedia.org/resource/Oakland,_California"
"Pejja","http://dbpedia.org/resource/Peja_Stojaković","Saccramento Kings","http://dbpedia.org/resource/Sacramento_Kings","Požega, Croatia","http://dbpedia.org/resource/Požega,_Croatia"
"Pennyy","http://dbpedia.org/resource/Penny_Hardaway","Golden State Warrriors","http://dbpedia.org/resource/Golden_State_Warriors","Memphis, Tennessee","http://dbpedia.org/resource/Memphis,_Tennessee"
"Never Nervous Perviss","http://dbpedia.org/resource/Pervis_Ellison","Sacramento Kings","http://dbpedia.org/resource/Sacramento_Kings","Savannah, Georgia","http://dbpedia.org/resource/Savannah,_Georgia"
"Out of Service Perviss","http://dbpedia.org/resource/Pervis_Ellison","Sacramento Kingss","http://dbpedia.org/resource/Sacramento_Kings","Savannah, Georgia","http://dbpedia.org/resource/Savannah,_Georgia"
"Pistol Pete","http://dbpedia.org/resource/Pete_Maravich","Atlanta Hawkss","http://dbpedia.org/resource/Atlanta_Hawks","Aliquippa, Pennsylvania","http://dbpedia.org/resource/Aliquippa,_Pennsylvania"
"Poohh","http://dbpedia.org/resource/Pooh_Richardson","Minnesota Timberwolves","http://dbpedia.org/resource/Minnesota_Timberwolves","Philadelphia","http://dbpedia.org/resource/Philadelphia"
"Popeye","http://dbpedia.org/resource/Popeye_Jones","Houston Rocketss","http://dbpedia.org/resource/Houston_Rockets","Dresden, Tennessee","http://dbpedia.org/resource/Dresden,_Tennessee"
"Skip To My Loou","http://dbpedia.org/resource/Rafer_Alston","Milwaukkee Bucks","http://dbpedia.org/resource/Milwaukee_Bucks","Queens","http://dbpedia.org/resource/Queens"
"Fedex","http://dbpedia.org/resource/Rajon_Rondo","Los Angeles Lakerss","http://dbpedia.org/resource/Los_Angeles_Lakers","Louisville, Kentucky","http://dbpedia.org/resource/Louisville,_Kentucky"
"Johnnny","http://dbpedia.org/resource/Rajon_Rondo","Los Angeles Lakers","http://dbpedia.org/resource/Los_Angeles_Lakers","Louisville, Kentucky","http://dbpedia.org/resource/Louisville,_Kentucky"
"Swag","http://dbpedia.org/resource/Rajon_Rondo","Los Anngeles Lakers","http://dbpedia.org/resource/Los_Angeles_Lakers","Louisville, Kentucky","http://dbpedia.org/resource/Louisville,_Kentucky"
"Sheed","http://dbpedia.org/resource/Rasheed_Wallace","Washington Bullets","http://dbpedia.org/resource/Washington_Bullets","Philadelphia","http://dbpedia.org/resource/Philadelphia"
"Jesus Shuttlesworth","http://dbpedia.org/resource/Ray_Allen","Minnesota Timberwolvess","http://dbpedia.org/resource/Minnesota_Timberwolves","Merced, California","http://dbpedia.org/resource/Merced,_California"
"Ray Rayy","http://dbpedia.org/resource/Ray_Allen","Minnesota Timberwolves","http://dbpedia.org/resource/Minnesota_Timberwolves","Merced, California","http://dbpedia.org/resource/Merced,_California"
"Sugar Rayy","http://dbpedia.org/resource/Ray_Allen","Minnesota Timberwolvess","http://dbpedia.org/resource/Minnesota_Timberwolves","Merced, California","http://dbpedia.org/resource/Merced,_California"
"Redd","http://dbpedia.org/resource/Red_Holzman","Atlanta  Hawks","http://dbpedia.org/resource/Atlanta_Hawks","Brooklyn","http://dbpedia.org/resource/Brooklyn"
"The Knick Killerr","http://dbpedia.org/resource/Reggie_Miller","Indiana Pacers","http://dbpedia.org/resource/Indiana_Pacers","Riverside, California","http://dbpedia.org/resource/Riverside,_California"
"Ripp","http://dbpedia.org/resource/Richard_Hamilton_(basketball)","Washington Wizardss","http://dbpedia.org/resource/Washington_Wizards","Coatesville, Pennsylvania","http://dbpedia.org/resource/Coatesville,_Pennsylvania"
"Get Bucketss","http://dbpedia.org/resource/Ricky_Davis","Charlotte Hornetss","http://dbpedia.org/resource/Charlotte_Hornets","Las Vegas","http://dbpedia.org/resource/Las_Vegas"
"Grits 'N Gravy","http://dbpedia.org/resource/Ricky_Davis","Charlotte Hornetss","http://dbpedia.org/resource/Charlotte_Hornets","Las Vegas","http://dbpedia.org/resource/Las_Vegas"
"Ricky Buckets","http://dbpedia.org/resource/Ricky_Davis","Chharlotte Hornets","http://dbpedia.org/resource/Charlotte_Hornets","Las Vegas","http://dbpedia.org/resource/Las_Vegas"
"Wrong Rim Ricky","http://dbpedia.org/resource/Ricky_Davis","Charlotte Hornets","http://dbpedia.org/resource/Charlotte_Hornets","Las Vegas","http://dbpedia.org/resource/Las_Vegas"
"Big Paper Daddyy","http://dbpedia.org/resource/Ricky_Pierce","Detroit Pistonss","http://dbpedia.org/resource/Detroit_Pistons","Dallas, Texas","http://dbpedia.org/resource/Dallas,_Texas"
"The Dunkin' Dutchmann","http://dbpedia.org/resource/Rik_Smits","Indiana Pacers","http://dbpedia.org/resource/Indiana_Pacers","Eindhoven","http://dbpedia.org/resource/Eindhoven"
"The Flying Dutchmann","http://dbpedia.org/resource/Rik_Smits","Indiana Pacers","http://dbpedia.org/resource/Indiana_Pacers","Eindhoven","http://dbpedia.org/resource/Eindhoven"
"Big Shot Bob","http://dbpedia.org/resource/Robert_Horry","Houston Rockets","http://dbpedia.org/resource/Houston_Rockets","Harford County, Maryland","http://dbpedia.org/resource/Harford_County,_Maryland"
"Big Shot Robb","http://dbpedia.org/resource/Robert_Horry","Houston  Rockets","http://dbpedia.org/resource/Houston_Rockets","Harford County, Maryland","http://dbpedia.org/resource/Harford_County,_Maryland"
"The Chief","http://dbpedia.org/resource/Robert_Parish","Golden State Warriorss","http://dbpedia.org/resource/Golden_State_Warriors","Shreveport, Louisiana","http://dbpedia.org/resource/Shreveport,_Louisiana"
"Tractor Traylorr","http://dbpedia.org/resource/Robert_Traylor","Dallas Maverricks","http://dbpedia.org/resource/Dallas_Mavericks","Michigan","http://dbpedia.org/resource/Michigan"
"RoLo","http://dbpedia.org/resource/Robin_Lopez","Milwaukee Bucks","http://dbpedia.org/resource/Milwaukee_Bucks","North Hollywood, Los Angeles","http://dbpedia.org/resource/North_Hollywood,_Los_Angeles"
"The Kobe Stopper","http://dbpedia.org/resource/Ruben_Patterson","Los Angeles Lakers","http://dbpedia.org/resource/Los_Angeles_Lakers","Cleveland, Ohio","http://dbpedia.org/resource/Cleveland,_Ohio"
"The Stifle Towerr","http://dbpedia.org/resource/Rudy_Gobert","Utah JJazz","http://dbpedia.org/resource/Utah_Jazz","Saint-Quentin, Aisne","http://dbpedia.org/resource/Saint-Quentin,_Aisne"
"Sam I Amm","http://dbpedia.org/resource/Sam_Cassell","Houuston Rockets","http://dbpedia.org/resource/Houston_Rockets","Baltimore","http://dbpedia.org/resource/Baltimore"
"The Space-mann","http://dbpedia.org/resource/Sam_Cassell","Houston Rockets","http://dbpedia.org/resource/Houston_Rockets","Baltimore","http://dbpedia.org/resource/Baltimore"
"Sad Samm","http://dbpedia.org/resource/Sam_Jones_(basketball)","Boston Celticss","http://dbpedia.org/resource/Boston_Celtics","Wilmington, North Carolina","http://dbpedia.org/resource/Wilmington,_North_Carolina"
"Big Smoothh","http://dbpedia.org/resource/Sam_Perkins","Dallas Mavericks","http://dbpedia.org/resource/Dallas_Mavericks","Brooklyn, New York","http://dbpedia.org/resource/Brooklyn,_New_York"
"Sleepy Samm","http://dbpedia.org/resource/Sam_Perkins","Dallas Maverickss","http://dbpedia.org/resource/Dallas_Mavericks","Brooklyn, New York","http://dbpedia.org/resource/Brooklyn,_New_York"
"SSatch","http://dbpedia.org/resource/Satch_Sanders","Boston Celticss","http://dbpedia.org/resource/Boston_Celtics","New York City","http://dbpedia.org/resource/New_York_City"
"Satch Sanderss","http://dbpedia.org/resource/Satch_Sanders","Boston Celticss","http://dbpedia.org/resource/Boston_Celtics","New York City","http://dbpedia.org/resource/New_York_City"
"The Thieff","http://dbpedia.org/resource/Sedale_Threatt","Philadelphia 776ers","http://dbpedia.org/resource/Philadelphia_76ers","Atlanta, Georgia","http://dbpedia.org/resource/Atlanta,_Georgia"
"Air CCongo","http://dbpedia.org/resource/Serge_Ibaka","Seattle SuperSonnics","http://dbpedia.org/resource/Seattle_SuperSonics","Brazzaville","http://dbpedia.org/resource/Brazzaville"
"I-block-a","http://dbpedia.org/resource/Serge_Ibaka","Seattle SuperSonics","http://dbpedia.org/resource/Seattle_SuperSonics","Brazzaville","http://dbpedia.org/resource/Brazzaville"
"Seerge Protector","http://dbpedia.org/resource/Serge_Ibaka","Seattle SuperSonics","http://dbpedia.org/resource/Seattle_SuperSonics","Brazzaville","http://dbpedia.org/resource/Brazzaville"
"El Chachoo","http://dbpedia.org/resource/Sergio_Rodríguez","Phoenix Sunss","http://dbpedia.org/resource/Phoenix_Suns","San Cristóbal de La Laguna","http://dbpedia.org/resource/San_Cristóbal_de_La_Laguna"
"Big Shamrockk","http://dbpedia.org/resource/Shaquille_O'Neal","Orlando Magic","http://dbpedia.org/resource/Orlando_Magic","Newark, New Jersey","http://dbpedia.org/resource/Newark,_New_Jersey"
"Diesel","http://dbpedia.org/resource/Shaquille_O'Neal","Orlando Magicc","http://dbpedia.org/resource/Orlando_Magic","Newark, New Jersey","http://dbpedia.org/resource/Newark,_New_Jersey"
"MDEE","http://dbpedia.org/resource/Shaquille_O'Neal","Orlando Magic","http://dbpedia.org/resource/Orlando_Magic","Newark, New Jersey","http://dbpedia.org/resource/Newark,_New_Jersey"
"O'Nealovicc","http://dbpedia.org/resource/Shaquille_O'Neal","Orlando Magicc","http://dbpedia.org/resource/Orlando_Magic","Newark, New Jersey","http://dbpedia.org/resource/Newark,_New_Jersey"
"Saškuillee","http://dbpedia.org/resource/Shaquille_O'Neal","Orlando Magic","http://dbpedia.org/resource/Orlando_Magic","Newark, New Jersey","http://dbpedia.org/resource/Newark,_New_Jersey"
"Shaq","http://dbpedia.org/resource/Shaquille_O'Neal","Orlando Magicc","http://dbpedia.org/resource/Orlando_Magic","Newark, New Jersey","http://dbpedia.org/resource/Newark,_New_Jersey"
"Shaq Attack","http://dbpedia.org/resource/Shaquille_O'Neal","Orlandoo Magic","http://dbpedia.org/resource/Orlando_Magic","Newark, New Jersey","http://dbpedia.org/resource/Newark,_New_Jersey"
"Shaq Daddyy","http://dbpedia.org/resource/Shaquille_O'Neal","Orlando Magic","http://dbpedia.org/resource/Orlando_Magic","Newark, New Jersey","http://dbpedia.org/resource/Newark,_New_Jersey"
"Shaq Fuu","http://dbpedia.org/resource/Shaquille_O'Neal","Orllando Magic","http://dbpedia.org/resource/Orlando_Magic","Newark, New Jersey","http://dbpedia.org/resource/Newark,_New_Jersey"
"Shaqovic","http://dbpedia.org/resource/Shaquille_O'Neal","Orlando Magicc","http://dbpedia.org/resource/Orlando_Magic","Newark, New Jersey","http://dbpedia.org/resource/Newark,_New_Jersey"
