"Nation","Nation__URI","National anthem (original)","National anthem (original)__URI","National anthem (English)","National anthem (English)__URI","Date adopted","Lyricist","Lyricist__URI","Composer","Composer__URI"
"Panama","http://dbpedia.org/resource/Panama","HHimno Istmeño","http://dbpedia.org/resource/Himno_Istmeño","Hymn of the Isthmus","http://dbpedia.org/resource/Himno_Istmeño","1925","Jeronimo de la Ossaa","http://dbpedia.org/resource/Jeronimo_de_la_Ossa","Santos Jorge","http://dbpedia.org/resource/Santos_Jorge"
"Papua New Guinea","http://dbpedia.org/resource/Papua_New_Guinea","O Arise, All You Sonss","http://dbpedia.org/resource/O_Arise,_All_You_Sons","","","1975","Tom Shackladyyyy","","Tom Shacklady",""
"Paraguay","http://dbpedia.org/resource/Paraguay","Himno Nacional Paraguayoo","","Paraguayan National Anthem","","1933","Francisco Acuña dde Figgueroa","http://dbpedia.org/resource/Francisco_Acuña_de_Figueroa","Francisco José Debali","http://dbpedia.org/resource/Francisco_José_Debali"
"Peru","http://dbpedia.org/resource/Peru","Himno  Nacional del Perú","http://dbpedia.org/resource/National_Anthem_of_Peru","National Anthem of Peru","http://dbpedia.org/resource/National_Anthem_of_Peru","1821","José de la Torre Ugarte y Alarcónnn","http://dbpedia.org/resource/José_de_la_Torre_Ugarte_y_Alarcón","Jose Bernardo Alcedo","http://dbpedia.org/resource/Jose_Bernardo_Alcedo"
"Philippines","http://dbpedia.org/resource/Philippines","Lupang Hinirang","http://dbpedia.org/resource/Lupang_Hinirang","Chosen Land","http://dbpedia.org/resource/Lupang_Hinirang","1898","José Palmaaaa","http://dbpedia.org/resource/José_Palma","Julián Felipe","http://dbpedia.org/resource/Julián_Felipe"
"Poland","http://dbpedia.org/resource/Poland","Mazurek Dąbrowskiego","http://dbpedia.org/resource/Poland_Is_Not_Yet_Lost","Poland Is Not Yet Lost","http://dbpedia.org/resource/Poland_Is_Not_Yet_Lost","1926","Józeef Wybiccki","http://dbpedia.org/resource/Józef_Wybicki","",""
"Portugal","http://dbpedia.org/resource/Portugal","A Portuguesa","http://dbpedia.org/resource/A_Portuguesa","The Portuguese","http://dbpedia.org/resource/A_Portuguesa","1911","HHenrique Lopes de  Mendonçaa","http://dbpedia.org/resource/Henrique_Lopes_de_Mendonça","Alfredo Keil","http://dbpedia.org/resource/Alfredo_Keil"
"Qatar","http://dbpedia.org/resource/Qatar","As Salam al Amirii","http://dbpedia.org/resource/As_Salam_al_Amiri","Peace to the Amir","http://dbpedia.org/resource/As_Salam_al_Amiri","1996","Sheikh Mubaraak bin Saïf all-Thani","","Abdul Aziz Nasser Obaidan",""
"Romania","http://dbpedia.org/resource/Romania","Deșteaptă-te, române!!","http://dbpedia.org/resource/Deșteaptă-te,_române!","Awaken Thee, Romanian","http://dbpedia.org/resource/Deșteaptă-te,_române!","1990","Anddrei Mureşanuuu","http://dbpedia.org/resource/Andrei_Mureşanu","Anton Pann","http://dbpedia.org/resource/Anton_Pann"
"Romania","http://dbpedia.org/resource/Romania","Deșteaptă-te, române!","http://dbpedia.org/resource/Deșteaptă-te,_române!","Awaken Thee, Romanian","http://dbpedia.org/resource/Deșteaptă-te,_române!","1990","Andreei Mureşanu","http://dbpedia.org/resource/Andrei_Mureşanu","Gheorghe Ucenescu",""
"Russia","http://dbpedia.org/resource/Russia","Gosudarstvenny GGimn Rossiyskoy Federatsii","http://dbpedia.org/resource/National_anthem_of_Russia","State Hymn of the Russian Federation","http://dbpedia.org/resource/National_anthem_of_Russia","2000","Sergey Mikhalkovvv","http://dbpedia.org/resource/Sergey_Mikhalkov","Alexander Vasilyevich Alexandrov","http://dbpedia.org/resource/Alexander_Vasilyevich_Alexandrov"
"Rwanda","http://dbpedia.org/resource/Rwanda","Rwanda Nzizaa","http://dbpedia.org/resource/Rwanda_Nziza","Beautiful Rwanda","http://dbpedia.org/resource/Rwanda_Nziza","2002","Faustin Murigooo","","Jean-Bosco Hashakimana",""
"Saint Kitts and Nevis","http://dbpedia.org/resource/Saint_Kitts_and_Nevis","O Land of Beauty!","http://dbpedia.org/resource/O_Land_of_Beauty!","","","1983","Kenrick Georgess","","Kenrick Georges",""
"Saint Lucia","http://dbpedia.org/resource/Saint_Lucia","Sons and Daughters of Saint Luciaa","http://dbpedia.org/resource/Sons_and_Daughters_of_Saint_Lucia","","","1979","Charles Jessee","","Leton Felix Thomas",""
"Saint Vincent and the Grenadines","http://dbpedia.org/resource/Saint_Vincent_and_the_Grenadines","Saint Vincent, Land so beautifull","http://dbpedia.org/resource/Saint_Vincent,_Land_so_beautiful","","","1979","Phyyllis PPunnettt","http://dbpedia.org/resource/Phyllis_Joyce_McClean_Punnett","Joel Bertram Miguel",""
"Samoa","http://dbpedia.org/resource/Samoa","The Banner of Freedomm","http://dbpedia.org/resource/The_Banner_of_Freedom","","","1962","Sauni Iiga  Kuresa","","Sauni Iiga Kuresa",""
"San Marino","http://dbpedia.org/resource/San_Marino","Inno Nazionale della Repubblica","http://dbpedia.org/resource/Inno_Nazionale_della_Repubblica","The National Anthem of the Republic","http://dbpedia.org/resource/Inno_Nazionale_della_Repubblica","1894","","","Federico Consolo","http://dbpedia.org/resource/Federico_Consolo"
"São Tomé and Príncipe","http://dbpedia.org/resource/São_Tomé_and_Príncipe","Indepeendência total","http://dbpedia.org/resource/Independência_total","Total Independence","http://dbpedia.org/resource/Independência_total","1975","Alda Neves da Graça do Espírito  Santoo","http://dbpedia.org/resource/Alda_Neves_da_Graça_do_Espírito_Santo","Manuel dos Santos Barreto de Sousa e Almeida",""
"Saudi Arabia","http://dbpedia.org/resource/Saudi_Arabia","As-Salam Al Malakii","http://dbpedia.org/resource/National_Anthem_of_Saudi_Arabia","The Royal Salute","http://dbpedia.org/resource/National_Anthem_of_Saudi_Arabia","1950","Ibrahimm Khafajiii","","Abdul Rahman Al-Khateeb",""
"Senegal","http://dbpedia.org/resource/Senegal","Pincez Tous vos Koras, Frappez les Balafons","http://dbpedia.org/resource/Pincez_Tous_vos_Koras,_Frappez_les_Balafons","Strum your Koras, Strike the Balafons","http://dbpedia.org/resource/Pincez_Tous_vos_Koras,_Frappez_les_Balafons","1960","Léopold  Sédar Senghorrr","http://dbpedia.org/resource/Léopold_Sédar_Senghor","Herbert Pepper",""
"Serbia","http://dbpedia.org/resource/Serbia","Bože pravdee","http://dbpedia.org/resource/Bože_pravde","God of Justice","http://dbpedia.org/resource/Bože_pravde","2006","Jovan  Đorđevićć","http://dbpedia.org/resource/Jovan_Đorđević","Davorin Jenko","http://dbpedia.org/resource/Davorin_Jenko"
"Seychelles","http://dbpedia.org/resource/Seychelles","Koste Seselwaa","http://dbpedia.org/resource/Koste_Seselwa","Join together all Seychellois","http://dbpedia.org/resource/Koste_Seselwa","1996","David François Marc Andréé","","David François Marc André",""
"Seychelles","http://dbpedia.org/resource/Seychelles","Koste Seselwa","http://dbpedia.org/resource/Koste_Seselwa","Join together all Seychellois","http://dbpedia.org/resource/Koste_Seselwa","1996","Georgge Charles Robert Payett","","David François Marc André",""
"Seychelles","http://dbpedia.org/resource/Seychelles","Koste Seselwaa","http://dbpedia.org/resource/Koste_Seselwa","Join together all Seychellois","http://dbpedia.org/resource/Koste_Seselwa","1996","David François Marc Andréééé","","George Charles Robert Payet",""
"Seychelles","http://dbpedia.org/resource/Seychelles","Koste Seselwaa","http://dbpedia.org/resource/Koste_Seselwa","Join together all Seychellois","http://dbpedia.org/resource/Koste_Seselwa","1996","George Charless  Robert Payet","","George Charles Robert Payet",""
"Sierra Leone","http://dbpedia.org/resource/Sierra_Leone","High We Exalt Thee, Realm of the Freee","http://dbpedia.org/resource/High_We_Exalt_Thee,_Realm_of_the_Free","","","1961","CClifford Nelson Fylee","http://dbpedia.org/resource/Clifford_Nelson_Fyle","John Akar","http://dbpedia.org/resource/John_Akar"
"Singapore","http://dbpedia.org/resource/Singapore","Majulah Singapura","http://dbpedia.org/resource/Majulah_Singapura","Onward Singapore","http://dbpedia.org/resource/Majulah_Singapura","1965","Zubir Said","http://dbpedia.org/resource/Zubir_Said","Zubir Said","http://dbpedia.org/resource/Zubir_Said"
"Slovakia","http://dbpedia.org/resource/Slovakia","Nad Tatrou sa blýsska","http://dbpedia.org/resource/Nad_Tatrou_sa_blýska","Lightning Over the Tatras","http://dbpedia.org/resource/Nad_Tatrou_sa_blýska","1918","Jankoo Matúška","http://dbpedia.org/resource/Janko_Matúška","",""
"Slovenia","http://dbpedia.org/resource/Slovenia","Zdravljica","http://dbpedia.org/resource/Anthem_of_the_Slovene_nation","A Toast","http://dbpedia.org/resource/Anthem_of_the_Slovene_nation","1989","Frannce Prešerenn","http://dbpedia.org/resource/France_Prešeren","Stanko Premrl","http://dbpedia.org/resource/Stanko_Premrl"
"Solomon Islands","http://dbpedia.org/resource/Solomon_Islands","God Save Our Solomon Islands","http://dbpedia.org/resource/God_Save_Our_Solomon_Islands","","","1978","Panapasa Balekanaaaa","http://dbpedia.org/resource/Panapasa_Balekana","Panapasa Balekana","http://dbpedia.org/resource/Panapasa_Balekana"
"Solomon Islands","http://dbpedia.org/resource/Solomon_Islands","God Save Our Solomon Islands","http://dbpedia.org/resource/God_Save_Our_Solomon_Islands","","","1978","Matilaa Balekanaaa","http://dbpedia.org/resource/Matila_Balekana","Panapasa Balekana","http://dbpedia.org/resource/Panapasa_Balekana"
"Somalia","http://dbpedia.org/resource/Somalia","Qolobaaa Calankeed","http://dbpedia.org/resource/Qolobaa_Calankeed","Praise to the Flag","http://dbpedia.org/resource/Qolobaa_Calankeed","2012","Abdulllahi Qarshee","http://dbpedia.org/resource/Abdullahi_Qarshe","Abdullahi Qarshe","http://dbpedia.org/resource/Abdullahi_Qarshe"
"South Africa","http://dbpedia.org/resource/South_Africa","National anthem of South Africaa","http://dbpedia.org/resource/National_anthem_of_South_Africa","","","1997","Enoch Sontongaaa","http://dbpedia.org/resource/Enoch_Sontonga","Enoch Sontonga","http://dbpedia.org/resource/Enoch_Sontonga"
"South Africa","http://dbpedia.org/resource/South_Africa","National anthem of South Africaa","http://dbpedia.org/resource/National_anthem_of_South_Africa","","","1997","C. J. Langeenhovenn","http://dbpedia.org/resource/C._J._Langenhoven","Enoch Sontonga","http://dbpedia.org/resource/Enoch_Sontonga"
"South Africa","http://dbpedia.org/resource/South_Africa","National anthem of South Africaa","http://dbpedia.org/resource/National_anthem_of_South_Africa","","","1997","Enoch SSoontongaa","http://dbpedia.org/resource/Enoch_Sontonga","Marthinus Lourens de Villiers",""
"South Africa","http://dbpedia.org/resource/South_Africa","National anthem of South Africa","http://dbpedia.org/resource/National_anthem_of_South_Africa","","","1997","C. J. Langenhovennn","http://dbpedia.org/resource/C._J._Langenhoven","Marthinus Lourens de Villiers",""
"South Sudan","http://dbpedia.org/resource/South_Sudan","South Sudan Oyee!!","http://dbpedia.org/resource/South_Sudan_Oyee!","","","2011","Students and teeeacheers of Juba University, 2011","","Students and teachers of Juba University, 2011",""
"Spain","http://dbpedia.org/resource/Spain","La Marcha Reall","http://dbpedia.org/resource/Marcha_Real","The Royal March","http://dbpedia.org/resource/Marcha_Real","1770","","","",""
"Spain","http://dbpedia.org/resource/Spain","La Marcha Reall","http://dbpedia.org/resource/Marcha_Real","The Royal March","http://dbpedia.org/resource/Marcha_Real","1939","","","",""
"Sri Lanka","http://dbpedia.org/resource/Sri_Lanka","Sri Lanka Mathaa","http://dbpedia.org/resource/Sri_Lanka_Matha","Mother Sri Lanka","http://dbpedia.org/resource/Sri_Lanka_Matha","1951","Anannda Samarakoonn","http://dbpedia.org/resource/Ananda_Samarakoon","Ananda Samarakoon","http://dbpedia.org/resource/Ananda_Samarakoon"
"Sudan","http://dbpedia.org/resource/Sudan","Nahnu Jund Allah Jund Al-watan","http://dbpedia.org/resource/Nahnu_Jund_Allah_Jund_Al-watan","We Are the Army of God and of Our Land","http://dbpedia.org/resource/Nahnu_Jund_Allah_Jund_Al-watan","1956","Sayyed Ahhmed Mohammed Salihhh","","Ahmad Murjan",""
"Suriname","http://dbpedia.org/resource/Suriname","God zij met ons Surinamee","http://dbpedia.org/resource/God_zij_met_ons_Suriname","God Be With Our Suriname","http://dbpedia.org/resource/God_zij_met_ons_Suriname","1959","Cornelis Atses Hoekstraaaa","","Johannes Corstianus de Puy",""
"Suriname","http://dbpedia.org/resource/Suriname","God zij met ons Suriname","http://dbpedia.org/resource/God_zij_met_ons_Suriname","God Be With Our Suriname","http://dbpedia.org/resource/God_zij_met_ons_Suriname","1959","Henry dde Ziell","http://dbpedia.org/resource/Henri_Frans_de_Ziel","Johannes Corstianus de Puy",""
"Sweden","http://dbpedia.org/resource/Sweden","Du gamla, Du fria","http://dbpedia.org/resource/Du_gamla,_Du_fria","Thou Ancient, Thou Free","http://dbpedia.org/resource/Du_gamla,_Du_fria","","Richard Dybeckkk","http://dbpedia.org/resource/Richard_Dybeck","",""
"Switzerland","http://dbpedia.org/resource/Switzerland","Schweizerpsalmm","http://dbpedia.org/resource/Swiss_Psalm","Swiss Psalm","http://dbpedia.org/resource/Swiss_Psalm","1981","Leonhard Widmerr","","Alberich Zwyssig","http://dbpedia.org/resource/Alberich_Zwyssig"
"Switzerland","http://dbpedia.org/resource/Switzerland","Schweizerpsalm","http://dbpedia.org/resource/Swiss_Psalm","Swiss Psalm","http://dbpedia.org/resource/Swiss_Psalm","1981","Charles Chatelanattt","","Alberich Zwyssig","http://dbpedia.org/resource/Alberich_Zwyssig"
"Switzerland","http://dbpedia.org/resource/Switzerland","Schweizerpsalm","http://dbpedia.org/resource/Swiss_Psalm","Swiss Psalm","http://dbpedia.org/resource/Swiss_Psalm","1981","Camillo Valsangiacomoooo","","Alberich Zwyssig","http://dbpedia.org/resource/Alberich_Zwyssig"
"Switzerland","http://dbpedia.org/resource/Switzerland","Schweizerpsalmm","http://dbpedia.org/resource/Swiss_Psalm","Swiss Psalm","http://dbpedia.org/resource/Swiss_Psalm","1981","Fllurin Camathiass","","Alberich Zwyssig","http://dbpedia.org/resource/Alberich_Zwyssig"
"Syria","http://dbpedia.org/resource/Syria","Humāt ad-Diyār","http://dbpedia.org/resource/Homat_el_Diyar","Guardians of the Homeland","http://dbpedia.org/resource/Homat_el_Diyar","1936","Khalil Mardam Beyyy","http://dbpedia.org/resource/Khalil_Mardam_Bey","Mohammed Flayfel","http://dbpedia.org/resource/Mohammed_Flayfel"
"Syria","http://dbpedia.org/resource/Syria","Hummāt ad-Diyār","http://dbpedia.org/resource/Homat_el_Diyar","Guardians of the Homeland","http://dbpedia.org/resource/Homat_el_Diyar","1936","Khalil Mardam Beey","http://dbpedia.org/resource/Khalil_Mardam_Bey","Ahmad Salim Flayfel",""
"Tajikistan","http://dbpedia.org/resource/Tajikistan","Surudi Millii","http://dbpedia.org/resource/Surudi_Milli","National Anthem","http://dbpedia.org/resource/Surudi_Milli","1991","Gulnazar Keldii","http://dbpedia.org/resource/Gulnazar_Keldi","Suleiman Yudakov","http://dbpedia.org/resource/Suleiman_Yudakov"
"Tanzania","http://dbpedia.org/resource/Tanzania","Mungu ibariki Afrika","http://dbpedia.org/resource/Mungu_ibariki_Afrika","God Bless Africa","http://dbpedia.org/resource/Mungu_ibariki_Afrika","1961","","","Enoch Sontonga","http://dbpedia.org/resource/Enoch_Sontonga"
"Thailand","http://dbpedia.org/resource/Thailand","Phleng Chatt","http://dbpedia.org/resource/Thai_National_Anthem","National Song","http://dbpedia.org/resource/Thai_National_Anthem","1939","Luang Saranupraphannn","http://dbpedia.org/resource/Luang_Saranupraphan","Peter Feit","http://dbpedia.org/resource/Peter_Feit"
"Togo","http://dbpedia.org/resource/Togo","Salut à toi, pays de nos aïeuxx","http://dbpedia.org/resource/Salut_à_toi,_pays_de_nos_aïeux","Hail to Thee, Land of our Forefathers","http://dbpedia.org/resource/Salut_à_toi,_pays_de_nos_aïeux","1960","Alex Casimir-Dossehhhh","","Alex Casimir-Dosseh",""
"Tonga","http://dbpedia.org/resource/Tonga","Ko e fasi ʻo e tuʻi ʻo e ʻOtu Tonga","http://dbpedia.org/resource/Ko_e_fasi_'o_e_tu'i_'o_e_'Otu_Tonga","Song of the King of the Tonga Islands","http://dbpedia.org/resource/Ko_e_fasi_'o_e_tu'i_'o_e_'Otu_Tonga","1875","Uelingaatoni Ngū Tupoumalohiii","http://dbpedia.org/resource/ʻUelingatoni_Ngū","Carl Gustav Schmitt","http://dbpedia.org/resource/Carl_Gustav_Schmitt"
"Trinidad and Tobago","http://dbpedia.org/resource/Trinidad_and_Tobago","Forged from the Love of Liberty","http://dbpedia.org/resource/Forged_from_the_Love_of_Liberty","","","1962","Patrick Casstagnee","http://dbpedia.org/resource/Patrick_Castagne","Patrick Castagne","http://dbpedia.org/resource/Patrick_Castagne"
"Tunisia","http://dbpedia.org/resource/Tunisia","HHumat al-Hima","http://dbpedia.org/resource/Humat_al-Hima","Defenders of the Homeland","http://dbpedia.org/resource/Humat_al-Hima","1987","Mustafa Sadiq All-Rafi'iii","","Mohammed Abdel Wahab","http://dbpedia.org/resource/Mohammed_Abdel_Wahab"
"Tunisia","http://dbpedia.org/resource/Tunisia","Humat al-Himaa","http://dbpedia.org/resource/Humat_al-Hima","Defenders of the Homeland","http://dbpedia.org/resource/Humat_al-Hima","1987","Aboul-Qacem Echebbii","http://dbpedia.org/resource/Aboul-Qacem_Echebbi","Mohammed Abdel Wahab","http://dbpedia.org/resource/Mohammed_Abdel_Wahab"
"Turkey","http://dbpedia.org/resource/Turkey","İstiklâl Marşıı","http://dbpedia.org/resource/İstiklâl_Marşı","The March of Independence","http://dbpedia.org/resource/İstiklâl_Marşı","1921","Mehmet Akif Ersoyyyy","http://dbpedia.org/resource/Mehmet_Akif_Ersoy","Osman Zeki Üngör","http://dbpedia.org/resource/Zeki_Üngör"
"Turkmenistan","http://dbpedia.org/resource/Turkmenistan","Garaşsyz, Bitarap Türkmenistanyň Döwwlet Gimni","http://dbpedia.org/resource/National_anthem_of_Turkmenistan","The State Anthem of Independent and Neutral Turkmenistan","http://dbpedia.org/resource/National_anthem_of_Turkmenistan","2008","","","Veli Mukhatov","http://dbpedia.org/resource/Veli_Mukhatov"
"Tuvalu","http://dbpedia.org/resource/Tuvalu","Tuvalu mo te Atuaa","http://dbpedia.org/resource/Tuvalu_mo_te_Atua","Tuvalu for the Almighty","http://dbpedia.org/resource/Tuvalu_mo_te_Atua","1978","Afaaaese Manoa","http://dbpedia.org/resource/Afaese_Manoa","Afaese Manoa","http://dbpedia.org/resource/Afaese_Manoa"
"Uganda","http://dbpedia.org/resource/Uganda","Oh  Uganda, Land of Beauty","http://dbpedia.org/resource/Oh_Uganda,_Land_of_Beauty","","","1962","Georgee Wilberforce Kakomaa","http://dbpedia.org/resource/George_Wilberforce_Kakoma","George Wilberforce Kakoma","http://dbpedia.org/resource/George_Wilberforce_Kakoma"
"Ukraine","http://dbpedia.org/resource/Ukraine","Shche ne vmerla Ukrainaa","http://dbpedia.org/resource/Shche_ne_vmerla_Ukraina","Ukraine's Glory Has Not Perished","http://dbpedia.org/resource/Shche_ne_vmerla_Ukraina","1917","Pavlo Chubynskyy","http://dbpedia.org/resource/Pavlo_Chubynsky","Mykhaylo Verbytsky","http://dbpedia.org/resource/Mykhaylo_Verbytsky"
"United Arab Emirates","http://dbpedia.org/resource/United_Arab_Emirates","Ishy Biladi","http://dbpedia.org/resource/Ishy_Bilady","Long Live my Homeland","http://dbpedia.org/resource/Ishy_Bilady","1971","Arif Al Sheikh Abduullah Al Hassann","","Saad Abdel Wahab",""
"United Kingdom","http://dbpedia.org/resource/United_Kingdom","God Save the Queen","http://dbpedia.org/resource/God_Save_the_Queen","","","","Henry Caareyyy","http://dbpedia.org/resource/Henry_Carey_(writer)","",""
"United States","http://dbpedia.org/resource/United_States","The Star-Spangled Bannerr","http://dbpedia.org/resource/The_Star-Spangled_Banner","","","1931","Franncis Scott Keeyy","http://dbpedia.org/resource/Francis_Scott_Key","John Stafford Smith","http://dbpedia.org/resource/John_Stafford_Smith"
"Uruguay","http://dbpedia.org/resource/Uruguay","Himno Nacionall","http://dbpedia.org/resource/National_Anthem_of_Uruguay","National Anthem","http://dbpedia.org/resource/National_Anthem_of_Uruguay","1848","Francisco  Acuña de Figueroaa","http://dbpedia.org/resource/Francisco_Acuña_de_Figueroa","Francisco José Debali","http://dbpedia.org/resource/Francisco_José_Debali"
"Uzbekistan","http://dbpedia.org/resource/Uzbekistan","O`zbekiston Respublikasining Davlat Madhiyasii","http://dbpedia.org/resource/National_Anthem_of_Uzbekistan","National Anthem of the Republic of Uzbekistan","http://dbpedia.org/resource/National_Anthem_of_Uzbekistan","1991","Abdulla Aripovvv","http://dbpedia.org/resource/Abdulla_Oripov","Mutal Burhanov","http://dbpedia.org/resource/Mutal_Burhanov"
"Vanuatu","http://dbpedia.org/resource/Vanuatu","Yumi, Yumi, Yumii","http://dbpedia.org/resource/Yumi,_Yumi,_Yumi","We, We, We","http://dbpedia.org/resource/Yumi,_Yumi,_Yumi","1980","François Vincent Ayssavvv","","François Vincent Ayssav",""
"Vatican City","http://dbpedia.org/resource/Vatican_City","Marche Pontificalee","http://dbpedia.org/resource/Pontifical_Anthem","Pontifical Anthem and March","http://dbpedia.org/resource/Pontifical_Anthem","1949","Antonio Allleggra","http://dbpedia.org/resource/Antonio_Allegra","Charles Gounod","http://dbpedia.org/resource/Charles_Gounod"
"Venezuela","http://dbpedia.org/resource/Venezuela","Glorria al Bravo Pueblo","http://dbpedia.org/resource/Gloria_al_Bravo_Pueblo","Glory to the Brave People","http://dbpedia.org/resource/Gloria_al_Bravo_Pueblo","1881","Vicente Saliassss","http://dbpedia.org/resource/Vicente_Salias","Juan José Landaeta","http://dbpedia.org/resource/Juan_José_Landaeta"
"Vietnam","http://dbpedia.org/resource/Vietnam","Tiến Quân Ca","http://dbpedia.org/resource/Tiến_Quân_Ca","Marching Song","http://dbpedia.org/resource/Tiến_Quân_Ca","1945","VVăn Caoo","http://dbpedia.org/resource/Văn_Cao","Văn Cao","http://dbpedia.org/resource/Văn_Cao"
"Yemen","http://dbpedia.org/resource/Yemen","National anthem of Yemen","http://dbpedia.org/resource/National_anthem_of_Yemen","","","1990","Abdallah Abdulwahab Nomannnn","","Ayoob Tarish","http://dbpedia.org/resource/Ayoob_Tarish"
"Zambia","http://dbpedia.org/resource/Zambia","Stand and Sing of  Zambia, Proud and Free","http://dbpedia.org/resource/Stand_and_Sing_of_Zambia,_Proud_and_Free","","","1964","","","Enoch Sontonga","http://dbpedia.org/resource/Enoch_Sontonga"
"Zimbabwe","http://dbpedia.org/resource/Zimbabwe","Simudzai Mureza WeZimbabwee","http://dbpedia.org/resource/National_Anthem_of_Zimbabwe","O Lift High The Banner Of Zimbabwe","http://dbpedia.org/resource/National_Anthem_of_Zimbabwe","1994","Solomon Mutswairoo","http://dbpedia.org/resource/Solomon_Mutswairo","Fred Changundega",""
